response	cluster	gene	group1	group2	n_group1	n_group2	p_val	auc	avg_log2FC	pct.1	pct.2	p_val_adj	pct.diff	n
responders	Trm_merge	SYTL3	responders_Pre	responders_Post	2112	459	2.659514246772729e-25	0.6403722684359939	0.8446023291779728	0.484	0.242	9.239950347562492e-21	0.242	1
responders	Trm_merge	ARL4C	responders_Pre	responders_Post	2112	459	1.111383171623484e-24	0.6523677337096455	0.6099657119703883	0.893	0.815	3.86127855317147e-20	0.07800000000000007	1
responders	Trm_merge	PRDM1	responders_Pre	responders_Post	2112	459	8.743165871157703e-24	0.6418840158117118	0.8598230524961346	0.574	0.366	3.0376381186163205e-19	0.20799999999999996	1
responders	Trm_merge	GABPB1-AS1	responders_Pre	responders_Post	2112	459	1.0889823603153524e-23	0.636243459926058	0.8570361127354273	0.493	0.255	3.783451414443629e-19	0.238	1
responders	Trm_merge	TNFRSF18	responders_Pre	responders_Post	2112	459	1.445207145798617e-23	0.6423337748399023	0.7892240620397466	0.598	0.388	5.021083186648135e-19	0.20999999999999996	1
responders	Trm_merge	BATF	responders_Pre	responders_Post	2112	459	3.033761014430272e-23	0.6472475985343632	0.6801423444395716	0.835	0.754	1.0540195892435095e-18	0.08099999999999996	1
responders	Trm_merge	ADGRG1	responders_Pre	responders_Post	2112	459	4.6057877346605193e-23	0.6217748357760613	0.8937294091327752	0.361	0.133	1.6001888326531038e-18	0.228	1
responders	Trm_merge	HIPK2	responders_Pre	responders_Post	2112	459	3.0778078873759503e-21	0.6279084761008781	0.8042128168904356	0.48	0.272	1.0693227943110263e-16	0.20799999999999996	1
responders	Trm_merge	PTPN13	responders_Pre	responders_Post	2112	459	1.1821658550783808e-20	0.6271389342774146	0.7344064496665313	0.497	0.285	4.1071988302988183e-16	0.212	1
responders	Trm_merge	ANKRD28	responders_Pre	responders_Post	2112	459	1.670571098758815e-20	0.632957949593979	0.7061939396822574	0.616	0.436	5.804065168417752e-16	0.18	1
responders	Trm_merge	MSI2	responders_Pre	responders_Post	2112	459	2.3815754714429604e-20	0.6194930307981779	0.6223874134549195	0.415	0.192	8.274307660434279e-16	0.223	1
responders	Trm_merge	CXCL13	responders_Pre	responders_Post	2112	459	5.228695827146322e-20	0.617003367003367	1.2472146390574932	0.401	0.174	1.8166057912254466e-15	0.22700000000000004	1
responders	Trm_merge	FURIN	responders_Pre	responders_Post	2112	459	7.810715780495969e-20	0.6296961650821945	0.6320872062883809	0.595	0.405	2.713676983617715e-15	0.18999999999999995	1
responders	Trm_merge	JAML	responders_Pre	responders_Post	2112	459	8.786609217315513e-20	0.6353351736317423	0.4294560992871838	0.934	0.926	3.052731640371929e-15	0.008	1
responders	Trm_merge	SLC1A4	responders_Pre	responders_Post	2112	459	1.8307167792040057e-19	0.6307597007658282	0.5848699559038841	0.669	0.46	6.360459305988476e-15	0.209	1
responders	Trm_merge	PNISR	responders_Pre	responders_Post	2112	459	2.697619652580967e-19	0.6328671725424176	0.5063525128586315	0.803	0.702	9.372339958962052e-15	0.10100000000000008	1
responders	Trm_merge	CD3D	responders_Pre	responders_Post	2112	459	6.394842786687375e-19	0.6321007253911666	0.5478249834863256	0.944	0.93	2.2217602293787943e-14	0.0139999999999999	1
responders	Trm_merge	IL26	responders_Pre	responders_Post	2112	459	2.2373760572109488e-18	0.6039237348979996	0.7292770698027453	0.323	0.126	7.773315635568e-14	0.197	1
responders	Trm_merge	OAZ1	responders_Pre	responders_Post	2112	459	2.8483490778263553e-18	0.6296203456129926	0.33663539904627315	0.976	0.967	9.896019201092108e-14	0.009	1
responders	Trm_merge	MGAT4A	responders_Pre	responders_Post	2112	459	6.951054192400715e-18	0.6216097865914042	0.5979259352274284	0.571	0.381	2.4150047580657804e-13	0.18999999999999995	1
responders	Trm_merge	CTLA4	responders_Pre	responders_Post	2112	459	8.875936201513289e-18	0.6037581699346405	0.5809146849971663	0.338	0.139	3.083766514491763e-13	0.199	1
responders	Trm_merge	CD7	responders_Pre	responders_Post	2112	459	1.0966444640503022e-17	0.6242815202680398	0.6412717685839429	0.677	0.462	3.810071861449965e-13	0.215	1
responders	Trm_merge	RGS1	responders_Pre	responders_Post	2112	459	1.3703230706416427e-17	0.62521198504654385	0.725092510226637	0.728	0.569	4.760913444330259e-13	0.15900000000000003	1
