gene,patient,treatment,cpm,log10cpm
FOS,P4,Pre,18.578,1.292
FOS,P4,Mid,2.683,0.566
FOS,P5,Pre,75.684,1.885
FOS,P5,Mid,4.003,0.699
FOS,P6,Pre,9.624,1.026
FOS,P6,Mid,10.208,1.05
FOS,P7,Pre,114.315,2.062
FOS,P7,Mid,10.037,1.043
FOS,P8,Pre,9.213,1.009
FOS,P8,Mid,30.663,1.501
FOS,P9,Pre,6.521,0.876
FOS,P9,Mid,29.091,1.478
FRY,P1,Pre,7.429,0.926
FRY,P1,Mid,2.222,0.508
FRY,P2,Pre,3.105,0.613
FRY,P2,Mid,1.031,0.308
FRY,P3,Pre,2.743,0.573
FRY,P3,Mid,6.949,0.9
FRY,P4,Pre,3.461,0.649
FRY,P4,Mid,0,0
FRY,P5,Pre,6.204,0.858
FRY,P5,Mid,4.003,0.699
FRY,P6,Pre,3.91,0.691
FRY,P6,Mid,5.742,0.829
FRY,P7,Pre,0.648,0.217
FRY,P7,Mid,2.334,0.523
FRY,P8,Pre,4.731,0.758
FRY,P8,Mid,7.184,0.913
FRY,P9,Pre,1.534,0.404
FRY,P9,Mid,4.475,0.738
FUCA1,P1,Pre,22.288,1.367
FUCA1,P1,Mid,11.111,1.083
FUCA1,P2,Pre,21.737,1.357
FUCA1,P2,Mid,15.472,1.217
FUCA1,P3,Pre,56.598,1.76
FUCA1,P3,Mid,15.287,1.212
FUCA1,P4,Pre,32.056,1.519
FUCA1,P4,Mid,8.944,0.998
FUCA1,P5,Pre,21.092,1.344
FUCA1,P5,Mid,14.011,1.176
FUCA1,P6,Pre,13.534,1.162
FUCA1,P6,Mid,7.656,0.937
FUCA1,P7,Pre,16.932,1.254
FUCA1,P7,Mid,13.538,1.163
FUCA1,P8,Pre,32.866,1.53
FUCA1,P8,Mid,22.778,1.376
FUCA1,P9,Pre,35.288,1.56
FUCA1,P9,Mid,48.591,1.695
FURIN,P1,Pre,251.031,2.401
FURIN,P1,Mid,66.665,1.83
FURIN,P2,Pre,195.067,2.292
FURIN,P2,Mid,164.005,2.217
FURIN,P3,Pre,166.302,2.224
FURIN,P3,Mid,75.047,1.881
FURIN,P4,Pre,217.289,2.339
FURIN,P4,Mid,92.119,1.969
FURIN,P5,Pre,93.468,1.975
FURIN,P5,Mid,85.068,1.935
FURIN,P6,Pre,219.849,2.344
FURIN,P6,Mid,179.285,2.256
FURIN,P7,Pre,128.249,2.111
FURIN,P7,Mid,92.899,1.973
FURIN,P8,Pre,241.02,2.384
FURIN,P8,Mid,218.317,2.341
FURIN,P9,Pre,150.742,2.181
FURIN,P9,Mid,137.142,2.14
FUT7,P1,Pre,50.441,1.711
FUT7,P1,Mid,11.111,1.083
FUT7,P2,Pre,22.584,1.373
FUT7,P2,Mid,23.724,1.393
FUT7,P3,Pre,40.89,1.622
FUT7,P3,Mid,29.185,1.48
FUT7,P4,Pre,26.774,1.444
FUT7,P4,Mid,10.732,1.069
FUT7,P5,Pre,20.679,1.336
FUT7,P5,Mid,13.01,1.146
FUT7,P6,Pre,33.083,1.533
FUT7,P6,Mid,7.656,0.937
FUT7,P7,Pre,38.159,1.593
FUT7,P7,Mid,23.341,1.386
FUT7,P8,Pre,37.597,1.587
FUT7,P8,Mid,23.128,1.383
FUT7,P9,Pre,35.672,1.564
FUT7,P9,Mid,31.968,1.518
GABPB1-AS1,P1,Pre,305.774,2.487
GABPB1-AS1,P1,Mid,64.443,1.816
GABPB1-AS1,P2,Pre,316.738,2.502
GABPB1-AS1,P2,Mid,100.053,2.005
GABPB1-AS1,P3,Pre,142.865,2.158
GABPB1-AS1,P3,Mid,111.18,2.05
GABPB1-AS1,P4,Pre,89.611,1.957
GABPB1-AS1,P4,Mid,45.612,1.668
GABPB1-AS1,P5,Pre,61.209,1.794
GABPB1-AS1,P5,Mid,100.08,2.005
GABPB1-AS1,P6,Pre,102.556,2.015
GABPB1-AS1,P6,Mid,77.839,1.897
GABPB1-AS1,P7,Pre,67.082,1.833
GABPB1-AS1,P7,Mid,58.12,1.772
GABPB1-AS1,P8,Pre,232.803,2.369
GABPB1-AS1,P8,Mid,190.984,2.283
GABPB1-AS1,P9,Pre,169.92,2.233
GABPB1-AS1,P9,Mid,142.577,2.157
GALC,P1,Pre,12.512,1.131
GALC,P1,Mid,11.111,1.083
GALC,P2,Pre,12.986,1.146
GALC,P2,Mid,17.535,1.268
GALC,P3,Pre,22.689,1.375
GALC,P3,Mid,9.728,1.031
GALC,P4,Pre,14.571,1.192
GALC,P4,Mid,9.838,1.035
GALC,P5,Pre,13.234,1.153
GALC,P5,Mid,16.013,1.231
GALC,P6,Pre,13.835,1.171
GALC,P6,Mid,19.141,1.304
GALC,P7,Pre,15.555,1.219
GALC,P7,Mid,12.371,1.126
GALC,P8,Pre,18.674,1.294
GALC,P8,Mid,20.15,1.325
GALC,P9,Pre,19.178,1.305
GALC,P9,Mid,25.894,1.43
GALNT2,P1,Pre,32.454,1.524
GALNT2,P1,Mid,8.889,0.995
GALNT2,P2,Pre,57.024,1.764
GALNT2,P2,Mid,25.787,1.428
GALNT2,P3,Pre,76.045,1.887
GALNT2,P3,Mid,26.405,1.438
GALNT2,P4,Pre,32.602,1.526
GALNT2,P4,Mid,15.204,1.21
GALNT2,P5,Pre,30.191,1.494
GALNT2,P5,Mid,19.015,1.301
GALNT2,P6,Pre,27.97,1.462
GALNT2,P6,Mid,8.294,0.968
GALNT2,P7,Pre,14.016,1.177
GALNT2,P7,Mid,15.872,1.227
GALNT2,P8,Pre,60.255,1.787
GALNT2,P8,Mid,37.496,1.585
GALNT2,P9,Pre,115.837,2.068
GALNT2,P9,Mid,122.756,2.093
GATA3,P1,Pre,132.163,2.124
GATA3,P1,Mid,57.776,1.769
GATA3,P2,Pre,60.694,1.79
GATA3,P2,Mid,49.511,1.703
GATA3,P3,Pre,68.565,1.842
GATA3,P3,Mid,59.759,1.784
GATA3,P4,Pre,67.573,1.836
GATA3,P4,Mid,48.295,1.693
GATA3,P5,Pre,84.369,1.931
GATA3,P5,Mid,66.053,1.826
GATA3,P6,Pre,90.526,1.962
GATA3,P6,Mid,46.576,1.677
GATA3,P7,Pre,103.053,2.017
GATA3,P7,Mid,90.564,1.962
GATA3,P8,Pre,63.492,1.81
GATA3,P8,Mid,64.829,1.818
GATA3,P9,Pre,110.467,2.047
GATA3,P9,Mid,112.846,2.056
GBP1,P1,Pre,25.416,1.422
GBP1,P1,Mid,62.221,1.801
GBP1,P2,Pre,16.656,1.247
GBP1,P2,Mid,48.479,1.694
GBP1,P3,Pre,26.429,1.438
GBP1,P3,Mid,47.252,1.684
GBP1,P4,Pre,23.86,1.395
GBP1,P4,Mid,16.993,1.255
GBP1,P5,Pre,34.74,1.553
GBP1,P5,Mid,53.042,1.733
GBP1,P6,Pre,26.165,1.434
GBP1,P6,Mid,31.263,1.509
GBP1,P7,Pre,22.442,1.37
GBP1,P7,Mid,19.607,1.314
GBP1,P8,Pre,26.393,1.438
GBP1,P8,Mid,28.91,1.476
GBP1,P9,Pre,49.096,1.7
GBP1,P9,Mid,45.075,1.663
GBP2,P1,Pre,118.868,2.079
GBP2,P1,Mid,122.219,2.091
GBP2,P2,Pre,121.952,2.09
GBP2,P2,Mid,133.061,2.127
GBP2,P3,Pre,173.533,2.242
GBP2,P3,Mid,145.924,2.167
GBP2,P4,Pre,126.403,2.105
GBP2,P4,Mid,53.661,1.738
GBP2,P5,Pre,151.369,2.183
GBP2,P5,Mid,114.091,2.061
GBP2,P6,Pre,130.827,2.12
GBP2,P6,Mid,98.894,2
GBP2,P7,Pre,140.24,2.15
GBP2,P7,Mid,132.112,2.124
GBP2,P8,Pre,168.066,2.228
GBP2,P8,Mid,151.035,2.182
GBP2,P9,Pre,192.934,2.288
GBP2,P9,Mid,179.02,2.255
GEM,P1,Pre,28.935,1.476
GEM,P1,Mid,8.889,0.995
GEM,P2,Pre,7.904,0.95
GEM,P2,Mid,9.283,1.012
GEM,P3,Pre,24.185,1.401
GEM,P3,Mid,6.949,0.9
GEM,P4,Pre,7.832,0.946
GEM,P4,Mid,11.627,1.101
GEM,P5,Pre,41.358,1.627
GEM,P5,Mid,79.063,1.903
GEM,P6,Pre,22.857,1.378
GEM,P6,Mid,0,0
GEM,P7,Pre,8.588,0.982
GEM,P7,Mid,8.636,0.984
GEM,P8,Pre,25.148,1.417
GEM,P8,Mid,16.645,1.247
GEM,P9,Pre,25.315,1.42
GEM,P9,Mid,95.264,1.983
GIMAP1,P1,Pre,234.218,2.371
GIMAP1,P1,Mid,175.551,2.247
GIMAP1,P2,Pre,165.709,2.222
GIMAP1,P2,Mid,136.155,2.137
GIMAP1,P3,Pre,96.739,1.99
GIMAP1,P3,Mid,151.483,2.183
GIMAP1,P4,Pre,199.986,2.303
GIMAP1,P4,Mid,50.084,1.708
GIMAP1,P5,Pre,158.813,2.204
GIMAP1,P5,Mid,82.066,1.919
GIMAP1,P6,Pre,111.278,2.05
GIMAP1,P6,Mid,193.322,2.289
GIMAP1,P7,Pre,109.454,2.043
GIMAP1,P7,Mid,108.771,2.04
GIMAP1,P8,Pre,184.499,2.268
GIMAP1,P8,Mid,188.356,2.277
GIMAP1,P9,Pre,148.057,2.173
GIMAP1,P9,Mid,77.362,1.894
GIMAP7,P1,Pre,380.457,2.581
GIMAP7,P1,Mid,622.207,2.795
GIMAP7,P2,Pre,544.552,2.737
GIMAP7,P2,Mid,534.306,2.729
GIMAP7,P3,Pre,301.438,2.481
GIMAP7,P3,Mid,476.685,2.679
GIMAP7,P4,Pre,532.021,2.727
GIMAP7,P4,Mid,144.886,2.164
GIMAP7,P5,Pre,470.235,2.673
GIMAP7,P5,Mid,257.206,2.412
GIMAP7,P6,Pre,381.352,2.582
GIMAP7,P6,Mid,555.721,2.746
GIMAP7,P7,Pre,416.912,2.621
GIMAP7,P7,Mid,401.004,2.604
GIMAP7,P8,Pre,430.748,2.635
GIMAP7,P8,Mid,565.592,2.753
GIMAP7,P9,Pre,418.087,2.622
GIMAP7,P9,Mid,279.079,2.447
GK,P1,Pre,81.331,1.916
GK,P1,Mid,64.443,1.816
GK,P2,Pre,65.775,1.825
GK,P2,Mid,10.315,1.054
GK,P3,Pre,44.879,1.662
GK,P3,Mid,1.39,0.378
GK,P4,Pre,40.799,1.621
GK,P4,Mid,5.366,0.804
GK,P5,Pre,89.746,1.958
GK,P5,Mid,22.018,1.362
GK,P6,Pre,35.789,1.566
GK,P6,Mid,10.846,1.074
GK,P7,Pre,16.203,1.236
GK,P7,Mid,9.803,1.034
GK,P8,Pre,62.994,1.806
GK,P8,Mid,49.41,1.703
GK,P9,Pre,27.233,1.451
GK,P9,Mid,58.501,1.775
GLCCI1,P1,Pre,85.632,1.938
GLCCI1,P1,Mid,24.444,1.406
GLCCI1,P2,Pre,77.914,1.897
GLCCI1,P2,Mid,40.228,1.615
GLCCI1,P3,Pre,68.067,1.839
GLCCI1,P3,Mid,34.744,1.553
GLCCI1,P4,Pre,57.191,1.765
GLCCI1,P4,Mid,21.465,1.351
GLCCI1,P5,Pre,52.111,1.725
GLCCI1,P5,Mid,31.025,1.505
GLCCI1,P6,Pre,49.624,1.704
GLCCI1,P6,Mid,28.073,1.463
GLCCI1,P7,Pre,49.582,1.704
GLCCI1,P7,Mid,26.843,1.445
GLCCI1,P8,Pre,67.227,1.834
GLCCI1,P8,Mid,55.718,1.754
GLCCI1,P9,Pre,74.028,1.875
GLCCI1,P9,Mid,68.411,1.841
GNG4,P1,Pre,1.955,0.471
GNG4,P1,Mid,0,0
GNG4,P2,Pre,11.292,1.09
GNG4,P2,Mid,2.063,0.486
GNG4,P3,Pre,21.442,1.351
GNG4,P3,Mid,2.78,0.577
GNG4,P4,Pre,1.275,0.357
GNG4,P4,Mid,0.894,0.277
GNG4,P5,Pre,45.493,1.667
GNG4,P5,Mid,2.002,0.477
GNG4,P6,Pre,7.218,0.915
GNG4,P6,Mid,0,0
GNG4,P7,Pre,0.81,0.258
GNG4,P7,Mid,0.467,0.166
GNG4,P8,Pre,24.152,1.401
GNG4,P8,Mid,5.432,0.808
GNG4,P9,Pre,14.959,1.203
GNG4,P9,Mid,7.033,0.905
GNLY,P1,Pre,365.99,2.565
GNLY,P1,Mid,48.888,1.698
GNLY,P2,Pre,1574.937,3.198
GNLY,P2,Mid,436.315,2.641
GNLY,P3,Pre,3108.129,3.493
GNLY,P3,Mid,63.929,1.812
GNLY,P4,Pre,717.801,2.857
GNLY,P4,Mid,2.683,0.566
GNLY,P5,Pre,360.638,2.558
GNLY,P5,Mid,36.029,1.569
GNLY,P6,Pre,110.375,2.047
GNLY,P6,Mid,58.698,1.776
GNLY,P7,Pre,42.129,1.635
GNLY,P7,Mid,18.673,1.294
GNLY,P8,Pre,1097.286,3.041
GNLY,P8,Mid,242.146,2.386
GNLY,P9,Pre,1216.672,3.086
GNLY,P9,Mid,1195.277,3.078
GNPTAB,P1,Pre,39.101,1.603
GNPTAB,P1,Mid,24.444,1.406
GNPTAB,P2,Pre,29.077,1.478
GNPTAB,P2,Mid,39.196,1.604
GNPTAB,P3,Pre,29.67,1.487
GNPTAB,P3,Mid,37.523,1.586
GNPTAB,P4,Pre,22.585,1.373
GNPTAB,P4,Mid,25.936,1.43
GNPTAB,P5,Pre,40.117,1.614
GNPTAB,P5,Mid,23.018,1.381
GNPTAB,P6,Pre,24.361,1.404
GNPTAB,P6,Mid,19.779,1.318
GNPTAB,P7,Pre,32.488,1.525
GNPTAB,P7,Mid,25.675,1.426
GNPTAB,P8,Pre,25.646,1.426
GNPTAB,P8,Mid,29.786,1.488
GNPTAB,P9,Pre,34.521,1.55
GNPTAB,P9,Mid,78.002,1.898
GOLIM4,P1,Pre,17.596,1.269
GOLIM4,P1,Mid,4.444,0.736
GOLIM4,P2,Pre,16.938,1.254
GOLIM4,P2,Mid,13.409,1.159
GOLIM4,P3,Pre,34.158,1.546
GOLIM4,P3,Mid,18.067,1.28
GOLIM4,P4,Pre,17.121,1.258
GOLIM4,P4,Mid,9.838,1.035
GOLIM4,P5,Pre,18.197,1.283
GOLIM4,P5,Mid,24.019,1.398
GOLIM4,P6,Pre,21.353,1.349
GOLIM4,P6,Mid,7.018,0.904
GOLIM4,P7,Pre,27.708,1.458
GOLIM4,P7,Mid,20.074,1.324
GOLIM4,P8,Pre,20.915,1.341
GOLIM4,P8,Mid,11.564,1.099
GOLIM4,P9,Pre,21.863,1.359
GOLIM4,P9,Mid,40.919,1.622
GPR153,P1,Pre,2.737,0.573
GPR153,P1,Mid,6.667,0.885
GPR153,P2,Pre,1.976,0.474
GPR153,P2,Mid,3.094,0.612
GPR153,P3,Pre,1.496,0.397
GPR153,P3,Mid,2.78,0.577
GPR153,P4,Pre,0.911,0.281
GPR153,P4,Mid,3.577,0.661
GPR153,P5,Pre,3.722,0.674
GPR153,P5,Mid,5.004,0.778
GPR153,P6,Pre,0.902,0.279
GPR153,P6,Mid,0,0
GPR153,P7,Pre,0.891,0.277
GPR153,P7,Mid,0.467,0.166
GPR153,P8,Pre,1.743,0.438
GPR153,P8,Mid,0.701,0.231
GPR153,P9,Pre,1.534,0.404
GPR153,P9,Mid,0.959,0.292
GPR171,P1,Pre,439.11,2.644
GPR171,P1,Mid,113.331,2.058
GPR171,P2,Pre,390.135,2.592
GPR171,P2,Mid,319.758,2.506
GPR171,P3,Pre,298.197,2.476
GPR171,P3,Mid,176.498,2.249
GPR171,P4,Pre,289.051,2.462
GPR171,P4,Mid,211.068,2.326
GPR171,P5,Pre,202.652,2.309
GPR171,P5,Mid,219.175,2.343
GPR171,P6,Pre,340.149,2.533
GPR171,P6,Mid,215.653,2.336
GPR171,P7,Pre,319.125,2.505
GPR171,P7,Mid,196.534,2.296
GPR171,P8,Pre,334.39,2.526
GPR171,P8,Mid,289.454,2.463
GPR171,P9,Pre,302.634,2.482
GPR171,P9,Mid,197.881,2.299
GPR183,P1,Pre,125.516,2.102
GPR183,P1,Mid,366.658,2.565
GPR183,P2,Pre,132.68,2.126
GPR183,P2,Mid,318.727,2.505
GPR183,P3,Pre,134.139,2.131
GPR183,P3,Mid,379.402,2.58
GPR183,P4,Pre,285.408,2.457
GPR183,P4,Mid,228.061,2.36
GPR183,P5,Pre,216.714,2.338
GPR183,P5,Mid,257.206,2.412
GPR183,P6,Pre,263.458,2.422
GPR183,P6,Mid,378.988,2.58
GPR183,P7,Pre,235.192,2.373
GPR183,P7,Mid,286.632,2.459
GPR183,P8,Pre,153.625,2.189
GPR183,P8,Mid,251.608,2.402
GPR183,P9,Pre,219.783,2.344
GPR183,P9,Mid,180.938,2.26
GRAMD1A,P1,Pre,96.581,1.989
GRAMD1A,P1,Mid,35.555,1.563
GRAMD1A,P2,Pre,71.986,1.863
GRAMD1A,P2,Mid,48.479,1.694
GRAMD1A,P3,Pre,75.048,1.881
GRAMD1A,P3,Mid,43.082,1.644
GRAMD1A,P4,Pre,62.655,1.804
GRAMD1A,P4,Mid,50.084,1.708
GRAMD1A,P5,Pre,121.591,2.088
GRAMD1A,P5,Mid,73.058,1.87
GRAMD1A,P6,Pre,69.473,1.848
GRAMD1A,P6,Mid,31.901,1.517
GRAMD1A,P7,Pre,57.846,1.77
GRAMD1A,P7,Mid,47.616,1.687
GRAMD1A,P8,Pre,68.72,1.843
GRAMD1A,P8,Mid,61.15,1.793
GRAMD1A,P9,Pre,75.563,1.884
GRAMD1A,P9,Mid,74.805,1.88
GRAMD1B,P1,Pre,45.749,1.67
GRAMD1B,P1,Mid,31.11,1.507
GRAMD1B,P2,Pre,44.038,1.654
GRAMD1B,P2,Mid,41.259,1.626
GRAMD1B,P3,Pre,138.876,2.146
GRAMD1B,P3,Mid,18.067,1.28
GRAMD1B,P4,Pre,62.473,1.803
GRAMD1B,P4,Mid,24.148,1.4
GRAMD1B,P5,Pre,26.469,1.439
GRAMD1B,P5,Mid,25.02,1.415
GRAMD1B,P6,Pre,73.383,1.871
GRAMD1B,P6,Mid,40.196,1.615
GRAMD1B,P7,Pre,33.784,1.541
GRAMD1B,P7,Mid,26.843,1.445
GRAMD1B,P8,Pre,54.03,1.741
GRAMD1B,P8,Mid,30.663,1.501
GRAMD1B,P9,Pre,42.192,1.635
GRAMD1B,P9,Mid,60.419,1.788
GRASP,P1,Pre,6.647,0.884
GRASP,P1,Mid,11.111,1.083
GRASP,P2,Pre,6.775,0.891
GRASP,P2,Mid,4.126,0.71
GRASP,P3,Pre,2.244,0.511
GRASP,P3,Mid,1.39,0.378
GRASP,P4,Pre,1.639,0.421
GRASP,P4,Mid,0.894,0.277
GRASP,P5,Pre,3.722,0.674
GRASP,P5,Mid,2.002,0.477
GRASP,P6,Pre,2.105,0.492
GRASP,P6,Mid,1.914,0.465
GRASP,P7,Pre,1.215,0.345
GRASP,P7,Mid,0.7,0.231
GRASP,P8,Pre,3.984,0.698
GRASP,P8,Mid,1.577,0.411
GRASP,P9,Pre,1.918,0.465
GRASP,P9,Mid,0.959,0.292
GRK5,P1,Pre,31.281,1.509
GRK5,P1,Mid,31.11,1.507
GRK5,P2,Pre,16.091,1.233
GRK5,P2,Mid,26.818,1.444
GRK5,P3,Pre,11.968,1.113
GRK5,P3,Mid,23.626,1.391
GRK5,P4,Pre,16.21,1.236
GRK5,P4,Mid,7.155,0.911
GRK5,P5,Pre,19.852,1.319
GRK5,P5,Mid,4.003,0.699
GRK5,P6,Pre,20.15,1.325
GRK5,P6,Mid,19.779,1.318
GRK5,P7,Pre,8.912,0.996
GRK5,P7,Mid,7.469,0.928
GRK5,P8,Pre,23.405,1.387
GRK5,P8,Mid,19.274,1.307
GRK5,P9,Pre,15.343,1.213
GRK5,P9,Mid,22.377,1.369
GYPC,P1,Pre,354.65,2.551
GYPC,P1,Mid,144.441,2.163
GYPC,P2,Pre,660.576,2.821
GYPC,P2,Mid,264.059,2.423
GYPC,P3,Pre,342.827,2.536
GYPC,P3,Mid,195.955,2.294
GYPC,P4,Pre,305.079,2.486
GYPC,P4,Mid,123.421,2.095
GYPC,P5,Pre,281.645,2.451
GYPC,P5,Mid,136.109,2.137
GYPC,P6,Pre,260.149,2.417
GYPC,P6,Mid,121.863,2.089
GYPC,P7,Pre,279.346,2.448
GYPC,P7,Mid,190.232,2.282
GYPC,P8,Pre,362.027,2.56
GYPC,P8,Mid,307.677,2.49
GYPC,P9,Pre,214.413,2.333
GYPC,P9,Mid,195.004,2.292
GZMB,P1,Pre,132.945,2.127
GZMB,P1,Mid,11.111,1.083
GZMB,P2,Pre,173.331,2.241
GZMB,P2,Mid,58.794,1.777
GZMB,P3,Pre,181.511,2.261
GZMB,P3,Mid,5.559,0.817
GZMB,P4,Pre,163.741,2.217
GZMB,P4,Mid,3.577,0.661
GZMB,P5,Pre,131.103,2.121
GZMB,P5,Mid,119.095,2.08
GZMB,P6,Pre,3.008,0.603
GZMB,P6,Mid,1.914,0.465
GZMB,P7,Pre,37.187,1.582
GZMB,P7,Mid,11.904,1.111
GZMB,P8,Pre,472.329,2.675
GZMB,P8,Mid,148.056,2.173
GZMB,P9,Pre,270.031,2.433
GZMB,P9,Mid,145.773,2.167
H2AFJ,P1,Pre,38.71,1.599
H2AFJ,P1,Mid,31.11,1.507
H2AFJ,P2,Pre,36.416,1.573
H2AFJ,P2,Mid,24.755,1.411
H2AFJ,P3,Pre,66.072,1.827
H2AFJ,P3,Mid,30.575,1.499
H2AFJ,P4,Pre,34.06,1.545
H2AFJ,P4,Mid,22.359,1.368
H2AFJ,P5,Pre,34.74,1.553
H2AFJ,P5,Mid,29.023,1.477
H2AFJ,P6,Pre,43.308,1.646
H2AFJ,P6,Mid,31.901,1.517
H2AFJ,P7,Pre,49.825,1.706
H2AFJ,P7,Mid,47.15,1.683
H2AFJ,P8,Pre,57.018,1.764
H2AFJ,P8,Mid,32.94,1.531
H2AFJ,P9,Pre,59.069,1.779
H2AFJ,P9,Mid,30.05,1.492
H2AFY,P1,Pre,91.106,1.964
H2AFY,P1,Mid,77.776,1.896
H2AFY,P2,Pre,71.704,1.862
H2AFY,P2,Mid,81.487,1.916
H2AFY,P3,Pre,83.525,1.927
H2AFY,P3,Mid,72.267,1.865
H2AFY,P4,Pre,73.947,1.875
H2AFY,P4,Mid,57.239,1.765
H2AFY,P5,Pre,69.067,1.846
H2AFY,P5,Mid,66.053,1.826
H2AFY,P6,Pre,85.714,1.938
H2AFY,P6,Mid,57.422,1.767
H2AFY,P7,Pre,77.452,1.895
H2AFY,P7,Mid,63.022,1.806
H2AFY,P8,Pre,72.206,1.865
H2AFY,P8,Mid,65.18,1.821
H2AFY,P9,Pre,79.782,1.907
H2AFY,P9,Mid,78.641,1.901
H2AFY2,P1,Pre,2.737,0.573
H2AFY2,P1,Mid,2.222,0.508
H2AFY2,P2,Pre,0.565,0.194
H2AFY2,P2,Mid,3.094,0.612
H2AFY2,P3,Pre,1.995,0.476
H2AFY2,P3,Mid,5.559,0.817
H2AFY2,P4,Pre,1.821,0.45
H2AFY2,P4,Mid,2.683,0.566
H2AFY2,P5,Pre,3.309,0.634
H2AFY2,P5,Mid,2.002,0.477
H2AFY2,P6,Pre,1.805,0.448
H2AFY2,P6,Mid,1.914,0.465
H2AFY2,P7,Pre,2.025,0.481
H2AFY2,P7,Mid,1.634,0.421
H2AFY2,P8,Pre,1.494,0.397
H2AFY2,P8,Mid,1.577,0.411
H2AFY2,P9,Pre,1.151,0.333
H2AFY2,P9,Mid,0.639,0.215
H3F3C,P1,Pre,2.737,0.573
H3F3C,P1,Mid,0,0
H3F3C,P2,Pre,1.694,0.43
H3F3C,P2,Mid,0,0
H3F3C,P3,Pre,0.249,0.097
H3F3C,P3,Mid,0,0
H3F3C,P4,Pre,0.364,0.135
H3F3C,P4,Mid,0,0
H3F3C,P5,Pre,1.654,0.424
H3F3C,P5,Mid,0,0
H3F3C,P6,Pre,0,0
H3F3C,P6,Mid,0,0
H3F3C,P7,Pre,0.324,0.122
H3F3C,P7,Mid,0,0
H3F3C,P8,Pre,0.996,0.3
H3F3C,P8,Mid,0.876,0.273
H3F3C,P9,Pre,1.918,0.465
H3F3C,P9,Mid,0.959,0.292
H6PD,P1,Pre,8.993,1
H6PD,P1,Mid,11.111,1.083
H6PD,P2,Pre,5.928,0.841
H6PD,P2,Mid,5.157,0.789
H6PD,P3,Pre,17.204,1.26
H6PD,P3,Mid,9.728,1.031
H6PD,P4,Pre,8.378,0.972
H6PD,P4,Mid,1.789,0.445
H6PD,P5,Pre,6.617,0.882
H6PD,P5,Mid,12.01,1.114
H6PD,P6,Pre,12.03,1.115
H6PD,P6,Mid,8.294,0.968
H6PD,P7,Pre,8.345,0.971
H6PD,P7,Mid,5.369,0.804
H6PD,P8,Pre,12.449,1.129
H6PD,P8,Mid,12.265,1.123
H6PD,P9,Pre,23.398,1.387
H6PD,P9,Mid,18.861,1.298
HAGHL,P1,Pre,18.378,1.287
HAGHL,P1,Mid,2.222,0.508
HAGHL,P2,Pre,17.502,1.267
HAGHL,P2,Mid,12.378,1.126
HAGHL,P3,Pre,11.718,1.104
HAGHL,P3,Mid,11.118,1.083
HAGHL,P4,Pre,16.21,1.236
HAGHL,P4,Mid,11.627,1.101
HAGHL,P5,Pre,21.092,1.344
HAGHL,P5,Mid,11.009,1.079
HAGHL,P6,Pre,12.632,1.135
HAGHL,P6,Mid,12.123,1.118
HAGHL,P7,Pre,14.016,1.177
HAGHL,P7,Mid,14.238,1.183
HAGHL,P8,Pre,13.694,1.167
HAGHL,P8,Mid,6.308,0.864
HAGHL,P9,Pre,15.343,1.213
HAGHL,P9,Mid,9.59,1.025
HAVCR2,P1,Pre,37.537,1.586
HAVCR2,P1,Mid,2.222,0.508
HAVCR2,P2,Pre,38.11,1.592
HAVCR2,P2,Mid,1.031,0.308
HAVCR2,P3,Pre,13.214,1.153
HAVCR2,P3,Mid,1.39,0.378
HAVCR2,P4,Pre,16.939,1.254
HAVCR2,P4,Mid,0.894,0.277
HAVCR2,P5,Pre,11.58,1.1
HAVCR2,P5,Mid,6.005,0.845
HAVCR2,P6,Pre,1.203,0.343
HAVCR2,P6,Mid,0,0
HAVCR2,P7,Pre,0.81,0.258
HAVCR2,P7,Mid,0,0
HAVCR2,P8,Pre,37.099,1.581
HAVCR2,P8,Mid,21.551,1.353
HAVCR2,P9,Pre,21.096,1.344
HAVCR2,P9,Mid,39.001,1.602
HDGFL3,P1,Pre,2.346,0.525
HDGFL3,P1,Mid,0,0
HDGFL3,P2,Pre,3.105,0.613
HDGFL3,P2,Mid,1.031,0.308
HDGFL3,P3,Pre,1.247,0.352
HDGFL3,P3,Mid,1.39,0.378
HDGFL3,P4,Pre,31.145,1.507
HDGFL3,P4,Mid,61.711,1.797
HDGFL3,P5,Pre,2.895,0.591
HDGFL3,P5,Mid,6.005,0.845
HDGFL3,P6,Pre,2.105,0.492
HDGFL3,P6,Mid,8.294,0.968
HDGFL3,P7,Pre,16.446,1.242
HDGFL3,P7,Mid,11.671,1.103
HDGFL3,P8,Pre,2.988,0.601
HDGFL3,P8,Mid,1.227,0.348
HDGFL3,P9,Pre,2.685,0.566
HDGFL3,P9,Mid,1.598,0.415
HELLS,P1,Pre,10.557,1.063
HELLS,P1,Mid,6.667,0.885
HELLS,P2,Pre,12.421,1.128
HELLS,P2,Mid,2.063,0.486
HELLS,P3,Pre,21.941,1.361
HELLS,P3,Mid,13.898,1.173
HELLS,P4,Pre,12.385,1.127
HELLS,P4,Mid,8.049,0.957
HELLS,P5,Pre,16.543,1.244
HELLS,P5,Mid,2.002,0.477
HELLS,P6,Pre,22.556,1.372
HELLS,P6,Mid,6.38,0.868
HELLS,P7,Pre,24.629,1.409
HELLS,P7,Mid,12.604,1.134
HELLS,P8,Pre,8.964,0.998
HELLS,P8,Mid,9.286,1.012
