p_val,auc,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0,0.5828419267907149,0.6219048487672182,0.231,0.071,0,eTreg,KAT2B
0,0.5823413208606469,0.43625311609289574,0.327,0.165,0,eTreg,CCDC88C
0,0.5822536116727203,0.6289791475302219,0.214,0.053,0,eTreg,ADTRP
0,0.5820778977052957,0.6502389887543316,0.235,0.073,0,eTreg,CPM
0,0.5817201324737522,0.4917799457030998,0.263,0.105,0,eTreg,SKA2
0,0.5812918981134959,0.6141459086679639,0.202,0.041,0,eTreg,AC005224.3
0,0.5812052554121009,0.4420214661212215,0.391,0.25,0,eTreg,CASP4
0,0.5809203289519963,0.4425835355108969,0.413,0.27,0,eTreg,RCAN3
0,0.5808889731677306,0.49780540893730596,0.339,0.184,0,eTreg,GPRIN3
0,0.5806785252266584,0.41517784519532264,0.412,0.26,0,eTreg,CASP8
0,0.5806619048295083,0.5405411486917988,0.197,0.037,0,eTreg,TSPAN5
0,0.5805917042864921,0.4842474631823035,0.277,0.125,0,eTreg,UXS1
0,0.5805363640941378,0.5391299442637553,0.36,0.224,0,eTreg,ANTXR2
0,0.5799342776987444,0.5553645462365241,0.23,0.074,0,eTreg,CREB3L2
0,0.5799314995307904,0.5939495786362909,0.27,0.114,0,eTreg,HERC5
0,0.5797392574772047,0.4311001733085619,0.407,0.27,0,eTreg,TBC1D15
0,0.579693381125279,0.4467678916372111,0.312,0.157,0,eTreg,CD5
0,0.5791351336113403,0.549209729425427,0.182,0.024,0,eTreg,F5
0,0.5789920395486123,0.44831190030065626,0.365,0.229,0,eTreg,ASXL1
0,0.5787077882353684,0.46668302826602326,0.358,0.218,0,eTreg,PPM1K
0,0.5785151639259057,0.39911496552405124,0.397,0.25,0,eTreg,CD84
0,0.5780830699351789,0.4669781799009493,0.261,0.108,0,eTreg,ARHGAP25
0,0.5775763896474301,0.37511962675271626,0.41,0.257,0,eTreg,ITK
0,0.5775740060107505,0.3887975935030952,0.355,0.202,0,eTreg,GCHFR
0,0.5775008100252452,0.5862589950951522,0.234,0.081,0,eTreg,XAF1
0,0.5773833187590076,0.4584429740530517,0.382,0.25,0,eTreg,PHF11
0,0.5769106000768981,0.3496145823432817,0.407,0.273,0,eTreg,CTSS
0,0.5768257196315629,0.44278589840733795,0.288,0.143,0,eTreg,CTSA
0,0.576748213999516,0.43709909159391,0.317,0.172,0,eTreg,APOL6
0,0.5764503600728345,0.4355010972731489,0.31,0.169,0,eTreg,CSK
0,0.576261577471762,0.5691370456175345,0.194,0.043,0,eTreg,OAS1
0,0.576073911440843,0.47145131909736304,0.264,0.117,0,eTreg,ZNF101
0,0.5760055323213025,0.4953532868633053,0.234,0.085,0,eTreg,TP53INP1
0,0.575635022526604,0.37079831353423653,0.332,0.181,0,eTreg,LBH
0,0.5751396346224901,0.463253077152018,0.297,0.158,0,eTreg,VCPIP1
0,0.5749242708757495,0.391568629003344,0.38,0.251,0,eTreg,MXD4
0,0.5747335072710343,0.5003899152395603,0.225,0.082,0,eTreg,MICAL2
0,0.5745591126633294,0.36593120027561865,0.339,0.192,0,eTreg,TNFRSF25
0,0.57394449014103,0.4831446286749175,0.217,0.07,0,eTreg,TOX
0,0.5739084741248711,0.4783274451512519,0.327,0.197,0,eTreg,MAP3K1
0,0.5737227942532617,0.4374871451144823,0.308,0.172,0,eTreg,CCNG2
0,0.5736519782218167,0.44120426916116057,0.218,0.073,0,eTreg,RAB33A
0,0.5735717872238206,0.46998008733390145,0.249,0.107,0,eTreg,RHBDD2
0,0.5734749935052468,0.44522077555770806,0.257,0.116,0,eTreg,U2AF1L4
0,0.5732104714563147,0.3928486029924979,0.355,0.215,0,eTreg,THEM4
0,0.572492847301436,0.3673765859235475,0.356,0.219,0,eTreg,LBR
0,0.571344230504491,0.45162280545094025,0.311,0.177,0,eTreg,GK
0,0.5712840326918522,0.37722521473646753,0.312,0.179,0,eTreg,TFRC
0,0.5697774611312268,0.4085037548829171,0.313,0.186,0,eTreg,WASHC3
0,0.5695697304721373,0.49018580041162163,0.274,0.144,0,eTreg,DGKE
0,0.5693494099199008,0.46647220688511887,0.217,0.083,0,eTreg,ADAM12
0,0.5693282611286262,0.47940226717649254,0.198,0.063,0,eTreg,CEP120
0,0.5692408534244612,0.43362199590512257,0.238,0.104,0,eTreg,LDLRAD4
0,0.5689084864812862,0.4341526787448672,0.257,0.123,0,eTreg,PKIA
0,0.5684608842444194,0.4217552470471725,0.256,0.125,0,eTreg,KIAA0040
0,0.5682911290004319,0.4776894294489986,0.18,0.045,0,eTreg,MIR3142HG
0,0.5681835420158841,0.49947389008709825,0.283,0.164,0,eTreg,ANKRD10
0,0.5680638033698787,0.4630642134778336,0.212,0.078,0,eTreg,FRMD4B
0,0.567907499506432,0.4059810931540629,0.246,0.114,0,eTreg,IL27RA
0,0.5678831848901515,0.45697767423967733,0.239,0.112,0,eTreg,MAD1L1
0,0.5678713121257246,0.3118238086194193,0.306,0.168,0,eTreg,MIAT
0,0.5678069919891094,0.45661621742704533,0.278,0.159,0,eTreg,YIPF6
0,0.5674688745132386,0.39983567364587147,0.281,0.149,0,eTreg,KIF20B
0,0.5668812095002936,0.4236504030164059,0.271,0.141,0,eTreg,PGM2L1
0,0.5662753147855911,0.4185876602962464,0.251,0.122,0,eTreg,TIFA
0,0.5661657288753201,0.49083845343280263,0.177,0.046,0,eTreg,ZDBF2
0,0.5649274876829361,0.4015546766326703,0.27,0.153,0,eTreg,PTPRJ
0,0.564843811945108,0.36423052840677306,0.281,0.154,0,eTreg,SP110
0,0.5640436249399354,0.505285495170749,0.21,0.086,0,eTreg,THADA
0,0.563508192234215,0.4363127860716735,0.173,0.047,0,eTreg,PEX3
0,0.563418528803012,0.422816969560557,0.162,0.036,0,eTreg,NFE2L3
0,0.5633185864449887,0.43389803836793917,0.248,0.13,0,eTreg,MIB1
0,0.5625700302525648,0.38533238645139417,0.23,0.108,0,eTreg,HOXB2
0,0.5618476341596762,0.3854089716868861,0.225,0.105,0,eTreg,CNST
0,0.5617681995716718,0.39549710412220634,0.21,0.089,0,eTreg,OAS2
0,0.5614689268545513,0.4077667245814404,0.231,0.117,0,eTreg,C16orf87
0,0.5614224472895942,0.4434596947520069,0.236,0.122,0,eTreg,SAMD9L
0,0.5609005074552581,0.41543256896662517,0.148,0.027,0,eTreg,CUL9
0,0.5605538757637063,0.39548756044386546,0.235,0.122,0,eTreg,SVBP
0,0.5602863386316491,0.36800272392409084,0.205,0.086,0,eTreg,LFNG
0,0.5599659328357628,0.4102049207410613,0.181,0.062,0,eTreg,SLC16A1-AS1
0,0.5596481488192668,0.367782168605595,0.225,0.11,0,eTreg,PHF19
0,0.5593253957218776,0.4269372702026384,0.157,0.039,0,eTreg,ETV7
0,0.5590039713135098,0.4046861587483877,0.206,0.093,0,eTreg,SGMS1
0,0.5589115461633853,0.34801376066018397,0.169,0.051,0,eTreg,TRIB2
0,0.5587615727224108,0.3689875769712397,0.207,0.091,0,eTreg,CASK
0,0.5580379832153807,0.34885511673701175,0.193,0.079,0,eTreg,NSUN6
0,0.558035677404721,0.379970420477255,0.176,0.06,0,eTreg,LINC00239
0,0.5573730551322427,0.3517479948533809,0.221,0.111,0,eTreg,GOLGA8B
0,0.5573509265187426,0.3334059768718308,0.233,0.12,0,eTreg,GALM
0,0.5571000716518387,0.39919647960216753,0.157,0.045,0,eTreg,HACD1
0,0.5567469607599975,0.36927827391661144,0.187,0.074,0,eTreg,GBP4
0,0.5566253577266255,0.3415643783661999,0.192,0.08,0,eTreg,TACC3
0,0.5559685589027039,0.4088579320731649,0.186,0.078,0,eTreg,JAZF1
0,0.5555236646185178,0.34686585528323266,0.178,0.068,0,eTreg,MGST2
0,0.552676905671603,0.5927357603618202,0.191,0.09,0,eTreg,MAL
0,0.5525458353606909,0.3027048329234124,0.2,0.095,0,eTreg,SIT1
0,0.5522305599444207,0.33253002352845207,0.18,0.079,0,eTreg,AKIP1
0,0.5509735506513462,0.3341920051731163,0.184,0.086,0,eTreg,LINC01089
0,0.5506050073753215,0.3313308767961244,0.168,0.068,0,eTreg,ABI3
0,0.5505767476918041,0.3207765513609415,0.158,0.057,0,eTreg,PCED1B
0,0.5503915561355058,0.33708185829068665,0.15,0.05,0,eTreg,IL21R
0,0.5503028963407994,0.37630679120754273,0.18,0.084,0,eTreg,SLC35E3
0,0.5499144273941035,0.30824940397980594,0.157,0.058,0,eTreg,FAM53B
0,0.549774825190938,0.3000420604806573,0.183,0.084,0,eTreg,EIF4E3
0,0.5495406336850754,0.3500540539089293,0.107,0.008,0,eTreg,CABLES1
0,0.5495027137547699,0.3380942851207033,0.184,0.088,0,eTreg,GBP1
0,0.5485613336549205,0.29370975784115994,0.179,0.083,0,eTreg,DGLUCY
0,0.5483628687113447,0.3232720197228991,0.15,0.055,0,eTreg,MAP3K5
0,0.5459103778543958,0.4020633576478248,0.142,0.051,0,eTreg,EPHB6
0,0.5454570515996917,0.30917802202467815,0.16,0.072,0,eTreg,FBXO45
0,0.5451949644986004,0.37205266504858203,0.118,0.029,0,eTreg,BEX3
0,0.5446207015190986,0.30496132301244927,0.153,0.066,0,eTreg,SETD1B
0,0.5443501095316284,0.25529444487465275,0.157,0.068,0,eTreg,TMEM154
0,0.5439072721130414,0.28990831654346383,0.133,0.046,0,eTreg,ACTA2
0,0.5431825972153674,0.2763338948297015,0.148,0.063,0,eTreg,TMED8
0,0.5410085823426638,0.2959711135945641,0.119,0.038,0,eTreg,HIST1H2BN
0,0.5379152688460846,0.3175784678564248,0.109,0.034,0,eTreg,VAV3
0,0.535899763480244,0.28016505018719273,0.107,0.036,0,eTreg,PLCL1
0,0.4514016010279453,-0.4785673866575111,0.004,0.101,0,eTreg,IL3RA
0,0.4502255386518428,-0.2557397714175386,0.006,0.106,0,eTreg,CRLF2
0,0.4499246632588294,-0.28247990542457857,0.003,0.104,0,eTreg,TUBB6
0,0.449818748674432,-0.36122422775774304,0.003,0.104,0,eTreg,RNF144B
0,0.44918852559500383,-0.29840969839853604,0.003,0.105,0,eTreg,MCOLN2
0,0.44886802159593786,-0.5859341191682605,0.003,0.105,0,eTreg,TFPI
0,0.44822367125258444,-0.34130947353581204,0.009,0.113,0,eTreg,TSPAN33
0,0.44805300713816865,-0.32469473579832703,0.004,0.108,0,eTreg,NRIP1
0,0.4468670871268868,-0.4223001133949766,0.013,0.119,0,eTreg,CERS6
0,0.44643843564862473,-0.36849684785753994,0.008,0.115,0,eTreg,RAB32
0,0.44581975610746355,-0.4238169903838767,0.007,0.115,0,eTreg,GRASP
0,0.4456519929149764,-2.080154463017799,0.02,0.128,0,eTreg,G0S2
0,0.4451722077775629,-0.727503778259016,0.019,0.127,0,eTreg,LAMP3
0,0.4443699450026791,-0.29835588023834236,0.019,0.131,0,eTreg,TRIP10
0,0.44431114609433536,-0.3952591130148884,0.015,0.127,0,eTreg,MPZL1
0,0.44427475788812537,-0.6062285582370024,0.023,0.134,0,eTreg,GSN
0,0.444106787732437,-1.0605778730915434,0.009,0.12,0,eTreg,VMO1
0,0.4439200840926791,-0.5480155675060299,0.005,0.117,0,eTreg,ALDH2
0,0.44381045472750114,-0.5297133195032218,0.005,0.117,0,eTreg,CD86
0,0.44299947445635446,-1.1039995822208692,0.018,0.131,0,eTreg,FSCN1
0,0.4427415234276847,-0.5963248142602208,0.005,0.119,0,eTreg,LAD1
0,0.4421818907578961,-0.6043012771480402,0.021,0.136,0,eTreg,GPAT3
0,0.4418041686761717,-0.6687649549135993,0.018,0.134,0,eTreg,IFITM3
0,0.4407970341822677,-0.4892674849112614,0.002,0.121,0,eTreg,ANK3
0,0.4402311228921843,-0.9745921086882553,0.009,0.128,0,eTreg,PLAUR
0,0.4397975487340313,-0.49264075509540795,0.026,0.146,0,eTreg,THEMIS
0,0.4391409340410718,-0.3839925860850717,0.017,0.139,0,eTreg,SMIM3
0,0.43872754063634933,-0.4963731039058614,0.005,0.128,0,eTreg,AUTS2
0,0.43802154815709154,-0.4401641854402604,0.047,0.171,0,eTreg,PMEPA1
0,0.43788768372020875,-1.467008571314079,0.017,0.141,0,eTreg,MMP9
0,0.4373211323909016,-0.4179923434138155,0.002,0.128,0,eTreg,IL13RA1
0,0.43670551924402695,-0.9786932811202673,0.009,0.135,0,eTreg,RAMP1
0,0.43668383450889914,-0.6909194847387401,0.005,0.131,0,eTreg,TNFAIP2
0,0.4364348030295345,-2.0378886823839433,0.024,0.15,0,eTreg,CTSL
0,0.43634693745304404,-0.5723161097852496,0.005,0.132,0,eTreg,MGLL
0,0.4363320297193481,-0.45796701831041886,0.058,0.184,0,eTreg,TGFBR2
0,0.43625388453909336,-0.6678501901892371,0.02,0.147,0,eTreg,ATF5
0,0.4355918247253268,-0.5089483259076273,0.051,0.179,0,eTreg,STOM
0,0.4350915556321654,-0.4461071027859564,0.037,0.167,0,eTreg,IFNGR2
0,0.4350335224631154,-1.6076261855336362,0.01,0.139,0,eTreg,AREG
0,0.4345148144954235,-0.3736231630160876,0.023,0.155,0,eTreg,MSANTD3
0,0.43423997939406606,-0.4682022483785171,0.003,0.134,0,eTreg,FAM49A
0,0.434118811891796,-0.6508758946953933,0.002,0.134,0,eTreg,EPB41L3
0,0.43394386268163354,-0.9151540655540467,0.013,0.145,0,eTreg,GPR157
0,0.43394315021756474,-0.5649336638979549,0.033,0.164,0,eTreg,MAP3K13
0,0.4336794977577889,-0.431426381610977,0.06,0.193,0,eTreg,RASSF2
0,0.4333500111138748,-0.6339391249060522,0.004,0.137,0,eTreg,EGLN3
0,0.4332662199873106,-0.40229190167775103,0.003,0.136,0,eTreg,NECTIN2
0,0.4331957908763936,-0.8167020655075596,0.02,0.153,0,eTreg,CD8B
0,0.43309005109365606,-1.3887202047463953,0.011,0.144,0,eTreg,GZMB
0,0.4325324117029077,-0.7319906329707941,0.036,0.17,0,eTreg,CREG1
0,0.4322323182527128,-0.7288631487809943,0.052,0.186,0,eTreg,MXD1
0,0.4322141680955307,-0.544719244761531,0.003,0.139,0,eTreg,SPI1
0,0.4317312237618259,-1.9111632171297186,0.017,0.152,0,eTreg,LYZ
0,0.4313335318179994,-0.47211455584525835,0.015,0.153,0,eTreg,MAFF
0,0.43010521921259204,-0.5142286530855855,0.004,0.144,0,eTreg,RAB13
0,0.4299935695624995,-2.187386954065697,0.03,0.167,0,eTreg,IDO1
0,0.4297194329312578,-2.9061904795634987,0.054,0.189,0,eTreg,CCL22
0,0.4292941188880582,-0.5008947893344609,0.074,0.215,0,eTreg,ERN1
0,0.4291599571410488,-0.7734396103200242,0.004,0.145,0,eTreg,NRP2
0,0.42847316485647213,-1.2764459413121856,0.008,0.151,0,eTreg,NKG7
0,0.4284295859679358,-0.49629731207467287,0.042,0.186,0,eTreg,CCDC88A
0,0.42837373683760255,-1.7980645754817295,0.017,0.158,0,eTreg,CCL5
0,0.4283038785326677,-0.7807751211228543,0.03,0.172,0,eTreg,SLC44A1
0,0.42749486036105167,-0.535021358173751,0.073,0.216,0,eTreg,MGAT4A
0,0.4272885256601616,-0.41588267677465907,0.08,0.227,0,eTreg,SIPA1L1
0,0.426496029682516,-0.6940647461697803,0.01,0.157,0,eTreg,VEGFA
0,0.42625128919108884,-0.5896787837721726,0.007,0.154,0,eTreg,RNF130
0,0.4256131504443601,-0.5038113121084179,0.025,0.174,0,eTreg,PTPN12
0,0.4255694235145303,-0.533018791931696,0.022,0.171,0,eTreg,SPINT2
0,0.4241835510270078,-0.9263901289506306,0.1,0.247,0,eTreg,RGS2
0,0.4236711997511386,-0.557457946429591,0.085,0.238,0,eTreg,FOSL2
0,0.42357470628878674,-0.5847797550624653,0.054,0.205,0,eTreg,TCF7
0,0.42292286377934524,-0.7614890388937846,0.007,0.161,0,eTreg,CSF2RA
0,0.42265854525650304,-1.2222965489390527,0.011,0.165,0,eTreg,SLC7A11
0,0.4226069306472789,-0.6428455411366197,0.003,0.158,0,eTreg,LYN
0,0.4226045651781876,-0.8953780427165925,0.022,0.176,0,eTreg,DUSP5
0,0.422581969854076,-1.5551611652447055,0.057,0.204,0,eTreg,BASP1
0,0.42205220322631687,-0.8692337473765729,0.022,0.177,0,eTreg,CD8A
0,0.4219999569251393,-0.5707652005740624,0.09,0.242,0,eTreg,AC245297.3
0,0.4218454926527565,-0.5548487867371708,0.119,0.273,0,eTreg,GPR65
0,0.4218449648106656,-0.5836614378840371,0.055,0.211,0,eTreg,CTSH
0,0.4216643392112079,-1.1833918024741572,0.013,0.168,0,eTreg,BCL2A1
0,0.42144113467709127,-0.6035697410971801,0.051,0.207,0,eTreg,TC2N
0,0.4204399338648133,-1.064321835368331,0.008,0.167,0,eTreg,IL4I1
0,0.42040123690184833,-0.774451204232356,0.017,0.176,0,eTreg,CEBPD
0,0.41958580066142226,-0.4725808555257029,0.134,0.294,0,eTreg,ARRB2
0,0.41900348256610465,-0.6695399517410544,0.035,0.196,0,eTreg,ADAM19
0,0.418754862558063,-0.793927680145395,0.014,0.176,0,eTreg,CXCL16
0,0.41823760087770034,-1.0713875181534058,0.098,0.252,0,eTreg,CDKN1A
0,0.41786619227839955,-0.8075823006598483,0.153,0.306,0,eTreg,AHI1
0,0.41763718810999717,-0.5553359401940277,0.12,0.283,0,eTreg,PTGER4
0,0.4175365509644774,-1.3074805247004457,0.058,0.218,0,eTreg,KLRB1
0,0.4173991963865877,-1.240521736260574,0.095,0.253,0,eTreg,MARCKSL1
0,0.4162816530397668,-1.8366866589057163,0.018,0.184,0,eTreg,CST3
0,0.41600508710736694,-0.772451655188458,0.237,0.372,0,eTreg,GIMAP4
0,0.4159243812792012,-0.7131977867631585,0.044,0.21,0,eTreg,SYTL2
0,0.41478566238073933,-1.022486747403667,0.007,0.177,0,eTreg,KYNU
0,0.41438803868812274,-3.671877923071385,0.233,0.359,0,eTreg,HLA-DRA
0,0.4129899575812986,-0.5963067796372293,0.086,0.259,0,eTreg,SLC16A3
0,0.4128818226230079,-0.882832784312861,0.031,0.203,0,eTreg,ETS2
0,0.41231064813350793,-0.6865874283248543,0.015,0.19,0,eTreg,DSE
0,0.41172153707874176,-0.9365615804843183,0.22,0.376,0,eTreg,CEBPB
0,0.41083645121513773,-0.6358807471512424,0.094,0.271,0,eTreg,UPP1
0,0.4096166601906498,-0.7533315822211485,0.042,0.222,0,eTreg,OGFRL1
0,0.4092433457131388,-0.7382290554180441,0.013,0.194,0,eTreg,MTSS1
0,0.40881226959836964,-0.5741047351805175,0.005,0.188,0,eTreg,SERPINB6
0,0.4085560390894084,-1.827215005338483,0.013,0.195,0,eTreg,FCER1G
0,0.4082407607270428,-0.8220421878268348,0.021,0.204,0,eTreg,CD9
0,0.40809029283305837,-2.0546719141090137,0.014,0.196,0,eTreg,MARCKS
0,0.4075727483275381,-0.679282349237891,0.361,0.508,0,eTreg,GSTP1
0,0.4062087653287731,-0.7075599644654866,0.137,0.313,0,eTreg,GIMAP1
0,0.40596826426861404,-0.6361146345501708,0.012,0.201,0,eTreg,BHLHE40
0,0.4057085102295647,-0.7863328101400809,0.266,0.429,0,eTreg,RALA
0,0.4056601328881598,-0.6433322103441417,0.458,0.59,0,eTreg,NR3C1
0,0.40418051196266624,-0.7175691725468857,0.113,0.302,0,eTreg,PTMS
0,0.4040772822532021,-0.8082511670678708,0.017,0.209,0,eTreg,YBX3
0,0.40376125288201964,-1.1283172360692229,0.025,0.216,0,eTreg,GLUL
0,0.4027310391678359,-1.0739552474364042,0.362,0.499,0,eTreg,GPR183
0,0.402704863355792,-0.7458541313529164,0.056,0.249,0,eTreg,CAPG
0,0.40046010855910763,-2.037428261366912,0.035,0.229,0,eTreg,IER3
0,0.398514509126744,-0.38087795674544367,0.99,0.974,0,eTreg,RPL21
0,0.39757358935429965,-0.36942912214650203,0.951,0.94,0,eTreg,RPS20
0,0.39746797208002876,-0.4352547650056655,0.98,0.952,0,eTreg,RPL3
0,0.3974272968140085,-4.155695434231184,0.116,0.302,0,eTreg,CXCL8
0,0.3965955735762275,-1.849753260104933,0.079,0.276,0,eTreg,CCR7
0,0.3944173335117168,-0.5508491570178671,0.483,0.64,0,eTreg,MSN
0,0.3932938307049351,-0.3790189718776862,0.989,0.969,0,eTreg,RPS3A
0,0.3926095988227615,-0.5794585113896485,0.206,0.416,0,eTreg,PLEKHO1
0,0.3921817518740492,-0.4479395424380668,0.988,0.986,0,eTreg,MT-ND1
0,0.3902665620383148,-2.8702757598393993,0.039,0.252,0,eTreg,C15orf48
0,0.3887367821202284,-0.7973905534553775,0.06,0.279,0,eTreg,RBMS1
0,0.38859138912106345,-0.8256711244425571,0.077,0.296,0,eTreg,TRAT1
0,0.38803551444145445,-0.405067399568539,0.998,0.996,0,eTreg,MT-CO3
0,0.38731789274165535,-1.0042800298490513,0.711,0.762,0,eTreg,IL7R
0,0.3866717163101752,-0.7842276049961971,0.805,0.845,0,eTreg,PABPC1
0,0.3854469868932876,-0.9591441734784907,0.038,0.266,0,eTreg,ZEB2
0,0.3837298534759015,-0.4116025707651101,0.993,0.991,0,eTreg,MT-ND4
0,0.38345846997080296,-0.6795450730341268,0.22,0.443,0,eTreg,FKBP2
0,0.38219832234961293,-0.5948691707072329,0.763,0.819,0,eTreg,EEF1B2
0,0.38214579076819827,-1.8594097835700163,0.988,0.985,0,eTreg,FTH1
0,0.38155676809629385,-0.40050849091412744,0.995,0.98,0,eTreg,RPS19
0,0.38107517773892924,-0.4559953239811625,0.945,0.923,0,eTreg,RPS5
0,0.37922324916402467,-2.190385826283444,0.225,0.429,0,eTreg,TIMP1
0,0.3768613748001379,-0.9384831496751214,0.635,0.709,0,eTreg,ZFP36L2
0,0.3711082377559061,-1.813347135632236,0.014,0.269,0,eTreg,TYROBP
0,0.36933865402023663,-0.40142951332875665,0.998,0.988,0,eTreg,RPL10
0,0.36775888573758214,-0.45839174206877953,0.99,0.971,0,eTreg,RPS4X
0,0.36664834059485535,-1.458467045108566,0.024,0.287,0,eTreg,LINC01871
0,0.36559882946484257,-0.9879917865656584,0.075,0.339,0,eTreg,ANKRD28
0,0.3652602639369642,-0.9617749435535745,0.162,0.422,0,eTreg,FKBP5
0,0.3646676561124765,-0.46207884596859294,0.985,0.971,0,eTreg,RPLP2
0,0.3603294491401198,-0.86871873309542,0.088,0.366,0,eTreg,SKIL
0,0.3577484581949798,-0.7648765754670053,0.68,0.804,0,eTreg,CXCR4
0,0.35623841196034833,-1.2884461081977592,0.213,0.449,0,eTreg,GIMAP7
0,0.35429714598879736,-0.4583630532482532,0.996,0.982,0,eTreg,RPS27A
0,0.3492907778391187,-1.3641877046085324,0.035,0.334,0,eTreg,LMO4
0,0.33964300162726646,-1.0349296345224452,0.2,0.493,0,eTreg,PPP1R14B
0,0.3382945700840404,-0.43427972971164763,0.999,0.99,0,eTreg,EEF1A1
0,0.33525829888642805,-1.2954197600396844,0.059,0.384,0,eTreg,GPR171
0,0.33422795947217426,-1.6836765892862444,0.163,0.463,0,eTreg,ID2
0,0.32790400367946104,-0.6718026110873412,0.993,0.98,0,eTreg,RPS12
0,0.3273145115963576,-1.2266866395886353,0.558,0.724,0,eTreg,CD63
0,0.3139303155333518,-1.0949092551187718,0.817,0.892,0,eTreg,VIM
0,0.3010395803825661,-1.2353712331914006,0.704,0.839,0,eTreg,S100A11
0,0.217580857587677,-2.047728366933293,0.19,0.706,0,eTreg,ANXA1
1.6072635595169459e-307,0.5944623498001945,0.3082049279064898,0.806,0.647,5.390440525907933e-303,eTreg,FXYD5
3.0572916329569137e-307,0.568471747725667,0.3397865665925174,0.332,0.198,1.0253544678610896e-302,eTreg,GNG2
5.3947838582146045e-307,0.5663120776369317,0.4642342581604646,0.305,0.182,1.809302610368014e-302,eTreg,EIF2AK2
8.8972194126585e-307,0.4506886383324996,-0.5334239586306766,0.006,0.105,2.983949446617408e-302,eTreg,TRGC2
1.9070068137334784e-306,0.5563495042582943,0.3742960304658789,0.228,0.122,6.39571945189934e-302,eTreg,ACBD6
7.636959450413926e-306,0.43599909393425457,-0.4159001296171444,0.06,0.189,2.5612834604798225e-301,eTreg,FLOT1
8.829093982055281e-306,0.44615733395686197,-0.4107381662861659,0.019,0.127,2.9611015397017e-301,eTreg,NR4A3
3.058723041285249e-305,0.5660044814638069,0.4141226532246519,0.3,0.182,1.0258345335862468e-300,eTreg,USP48
6.28877354605689e-305,0.43256060215318337,-0.4260572468221609,0.079,0.215,2.1091288718765598e-300,eTreg,ASAP1
7.434103915068784e-305,0.44097856742461383,-0.3717849679062667,0.039,0.157,2.493249771035769e-300,eTreg,UBE2E3
2.8468194132561074e-303,0.5428980986756186,0.2735292240344956,0.15,0.065,9.547662948178333e-299,eTreg,CORO2A
5.68812319600061e-303,0.5397431391150078,0.2552234644822495,0.134,0.054,1.9076827574746845e-298,eTreg,L3MBTL3
2.7684758327752644e-302,0.5935165758445771,0.41510816750176893,0.773,0.642,9.284914247961681e-298,eTreg,CYTIP
3.4106403079615095e-302,0.44310265138160954,-0.8183960889942614,0.033,0.146,1.143860546484131e-297,eTreg,MIR155HG
1.7348365976304493e-301,0.5754165764275603,0.4812631238040309,0.388,0.269,5.818294981133001e-297,eTreg,UQCRC2
1.7717829101600153e-301,0.4481789171174949,-0.36278788352718866,0.015,0.119,5.94220552409466e-297,eTreg,ICAM1
2.652208337538408e-298,0.5919136490425753,0.34159928623691016,0.695,0.596,8.894976322436313e-294,eTreg,COX8A
4.6752939595824725e-298,0.5787928464284589,0.4272984736180212,0.448,0.312,1.5680000881647697e-293,eTreg,PRDM1
7.674533525199732e-298,0.4415176675280806,-0.358290857266662,0.04,0.158,2.573885053681486e-293,eTreg,NFIL3
8.197366973364166e-298,0.5442647304596483,0.30184749186982057,0.157,0.071,2.7492329355268744e-293,eTreg,SLC12A6
1.8268148320192598e-297,0.541916135129722,0.3026505502657693,0.145,0.063,6.126771583626194e-293,eTreg,NUSAP1
6.261378905275643e-297,0.4053288233477223,-0.38428700953893724,0.997,0.977,2.0999412572513454e-292,eTreg,RPS18
6.318558921912528e-297,0.5887449032285809,0.38120935395384703,0.606,0.496,2.1191182912310235e-292,eTreg,SF3B1
7.35998677030859e-297,0.5579659298238713,0.37009895765687817,0.243,0.136,2.4683923630260948e-292,eTreg,ZBTB24
3.638482036642448e-296,0.5845087013720374,0.32541526150835076,0.556,0.401,1.2202741054491443e-291,eTreg,YPEL3
4.0745113453079934e-296,0.5934276261049826,0.3093940593172593,0.794,0.706,1.3665096149893948e-291,eTreg,TRIR
1.1894642482590792e-295,0.5769429305277224,0.43419144719748537,0.42,0.294,3.9892251958113e-291,eTreg,P2RY10
3.217778344291369e-295,0.544732811251088,0.3256248544614327,0.161,0.074,1.0791785011084393e-290,eTreg,BARD1
5.916220111865019e-294,0.43762742737189525,-1.375112281649995,0.068,0.185,1.98418190111729e-289,eTreg,CD83
4.666303927530832e-293,0.5568608602449372,0.320978037912983,0.242,0.131,1.5649850112152903e-288,eTreg,FAM214A
2.8100458202416613e-290,0.5653793246864199,0.3649548890242259,0.312,0.19,9.424331671926483e-286,eTreg,TSPAN14
2.880911457664452e-290,0.5471415221484901,0.29087046548984413,0.179,0.085,9.662000846715038e-286,eTreg,ICAM2
4.3936160757256124e-288,0.5883733586178762,0.3540120131985718,0.633,0.524,1.473530959476856e-283,eTreg,UBE2D2
9.690271942188604e-288,0.5492766588733622,0.3116807144688776,0.191,0.095,3.249923403971214e-283,eTreg,ALDH9A1
3.4173636682467066e-287,0.42996140924868403,-0.5527617414233204,0.121,0.254,1.1461154270565804e-282,eTreg,FKBP11
7.955165934891517e-287,0.45051596178942366,-1.5860619670529923,0.015,0.113,2.6680035512439172e-282,eTreg,CXCL2
2.5726361040008814e-285,0.4534800052848827,-0.2733177112386419,0.007,0.1,8.628106965598156e-281,eTreg,ZBTB10
