p_val,auc,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
1.3117765745212952e-17,0.46284383897456854,-0.49300912310208855,0.474,0.456,4.39943627562952e-13,Mono,AHNAK
1.407410036118019e-17,0.4644020932853378,-0.43468821220830234,0.397,0.389,4.720171779132612e-13,Mono,RBMX
1.8041181021917783e-17,0.4691443839925999,-0.3711656746044726,0.221,0.254,6.050651291130786e-13,Mono,PHPT1
1.918231637993391e-17,0.47099114087601446,-0.3490395423630468,0.18,0.216,6.433365267502234e-13,Mono,LARP1
2.4736310510504563e-17,0.46060923609467475,-0.3225450149239457,0.774,0.655,8.29606381901302e-13,Mono,GUK1
2.6743187592871245e-17,0.47899607400703215,-0.26454044347529615,0.065,0.102,8.969130254897159e-13,Mono,ZC3H6
3.1108708918713016e-17,0.47346128387671077,-0.3743668210968798,0.142,0.176,1.0433238797157971e-12,Mono,FGD3
3.3347599215924396e-17,0.4737501330633566,-0.30702856130502776,0.132,0.172,1.1184117825036723e-12,Mono,CHCHD7
3.4202336417613256e-17,0.4693622484738364,-0.44542894583454207,0.233,0.255,1.1470779587739135e-12,Mono,MIA3
3.511961083534349e-17,0.47444384582178584,-0.33277882099201017,0.123,0.161,1.1778415081957502e-12,Mono,TBC1D2B
3.97465987677529e-17,0.537147473070156,-0.3098085287022587,0.658,0.483,1.3330214294728969e-12,Mono,GPR183
4.0307770599724665e-17,0.4761460010373337,-0.5748242459204306,0.1,0.138,1.3518420103735658e-12,Mono,ZNF331
4.3780673208358496e-17,0.47648476012836793,-0.26202491695970864,0.093,0.134,1.4683162180619273e-12,Mono,SSRP1
4.431142386606973e-17,0.4692913307469778,-0.4020597222464888,0.234,0.26,1.4861165336202466e-12,Mono,TTC14
4.686188529932202e-17,0.4731603341776242,-0.34665756165530376,0.147,0.183,1.5716539091686619e-12,Mono,ZNF830
4.9791543181833426e-17,0.4674959372025048,-0.41181989423552745,0.296,0.307,1.6699087752323295e-12,Mono,AIP
5.2240937584341165e-17,0.47672467059961254,-0.2837870184675966,0.092,0.131,1.752056564703634e-12,Mono,RBM28
5.823378413882188e-17,0.4767273070428199,-0.2689573796618575,0.093,0.132,1.953044652447808e-12,Mono,ACBD6
6.223549179942966e-17,0.46543437005977195,-0.3867294186684901,0.385,0.377,2.0872539239692722e-12,Mono,STUB1
7.305246672996396e-17,0.4773185091291924,-0.26023446290064206,0.087,0.125,2.4500336291895316e-12,Mono,HMCES
7.741379080850064e-17,0.4745754461157031,-0.3024709235076326,0.125,0.164,2.5963037161354942e-12,Mono,RNF187
1.0310430130931961e-16,0.4771016083018561,-0.29312351177223417,0.09,0.129,3.457912057311961e-12,Mono,NDUFAF2
1.0595324206118649e-16,0.4671350735152304,-0.41282755565234974,0.321,0.328,3.5534598322480724e-12,Mono,CCNDBP1
1.0774727319907917e-16,0.4735283997335774,-0.3442946238475308,0.146,0.182,3.613628048550717e-12,Mono,PHC3
1.2370719293810485e-16,0.5367972748798705,-0.2616598155763896,0.686,0.498,4.148891836758161e-12,Mono,DDIT4
1.2460292100039076e-16,0.47162026956679864,-0.3814123715984736,0.189,0.219,4.178932764511106e-12,Mono,GRK2
1.346982700062301e-16,0.47440277541164416,-0.3376381844783718,0.134,0.169,4.517510579468945e-12,Mono,WDR54
1.373280285545642e-16,0.4751874802058498,-0.32437844626985657,0.12,0.157,4.605707421662974e-12,Mono,IKBIP
1.3833319686025344e-16,0.4764031551364914,-0.2756310043637318,0.101,0.14,4.63941875629918e-12,Mono,BMS1
1.515428923445116e-16,0.4674584057715431,-0.4123953427655902,0.321,0.323,5.08244552345023e-12,Mono,MED4
1.711923981382509e-16,0.46179787848219833,-0.3058671656371921,0.722,0.639,5.741450648760659e-12,Mono,NDUFA4
1.9110706136989973e-16,0.4777954273887347,-0.2684493028479351,0.085,0.123,6.4093486242236974e-12,Mono,CASP8AP2
2.2011370259296727e-16,0.4751079281065564,-0.32387493391424205,0.124,0.161,7.382173357562937e-12,Mono,CCDC25
2.5990124983018015e-16,0.47299245746334145,-0.30266142070954793,0.16,0.198,8.716568116804582e-12,Mono,CHD6
2.6163260962712117e-16,0.4767823667605358,-0.27021794833967316,0.1,0.138,8.77463446167439e-12,Mono,MRPL17
3.280136144558439e-16,0.47780204152062994,-0.32799472989545825,0.088,0.125,1.1000920601620094e-11,Mono,CHPT1
4.3880995547747387e-16,0.47563462231338544,-0.3127441977583114,0.12,0.157,1.4716808286803517e-11,Mono,SIGIRR
5.182698959150043e-16,0.4736982782692983,-0.33132110074698773,0.155,0.19,1.7381735769197412e-11,Mono,UBE2Q2
5.266401057899734e-16,0.47537312381797403,-0.3048011294282322,0.123,0.162,1.766245586798413e-11,Mono,REV3L
5.667722168988658e-16,0.46917212734558866,-0.34610981777000793,0.271,0.291,1.900840661035416e-11,Mono,HAGH
5.684840967410115e-16,0.47781804018472934,-0.26745317338751295,0.09,0.127,1.906581963650004e-11,Mono,CLSTN1
5.818875942379014e-16,0.4737663033599926,-0.39062096868048346,0.153,0.19,1.951534613555074e-11,Mono,GNPTAB
6.494282528053273e-16,0.47759985085752127,-0.2629772639237127,0.093,0.131,2.1780524742585068e-11,Mono,HCFC1R1
6.505302996180444e-16,0.4733292457105174,-0.341191958352707,0.164,0.199,2.1817485188589972e-11,Mono,C19orf66
6.807007793842042e-16,0.47502465702322777,-0.3093419282003532,0.132,0.169,2.282934273898744e-11,Mono,CSNK1G3
7.184569844653925e-16,0.4646398060228831,-0.3592239315487453,0.515,0.471,2.4095610345000333e-11,Mono,SSBP1
8.032508568450693e-16,0.4728976016024136,-0.31210482208064017,0.174,0.208,2.6939427236869933e-11,Mono,OLA1
9.391909737456703e-16,0.4753450924572167,-0.2989307771424403,0.13,0.166,3.149858687748229e-11,Mono,AASDHPPT
1.0431489821846177e-15,0.46332975998857534,-0.32431661131917067,0.671,0.581,3.498513056450771e-11,Mono,SNRPG
1.1198858367686361e-15,0.47004481181524677,-0.3692591550669649,0.257,0.276,3.755873119354652e-11,Mono,WDR33
1.228512607572472e-15,0.4764830697571912,-0.2588352369336897,0.112,0.15,4.1201855832765563e-11,Mono,MRPL11
1.5983567979418524e-15,0.4746788735566744,-0.3225441487171441,0.147,0.181,5.3605690289373844e-11,Mono,TEX264
1.729930928173393e-15,0.47794899832179044,-0.27900724053071035,0.094,0.13,5.801842346907926e-11,Mono,NGDN
2.0749045116444202e-15,0.47590675281651046,-0.30695058472121844,0.123,0.162,6.958814751153057e-11,Mono,PIM2
2.137238706104731e-15,0.4775919859011892,-0.25089171202984784,0.099,0.136,7.167871172534047e-11,Mono,CCDC115
2.2097132304685774e-15,0.4656435164453851,-0.3481753861364194,0.485,0.449,7.410936232345515e-11,Mono,PSMA5
2.757873315567904e-15,0.47607840879552416,-0.3220557665457829,0.126,0.161,9.249355525751636e-11,Mono,SLC9A3R1
3.0815906736520315e-15,0.4762289765778067,-0.2820450913755964,0.123,0.159,1.0335038801294184e-10,Mono,MRPS23
4.538849942799124e-15,0.4722020561433871,-0.33675177300256126,0.212,0.239,1.5222394938159702e-10,Mono,FNTA
4.834936547764624e-15,0.46751484692187,-0.49396674139209673,0.407,0.381,1.6215410193892996e-10,Mono,SP100
5.640948630360301e-15,0.46573332379804355,-0.4030473921819737,0.528,0.472,1.8918613516502377e-10,Mono,TCEA1
5.855077764406873e-15,0.47286376152683485,-0.3430729120973784,0.195,0.227,1.963675980626777e-10,Mono,ZCRB1
5.926136116404622e-15,0.47391441972731446,-0.3221111148504508,0.173,0.205,1.987507530719782e-10,Mono,MRPS15
6.831928303123102e-15,0.4737289745391471,-0.35106104269777755,0.179,0.21,2.2912921143014258e-10,Mono,ESCO1
7.016654190919219e-15,0.47175898884343803,-0.36211300695367066,0.232,0.254,2.3532454825504877e-10,Mono,TAF15
7.121320878157337e-15,0.4759183694089213,-0.2994735066286418,0.134,0.169,2.3883485961164075e-10,Mono,RPF1
7.232254435764351e-15,0.46830453910641734,-0.45555256630972807,0.371,0.359,2.425553492666648e-10,Mono,KANSL1
7.758302133855406e-15,0.46744905054245484,-0.388480092180421,0.392,0.395,2.601979369652426e-10,Mono,RNASET2
8.888515492864524e-15,0.4761131137316406,-0.27820769252938193,0.132,0.167,2.981030325996904e-10,Mono,NDE1
9.864235380451656e-15,0.4711776870241112,-0.4146439102049955,0.259,0.273,3.3082672618958764e-10,Mono,EIF2S3
1.0343197735855478e-14,0.4766804748028425,-0.3127861639980275,0.125,0.159,3.4689016566512103e-10,Mono,DPM3
1.089516028946597e-14,0.475472993860664,-0.3318101062783506,0.148,0.18,3.654018857881097e-10,Mono,KIAA1143
1.1642533100330159e-14,0.47783521432239595,-0.27996926530358757,0.106,0.142,3.9046727511887284e-10,Mono,FBXO34
1.3609503138422984e-14,0.48055924789236043,-0.2521705139484206,0.072,0.106,4.5643551625643007e-10,Mono,MIB2
1.4152352113240192e-14,0.47041950238710967,-0.4465468435928863,0.289,0.299,4.746415851738495e-10,Mono,SETD2
1.9383126362154105e-14,0.46751195009954627,-0.457401741924508,0.448,0.414,6.500712919339244e-10,Mono,YTHDC1
2.0211076068667175e-14,0.4777197868368102,-0.29390906802636724,0.113,0.146,6.778390691909598e-10,Mono,ZNF224
2.697403420834914e-14,0.4800557349619762,-0.2826740471841251,0.081,0.115,9.046551592796135e-10,Mono,ILF3-DT
3.6325340989132426e-14,0.4747757203550259,-0.33351191841477834,0.173,0.203,1.2182792860935233e-9,Mono,BUD23
4.2910919466655044e-14,0.47580486923113596,-0.35400435878309433,0.151,0.184,1.4391464170726768e-9,Mono,CCNG2
4.3490058317223666e-14,0.46661608686513895,-0.430128730886008,0.554,0.489,1.4585695758430473e-9,Mono,ARID4B
4.667915367200136e-14,0.4713273263162328,-0.37515746320547316,0.278,0.29,1.5655254558515816e-9,Mono,THOC7
5.5284413614045125e-14,0.47549376390927867,-0.31143541699386934,0.162,0.192,1.8541286637878454e-9,Mono,IARS2
5.719989648995862e-14,0.46716084769882454,-0.404508583010704,0.518,0.465,1.9183701284802325e-9,Mono,ARF6
6.017790751557633e-14,0.4726233763451112,-0.3611007545972264,0.238,0.258,2.018246662257399e-9,Mono,ATRAID
6.262849341656023e-14,0.47362072464251553,-0.3510322037495981,0.209,0.233,2.100434412204597e-9,Mono,MPLKIP
6.29312077790469e-14,0.4799651891707947,-0.25555070011278436,0.087,0.12,2.110586846493675e-9,Mono,UTP23
6.765266867267681e-14,0.4809858100029194,-0.27470614848245745,0.073,0.107,2.2689352019442346e-9,Mono,GRASP
7.056404713255924e-14,0.46516677065561113,-0.2682765994807774,0.779,0.657,2.366577012731772e-9,Mono,COX5B
7.384461436087776e-14,0.4684313378754715,-0.4718797781101016,0.443,0.405,2.4766006764351184e-9,Mono,VAMP2
7.917688401481215e-14,0.47822493655553056,-0.32419066217783593,0.114,0.147,2.6554343360887696e-9,Mono,LINC00513
9.656837168225208e-14,0.47620312118271974,-0.3394568674990497,0.153,0.183,3.2387100494793703e-9,Mono,SHPRH
9.814384682945195e-14,0.4702767769558983,-0.36518901508447965,0.335,0.336,3.2915483349661596e-9,Mono,PRMT1
1.123190279177125e-13,0.4776499215104317,-0.27314753142856374,0.124,0.158,3.766955558304242e-9,Mono,MRPL55
1.2344053607854973e-13,0.48085789855268946,-0.25809562711837974,0.079,0.111,4.139948699002401e-9,Mono,LPIN1
1.3382258495633125e-13,0.477757500784323,-0.30126613383278356,0.125,0.158,4.488141854265437e-9,Mono,CEBPZOS
1.3384214132008247e-13,0.4768151326676055,-0.3102469870771216,0.142,0.174,4.4887977355929255e-9,Mono,ICE1
1.6835835006147075e-13,0.47545409502531333,-0.323196639257138,0.175,0.203,5.646402344361606e-9,Mono,EIF2A
1.834759705126696e-13,0.46958462814663116,-0.4134762201773562,0.395,0.376,6.1534170990539125e-9,Mono,KRTCAP2
2.07642216511298e-13,0.4764430676549354,-0.3197077474993715,0.153,0.185,6.963904657355913e-9,Mono,ZNF430
2.4370367308925733e-13,0.46880879131255643,-0.35989992783298175,0.454,0.42,8.173333788067513e-9,Mono,CCT8
2.5073317005272176e-13,0.4778024542759495,-0.30802659114009723,0.129,0.161,8.409089057228183e-9,Mono,UQCC2
2.733730573718733e-13,0.47463198605939255,-0.7035721171136164,0.2,0.226,9.168385598137888e-9,Mono,GADD45A
3.398036705034114e-13,0.47934282782534077,-0.2518880785906305,0.105,0.138,1.139633550134341e-8,Mono,TSTA3
3.436536064674951e-13,0.4668186392124221,-0.33021279224661937,0.664,0.572,1.152545465370685e-8,Mono,ST13
3.461434051742765e-13,0.4694678502060142,-0.3905446589717917,0.428,0.397,1.1608957522734885e-8,Mono,CHMP4A
4.1912395203563897e-13,0.47482012127360795,-0.385133555004057,0.206,0.226,1.405657910337126e-8,Mono,MAGED2
4.583391521218013e-13,0.4765904514443575,-0.32618456696019793,0.16,0.189,1.5371778483860973e-8,Mono,NTMT1
4.956063732843703e-13,0.4708104821425363,-0.35289775756637654,0.345,0.349,1.662164654721121e-8,Mono,SH3BGRL
5.019251223336176e-13,0.47925054226630126,-0.28699483140107085,0.109,0.142,1.6833564752824868e-8,Mono,CRELD2
7.838899525531761e-13,0.4779260665404475,-0.2913444514096387,0.138,0.167,2.629010122872842e-8,Mono,DDX50
1.152708655533537e-12,0.47605167681865307,-0.3493045045088769,0.182,0.209,3.865954288928377e-8,Mono,MAP3K1
1.1886718249737135e-12,0.4686890211051808,-0.4051640498871494,0.541,0.481,3.98656756659684e-8,Mono,EIF3A
1.2147089037900723e-12,0.4695487167593678,-0.3851312994488403,0.475,0.43,4.0738907215311446e-8,Mono,HIGD2A
1.2845559337536152e-12,0.47271516710010636,-0.40521832322647533,0.297,0.299,4.3081436906228745e-8,Mono,MFSD10
1.4420837275448383e-12,0.475303525568567,-0.35333689253163997,0.208,0.229,4.836460405439879e-8,Mono,CNOT7
1.4822156213040841e-12,0.4759112068901411,-0.3141831862081408,0.19,0.215,4.9710547507296375e-8,Mono,ECHS1
1.619528941014185e-12,0.47186068153994265,-0.39170476087507256,0.339,0.334,5.4315761623733736e-8,Mono,ECH1
1.6774412494406937e-12,0.4748999622179018,-0.33701308007846364,0.221,0.241,5.625802462374199e-8,Mono,MDH2
1.6994133644507167e-12,0.4700798081080593,-0.37031375696239344,0.452,0.412,5.699492541694814e-8,Mono,COX7A2L
1.8101472903042382e-12,0.47193876932066836,-0.3732668332839244,0.335,0.333,6.070871982222354e-8,Mono,ANXA11
1.850616049327712e-12,0.4717887683443723,-0.4232316152392832,0.347,0.339,6.206596106235281e-8,Mono,U2SURP
1.9298781935144965e-12,0.472341970987159,-0.36414701228606716,0.319,0.32,6.472425485408918e-8,Mono,CLINT1
2.3889145065725242e-12,0.47957141389810254,-0.2586909812501993,0.116,0.147,8.011941472142931e-8,Mono,PNMA1
2.5253106263398935e-12,0.4710327898133889,-0.3838312227436259,0.399,0.378,8.469386778618735e-8,Mono,NUDC
2.838676491293068e-12,0.4761835266076722,-0.31737263791951875,0.19,0.215,9.520353216498691e-8,Mono,VEGFB
3.722325893387659e-12,0.476849866069606,-0.3403750342524101,0.179,0.203,1.248393658124353e-7,Mono,CSNK1G2
3.840349813995222e-12,0.47735843839227415,-0.342789402143447,0.168,0.192,1.2879765206177175e-7,Mono,EXOSC8
3.914403077830707e-12,0.47373395271993807,-0.3721144989814074,0.281,0.286,1.3128125042428624e-7,Mono,PHB2
5.157651136819426e-12,0.4776986366849195,-0.27575106570833735,0.16,0.188,1.729773038266499e-7,Mono,TSR3
5.300653711842977e-12,0.47927538628527067,-0.29314391235865667,0.13,0.158,1.7777332418778977e-7,Mono,ACTR6
5.334816062302095e-12,0.4778980418775452,-0.3721831084263299,0.159,0.184,1.7891906109748767e-7,Mono,SEMA4D
5.826270468555245e-12,0.4817733036165355,-0.274400405024231,0.087,0.118,1.954014589744058e-7,Mono,AC114760.2
6.286531938733e-12,0.48046075090996265,-0.2951038291912398,0.109,0.138,2.1083770816122735e-7,Mono,NFATC3
6.899287101251465e-12,0.47485059149084763,-0.33954050325490714,0.236,0.262,2.3138829080177164e-7,Mono,H1FX
1.1963705376924034e-11,0.4788000596035426,-0.3355156467140707,0.147,0.173,4.0123875093127824e-7,Mono,CNTRL
1.2196960475817585e-11,0.47718024195777115,-0.37865646326463615,0.189,0.208,4.0906166043797016e-7,Mono,ANKRD13D
1.2755895424033757e-11,0.475870907570566,-0.4916890532045233,0.212,0.242,4.2780722073124417e-7,Mono,TNFRSF4
1.3174640295074498e-11,0.4760284151679472,-0.39344270778782675,0.223,0.238,4.418510862162085e-7,Mono,LPIN2
1.341867998052152e-11,0.47822831646065217,-0.29742637763194674,0.159,0.186,4.5003568918673075e-7,Mono,PKN2
1.7411306168120578e-11,0.47805808042691617,-0.2903391756186772,0.166,0.193,5.83940386266428e-7,Mono,CNN2
1.7982556352735182e-11,0.4728396927845914,-0.3821536000963579,0.364,0.349,6.030989749580326e-7,Mono,EIF3L
1.9847325809687198e-11,0.48121725857149755,-0.2513614251411503,0.104,0.134,6.656396130052892e-7,Mono,DTNBP1
2.5173316403738566e-11,0.4788454124547784,-0.3340408383037704,0.154,0.179,8.44262685548584e-7,Mono,JPX
2.5713000815810803e-11,0.46948223887319784,-0.34930598544082025,0.688,0.584,8.623626213606627e-7,Mono,TAX1BP1
2.6188646025272277e-11,0.4758797972987259,-0.3728444755864055,0.241,0.252,8.783148103955816e-7,Mono,IFI27L2
2.7300803373667268e-11,0.4803705215924339,-0.2658804301846223,0.122,0.15,9.156143435460528e-7,Mono,CDC37L1
2.906362388036123e-11,0.47916542843559273,-0.3057018781461905,0.148,0.174,9.74735817699555e-7,Mono,CTDSPL2
3.4653657043390246e-11,0.470285470771797,-0.42898668477452606,0.617,0.523,1.1622143499212222e-6,Mono,ANKRD11
3.782684372706833e-11,0.46931800244315314,-0.2688988270192887,0.763,0.643,1.2686366849184178e-6,Mono,SAP18
4.004873883036447e-11,0.47303295604410533,-0.3991226256725927,0.386,0.361,1.3431546028927636e-6,Mono,DNAJA2
4.219150571825892e-11,0.4804971420310964,-0.27760093159451815,0.124,0.152,1.4150187187789676e-6,Mono,GOPC
4.602644389456596e-11,0.4784749691602705,-0.2943954751112125,0.168,0.194,1.543634875335953e-6,Mono,AAED1
4.631096295353519e-11,0.4779867959924918,-0.3092068101248752,0.182,0.205,1.5531770755356632e-6,Mono,EIF2AK1
7.291970996051719e-11,0.472405414744976,-0.40579937548131195,0.443,0.411,2.4455812326558255e-6,Mono,CACYBP
8.104142362316405e-11,0.4789406274881851,-0.3506874527083572,0.168,0.189,2.717967265473676e-6,Mono,KLHL24
1.0987032953347983e-10,0.4752524686564955,-0.44707732745163387,0.299,0.297,3.6848311118938465e-6,Mono,RPL22L1
1.6428345775151114e-10,0.47991772984413505,-0.2869753431626038,0.149,0.175,5.5097386060701805e-6,Mono,STAT1
1.6570939106313e-10,0.4702694394556541,-0.6246803635468425,0.734,0.658,5.557561557475253e-6,Mono,TXNIP
1.790970253421151e-10,0.47852632161519754,-0.3126586639481686,0.186,0.208,6.006556035923856e-6,Mono,SENP6
2.1118731848205321e-10,0.4837375886003364,-0.4850387012682705,0.081,0.109,7.0828002872511004e-6,Mono,LXN
2.3607848066061826e-10,0.47983566604918526,-0.2817123817498051,0.156,0.181,7.917600084395815e-6,Mono,MRPS7
2.558071949711455e-10,0.4773316494836348,-0.310361170076664,0.229,0.246,8.579261704942277e-6,Mono,PQBP1
2.7092480768849445e-10,0.47708223894218577,-0.3299802558180588,0.241,0.254,9.086276200256726e-6,Mono,MRPL18
2.799799626864122e-10,0.4776129476759057,-0.37482850797989803,0.23,0.239,9.389967988576892e-6,Mono,CDC40
3.0759451529218875e-10,0.4828269800379622,-0.25349046114580287,0.099,0.126,1.0316104853869427e-5,Mono,ZNF431
3.587527819427906e-10,0.4808340156759246,-0.31998125408638495,0.138,0.164,1.203185080079731e-5,Mono,PTTG1
4.420596956143166e-10,0.47817214657345614,-0.32826780528053684,0.213,0.23,1.482579807151295e-5,Mono,FDX1
4.644288823184092e-10,0.4785206133682024,-0.317669221317364,0.203,0.222,1.5576015855194807e-5,Mono,PCGF5
4.678049015056033e-10,0.47977729173043476,-0.2619610500596704,0.166,0.19,1.5689240786694923e-5,Mono,NUDT1
4.98446664560815e-10,0.4823234327810707,-0.2595208811007931,0.113,0.138,1.671690423604061e-5,Mono,EEF1E1
5.569434126083855e-10,0.4736797134894699,-0.4442664385406785,0.461,0.413,1.8678768172060033e-5,Mono,PRDX6
5.620463921185972e-10,0.4825438600291086,-0.30248275419222315,0.111,0.135,1.8849911898873512e-5,Mono,TULP4
5.715537977528706e-10,0.47552695513014615,-0.390175322891813,0.337,0.324,1.9168771269035776e-5,Mono,POLR2K
6.243119664757976e-10,0.47318799799358385,-0.35155401290971255,0.514,0.449,2.09381747316653e-5,Mono,SNRPD3
7.821983935251728e-10,0.47932223192095824,-0.3143751238947855,0.189,0.208,2.6233369722047246e-5,Mono,DHPS
8.108176769803499e-10,0.47950531360351295,-0.33323701504990905,0.187,0.204,2.7193203250566973e-5,Mono,METTL23
8.527559592422903e-10,0.47532203090493147,-0.4131141417241415,0.367,0.344,2.8599729361067932e-5,Mono,BRD7
8.921391487826063e-10,0.47457117539585536,-0.38483027059748287,0.401,0.382,2.9920562771871047e-5,Mono,NDUFB1
1.0658747131027938e-9,0.4758994906671359,-0.3835419948338087,0.337,0.325,3.57473061280415e-5,Mono,RNPS1
1.1112058370254618e-9,0.4762761730136543,-0.4218238869329052,0.323,0.311,3.726762136215994e-5,Mono,SNRNP200
1.3681322404071674e-9,0.4787011490285934,-0.34814014254467057,0.22,0.233,4.588441907877558e-5,Mono,DDX27
1.6403925173302752e-9,0.48470592095228604,-0.2572607763723248,0.082,0.107,5.501548424622277e-5,Mono,SNHG9
1.7933449193416636e-9,0.47975941096905683,-0.30939143019551885,0.189,0.208,6.0145201904880714e-5,Mono,RNF168
1.8306936339357848e-9,0.4812475060850558,-0.28806028696745184,0.15,0.172,6.139780309493835e-5,Mono,C15orf40
1.843888679122178e-9,0.4818723163337747,-0.2695328873919237,0.136,0.159,6.184033852039961e-5,Mono,PDHB
2.111237925363342e-9,0.47998815611587686,-0.3454267883902161,0.188,0.204,7.080669754083576e-5,Mono,AC016831.7
2.182326365533685e-9,0.4780704463418646,-0.511213217790345,0.261,0.261,7.319086164726874e-5,Mono,LYST
2.391817930035576e-9,0.48301760266810934,-0.28240864412063293,0.115,0.138,8.021678973753315e-5,Mono,SLF2
2.751594209996736e-9,0.4727352012218937,-0.3130153647188867,0.711,0.591,9.228296661487052e-5,Mono,PAK2
3.0842026620172156e-9,0.47733770853078994,-0.3581812650883953,0.298,0.294,1.0343798887873338e-4,Mono,POLR2I
3.133912379561072e-9,0.4769654325356847,-0.4312418504369736,0.315,0.309,1.0510515338571924e-4,Mono,SLC4A7
3.498291565865865e-9,0.483603671685792,-0.37387920103285566,0.108,0.131,1.1732570253600938e-4,Mono,KIAA0319L
4.570602444474688e-9,0.47589897660675823,-0.4102806549652128,0.398,0.369,1.532888647827921e-4,Mono,DHRS7
4.609991437164957e-9,0.48442473829801536,-0.4727866688973976,0.095,0.118,1.5460989281963834e-4,Mono,LAMP3
4.867519231849069e-9,0.47763786537128095,-0.4023083958070822,0.297,0.294,1.6324685999775408e-4,Mono,ARID4A
5.014123680269922e-9,0.4763922820059948,-0.36820883283069117,0.367,0.348,1.6816367998889262e-4,Mono,METAP2
5.286908930416437e-9,0.47776304744556425,-0.3856348626580046,0.298,0.291,1.7731235170830647e-4,Mono,TIAL1
5.761840865612302e-9,0.47453826799659704,-0.3197884973555769,0.546,0.465,1.932406189509054e-4,Mono,VDAC2
6.5623759702157914e-9,0.47690986964160564,-0.4031813632100377,0.345,0.332,2.200889652890972e-4,Mono,AMD1
7.468600526786516e-9,0.47340658751763315,-0.2871873037997055,0.721,0.605,2.5048192446736615e-4,Mono,ATP5MD
7.541921379190699e-9,0.47929804596625086,-0.32244955598865893,0.237,0.245,2.5294095921529763e-4,Mono,DDOST
8.19320760014815e-9,0.4800017209468852,-0.32614685255760495,0.212,0.225,2.747837964937687e-4,Mono,AIMP1
8.215698111123043e-9,0.48049969558834704,-0.36632327989935237,0.2,0.211,2.755380832508446e-4,Mono,CERK
8.46508692975487e-9,0.48393564752409024,-0.27274108652711415,0.11,0.132,2.8390208545011887e-4,Mono,HCG18
9.23223294178886e-9,0.47750506867299936,-0.38412933374025127,0.336,0.316,3.0963062840171475e-4,Mono,NDUFA5
9.499531979426144e-9,0.48230750360721775,-0.3148056428455789,0.143,0.167,3.18595303525994e-4,Mono,SQLE
9.502210402720442e-9,0.4780441748425305,-0.30044955631090997,0.298,0.295,3.186851324864382e-4,Mono,VDAC3
9.958145214760517e-9,0.4787453439881316,-0.377347482963649,0.272,0.27,3.339762742126382e-4,Mono,SMNDC1
1.1942824463229168e-8,0.4833711347157627,-0.30771337790741,0.125,0.147,4.0053844684777984e-4,Mono,KLF3
1.2523947851398303e-8,0.4804458347866911,-0.37996241560960947,0.209,0.219,4.200281630401963e-4,Mono,BRD9
1.3798214873286582e-8,0.47590372203708503,-0.3995074586014389,0.458,0.414,4.627645304202854e-4,Mono,PPIG
2.289093358440906e-8,0.47821619334295057,-0.3636507542993681,0.321,0.312,7.677161305539111e-4,Mono,SBDS
2.3246797602677175e-8,0.4837717677548287,-0.26970809131488105,0.124,0.145,7.796510979985871e-4,Mono,TAF3
2.5068370209622177e-8,0.4829133262740062,-0.3909653430449424,0.148,0.165,8.407430000903085e-4,Mono,LYAR
3.934864089835787e-8,0.4837130325891356,-0.25255633087875173,0.132,0.152,0.0013196747184491262,Mono,MRPL42
4.089259444149023e-8,0.4765658544087944,-0.37195953126224124,0.482,0.423,0.0013714558323786993,Mono,PCNP
4.632692419466903e-8,0.48309793339305623,-0.2501834271413879,0.148,0.169,0.0015537123836408097,Mono,PCID2
6.181904513486319e-8,0.48211949565224893,-0.3460422021708506,0.185,0.198,0.0020732871357330416,Mono,GLUD1
9.71842219111378e-8,0.47653004934998044,-0.3191899502169737,0.562,0.479,0.0032593644344557395,Mono,ERH
1.0110158277310162e-7,0.4824650346470918,-0.2914423512959679,0.182,0.197,0.003390744883044282,Mono,MRPL21
1.0379270603692235e-7,0.48173524054332645,-0.2918698759819492,0.206,0.219,0.0034809997750663017,Mono,TIMM13
1.0720715051697709e-7,0.4818528063191476,-0.2778280443064216,0.203,0.216,0.0035955134140383776,Mono,COMMD2
1.5769694594314974e-7,0.485725655155844,-0.2811838051807182,0.105,0.125,0.005288840173041356,Mono,LEO1
1.7762484976273714e-7,0.48117599559802227,-0.31049551898670974,0.246,0.249,0.005957182211342678,Mono,EIF2S1
1.8567605380904043e-7,0.48524117501791214,-0.2622229737476574,0.118,0.137,0.006227203492647598,Mono,SURF2
1.8670060670546619e-7,0.48092028321217134,-0.33379891758634467,0.26,0.26,0.0062615649476879245,Mono,TMED4
1.9743834527088998e-7,0.4803236374440795,-0.3488470332565521,0.292,0.285,0.006621687223695108,Mono,TTC1
2.0094376266050738e-7,0.483408252554173,-0.2546744238304902,0.165,0.182,0.0067392519121080964,Mono,SMARCE1
2.076146087369012e-7,0.4793892238675059,-0.3278137249744645,0.345,0.33,0.006962978747818193,Mono,SNRPD1
2.2638758707411616e-7,0.47898392326067835,-0.34929839025799814,0.38,0.354,0.007592586895291708,Mono,RALBP1
2.358356554508456e-7,0.47747761583947484,-0.3396214750553841,0.528,0.458,0.00790945621251046,Mono,WASF2
2.648536644924393e-7,0.47656553458621415,-0.31047993288241793,0.68,0.566,0.008882662199747428,Mono,PAIP2
2.776254904407777e-7,0.4827092359317494,-0.306731996194384,0.197,0.208,0.009311003698402803,Mono,PIN4
