CellType	gene_name	log2FoldChange_il23	log2FoldChange_il17	padj_il23	padj_il17	significant_il23	significant_il17	radar_gene	pv50_gene
Teff	L2HGDH	0.251	-1.829	0.863	0.183	FALSE	FALSE	FALSE	FALSE
Teff	ATP5S	0.114	-1.621	0.927	0.161	FALSE	FALSE	FALSE	FALSE
Teff	CDKL1	0.485	-3.342	0.845	0.043	FALSE	TRUE	FALSE	FALSE
Teff	MAP4K5	0.069	0.713	0.964	0.483	FALSE	FALSE	FALSE	FALSE
Teff	ATL1	0.892	-0.537	0.787	0.803	FALSE	FALSE	FALSE	FALSE
Teff	SAV1	0.354	-0.022	0.752	0.99	FALSE	FALSE	FALSE	FALSE
Teff	NIN	-0.344	-0.468	0.511	0.688	FALSE	FALSE	FALSE	FALSE
Teff	TMX1	0.071	0.44	0.955	0.664	FALSE	FALSE	FALSE	FALSE
Teff	FRMD6	-0.612	-2.994	0.788	0.061	FALSE	FALSE	FALSE	FALSE
Teff	FRMD6-AS1	0.399	-1.127	0.875	0.58	FALSE	FALSE	FALSE	FALSE
Teff	GNG2	0.091	0.484	0.936	0.64	FALSE	FALSE	FALSE	FALSE
Teff	PTGER2	-2.313	-2.18	0.031	0.163	TRUE	FALSE	FALSE	FALSE
Teff	TXNDC16	0.524	-0.54	0.657	0.753	FALSE	FALSE	FALSE	FALSE
Teff	ERO1A	-0.244	-0.296	0.673	0.791	FALSE	FALSE	FALSE	FALSE
Teff	PSMC6	0.421	0.094	0.134	0.946	FALSE	FALSE	FALSE	FALSE
Teff	STYX	0.492	-0.122	0.169	0.92	FALSE	FALSE	FALSE	FALSE
Teff	GNPNAT1	0.329	-0.743	0.716	0.654	FALSE	FALSE	FALSE	FALSE
Teff	DDHD1	-0.151	-1.52	0.842	0.212	FALSE	FALSE	FALSE	FALSE
Teff	CDKN3	-0.171	0.109	0.963	0.959	FALSE	FALSE	FALSE	FALSE
Teff	CNIH1	-0.211	-0.071	0.782	0.954	FALSE	FALSE	FALSE	FALSE
Teff	GMFB	0.28	-0.302	0.644	0.863	FALSE	FALSE	FALSE	FALSE
Teff	CGRRF1	0.197	0.25	0.761	0.835	FALSE	FALSE	FALSE	FALSE
Teff	SAMD4A	-0.101	-3.742	0.987	0.074	FALSE	FALSE	FALSE	FALSE
Teff	GCH1	-0.114	-0.702	0.951	0.627	FALSE	FALSE	FALSE	FALSE
Teff	WDHD1	0.07	-0.046	0.987	0.984	FALSE	FALSE	FALSE	FALSE
Teff	SOCS4	-0.029	0.017	0.985	0.991	FALSE	FALSE	FALSE	FALSE
Teff	MAPK1IP1L	0.139	-0.143	0.783	0.884	FALSE	FALSE	FALSE	FALSE
Teff	LGALS3	-0.152	0.992	0.932	0.399	FALSE	FALSE	FALSE	FALSE
Teff	FBXO34	-0.04	0.243	0.987	0.869	FALSE	FALSE	FALSE	FALSE
Teff	ATG14	0.214	0.247	0.827	0.871	FALSE	FALSE	FALSE	FALSE
Teff	KTN1	0.154	-0.341	0.712	0.741	FALSE	FALSE	FALSE	FALSE
Teff	PELI2	-0.233	-2.278	0.952	0.208	FALSE	FALSE	FALSE	FALSE
Teff	TMEM260	-0.163	-1.728	0.875	0.16	FALSE	FALSE	FALSE	FALSE
Teff	EXOC5	-0.09	-0.392	0.931	0.712	FALSE	FALSE	FALSE	FALSE
Teff	AP5M1	-0.106	-0.563	0.912	0.65	FALSE	FALSE	FALSE	FALSE
Teff	NAA30	-0.224	-0.955	0.785	0.487	FALSE	FALSE	FALSE	FALSE
Teff	ACTR10	0.148	0.674	0.798	0.571	FALSE	FALSE	FALSE	FALSE
Teff	PSMA3	0.326	0.214	0.489	0.878	FALSE	FALSE	FALSE	FALSE
Teff	PSMA3-AS1	-0.126	-1.182	0.867	0.243	FALSE	FALSE	FALSE	FALSE
Teff	ARID4A	-0.228	-0.191	0.602	0.843	FALSE	FALSE	FALSE	FALSE
Teff	TIMM9	0.015	0.23	0.996	0.843	FALSE	FALSE	FALSE	FALSE
Teff	KIAA0586	-0.013	-0.518	0.995	0.69	FALSE	FALSE	FALSE	FALSE
Teff	DAAM1	0.237	-1.079	0.79	0.373	FALSE	FALSE	FALSE	FALSE
Teff	L3HYPDH	-0.135	-1.458	0.959	0.331	FALSE	FALSE	FALSE	FALSE
Teff	JKAMP	-0.171	-0.399	0.9	0.762	FALSE	FALSE	FALSE	FALSE
Teff	PCNX4	-0.045	-1.084	0.977	0.259	FALSE	FALSE	FALSE	FALSE
Teff	DHRS7	0.667	0.475	0.02	0.694	TRUE	FALSE	FALSE	FALSE
Teff	PPM1A	-0.196	-0.352	0.714	0.776	FALSE	FALSE	FALSE	FALSE
Teff	MNAT1	-0.441	-0.826	0.602	0.492	FALSE	FALSE	FALSE	FALSE
Teff	TRMT5	0.193	0.489	0.899	0.778	FALSE	FALSE	FALSE	FALSE
Teff	SLC38A6	0.339	-1.933	0.79	0.201	FALSE	FALSE	FALSE	FALSE
Teff	PRKCH	-0.235	0.475	0.719	0.6	FALSE	FALSE	FALSE	FALSE
Teff	HIF1A	0.271	-0.036	0.646	0.976	FALSE	FALSE	FALSE	FALSE
Teff	SNAPC1	0.171	0.794	0.865	0.444	FALSE	FALSE	FALSE	FALSE
Teff	PPP2R5E	-0.027	-1.232	0.981	0.166	FALSE	FALSE	FALSE	FALSE
Teff	WDR89	0.396	-1.65	0.503	0.291	FALSE	FALSE	FALSE	FALSE
Teff	SGPP1	0.433	-1.15	0.602	0.381	FALSE	FALSE	FALSE	FALSE
Teff	SYNE2	0.015	-0.186	0.997	0.868	FALSE	FALSE	FALSE	FALSE
Teff	ESR2	0.143	-1.86	0.976	0.134	FALSE	FALSE	FALSE	FALSE
Teff	MTHFD1	-0.203	0.109	0.887	0.938	FALSE	FALSE	FALSE	FALSE
Teff	ZBTB25	-0.194	-0.425	0.732	0.74	FALSE	FALSE	FALSE	FALSE
Teff	AKAP5	0.142	-0.039	0.955	0.986	FALSE	FALSE	FALSE	FALSE
Teff	ZBTB1	-0.109	0.397	0.887	0.726	FALSE	FALSE	FALSE	FALSE
Teff	HSPA2	0.099	-1.209	0.986	0.495	FALSE	FALSE	FALSE	FALSE
Teff	PLEKHG3	-0.734	-2.82	0.688	0.172	FALSE	FALSE	FALSE	FALSE
Teff	CHURC1	0.142	-0.37	0.839	0.762	FALSE	FALSE	FALSE	FALSE
Teff	RAB15	-0.754	-2.348	0.698	0.182	FALSE	FALSE	FALSE	FALSE
Teff	FNTB	-0.406	0.775	0.887	0.686	FALSE	FALSE	FALSE	FALSE
Teff	MAX	0.015	-0.171	0.993	0.889	FALSE	FALSE	FALSE	FALSE
Teff	FUT8	-0.435	-0.659	0.4	0.688	FALSE	FALSE	FALSE	FALSE
Teff	FUT8-AS1	0.207	-1.971	0.964	0.394	FALSE	FALSE	FALSE	FALSE
Teff	GPHN	-0.527	-0.663	0.742	0.726	FALSE	FALSE	FALSE	FALSE
Teff	FAM71D	0.093	-3.915	0.985	0.049	FALSE	TRUE	FALSE	FALSE
Teff	MPP5	0.653	-1.092	0.297	0.4	FALSE	FALSE	FALSE	FALSE
Teff	ATP6V1D	0.087	-0.08	0.933	0.951	FALSE	FALSE	FALSE	FALSE
Teff	EIF2S1	0.283	0.224	0.315	0.869	FALSE	FALSE	FALSE	FALSE
Teff	PLEK2	0.456	-2.04	0.877	0.251	FALSE	FALSE	FALSE	FALSE
Teff	TMEM229B	0.359	-0.665	0.905	0.725	FALSE	FALSE	FALSE	FALSE
Teff	PIGH	0.177	1.117	0.824	0.345	FALSE	FALSE	FALSE	FALSE
Teff	ARG2	0.413	-0.822	0.912	0.671	FALSE	FALSE	FALSE	FALSE
Teff	VTI1B	0.091	0.127	0.947	0.934	FALSE	FALSE	FALSE	FALSE
Teff	RDH11	0.1	0.382	0.927	0.755	FALSE	FALSE	FALSE	FALSE
Teff	ZFYVE26	-0.377	-2.296	0.754	0.213	FALSE	FALSE	FALSE	FALSE
Teff	RAD51B	-0.75	-2.356	0.602	0.033	FALSE	TRUE	FALSE	FALSE
Teff	ZFP36L1	0.218	0.507	0.737	0.562	FALSE	FALSE	FALSE	FALSE
Teff	ACTN1	-0.074	-1.935	0.987	0.177	FALSE	FALSE	FALSE	FALSE
Teff	DCAF5	-0.031	1.034	0.983	0.29	FALSE	FALSE	FALSE	FALSE
Teff	EXD2	-0.113	-1.965	0.98	0.184	FALSE	FALSE	FALSE	FALSE
Teff	ERH	0.171	1.39	0.827	0.225	FALSE	FALSE	FALSE	FALSE
Teff	SLC39A9	0.224	-1.361	0.842	0.255	FALSE	FALSE	FALSE	FALSE
Teff	SUSD6	-0.001	-0.179	0.999	0.875	FALSE	FALSE	FALSE	FALSE
Teff	SRSF5	0.134	0.195	0.875	0.865	FALSE	FALSE	FALSE	FALSE
Teff	COX16	0.457	-0.465	0.712	0.722	FALSE	FALSE	FALSE	FALSE
Teff	SYNJ2BP	0.199	-1.018	0.859	0.485	FALSE	FALSE	FALSE	FALSE
Teff	MED6	0.215	0.291	0.596	0.776	FALSE	FALSE	FALSE	FALSE
Teff	TTC9	0.193	1.809	0.905	0.302	FALSE	FALSE	FALSE	FALSE
Teff	MAP3K9	-0.286	-3.619	0.912	0.033	FALSE	TRUE	FALSE	FALSE
Teff	PCNX1	-0.157	-0.387	0.898	0.749	FALSE	FALSE	FALSE	FALSE
Teff	SIPA1L1	-0.115	0.629	0.886	0.567	FALSE	FALSE	FALSE	FALSE
Teff	DCAF4	0.099	0.372	0.973	0.812	FALSE	FALSE	FALSE	FALSE
Teff	ZFYVE1	-0.01	-0.571	0.997	0.707	FALSE	FALSE	FALSE	FALSE
Teff	RBM25	-0.014	-0.054	0.995	0.959	FALSE	FALSE	FALSE	FALSE
Teff	PSEN1	0.122	0.542	0.893	0.679	FALSE	FALSE	FALSE	FALSE
Teff	NUMB	-0.131	-0.665	0.884	0.555	FALSE	FALSE	FALSE	FALSE
Teff	ACOT2	0	0.548	1	0.697	FALSE	FALSE	FALSE	FALSE
Teff	ACOT4	0.481	1.087	0.739	0.514	FALSE	FALSE	FALSE	FALSE
Teff	DNAL1	0.536	-1.648	0.394	0.236	FALSE	FALSE	FALSE	FALSE
Teff	PNMA1	0.131	1.697	0.921	0.092	FALSE	FALSE	FALSE	FALSE
Teff	ELMSAN1	-0.043	-0.657	0.979	0.572	FALSE	FALSE	FALSE	FALSE
Teff	PTGR2	-0.285	-2.686	0.887	0.113	FALSE	FALSE	FALSE	FALSE
Teff	ZNF410	0.507	-0.524	0.655	0.756	FALSE	FALSE	FALSE	FALSE
Teff	FAM161B	0.257	-0.163	0.919	0.926	FALSE	FALSE	FALSE	FALSE
Teff	COQ6	-0.155	-0.42	0.888	0.78	FALSE	FALSE	FALSE	FALSE
Teff	ENTPD5	0.194	-1.674	0.933	0.289	FALSE	FALSE	FALSE	FALSE
Teff	BBOF1	0.472	-2.435	0.8	0.123	FALSE	FALSE	FALSE	FALSE
Teff	ALDH6A1	-0.14	0.219	0.922	0.889	FALSE	FALSE	FALSE	FALSE
Teff	LIN52	-0.155	-0.561	0.957	0.735	FALSE	FALSE	FALSE	FALSE
Teff	ABCD4	-0.403	0.593	0.564	0.653	FALSE	FALSE	FALSE	FALSE
Teff	NPC2	0.377	0.661	0.719	0.468	FALSE	FALSE	FALSE	FALSE
Teff	ISCA2	0.159	0.002	0.85	0.999	FALSE	FALSE	FALSE	FALSE
Teff	AREL1	0.274	-0.954	0.765	0.415	FALSE	FALSE	FALSE	FALSE
Teff	FCF1	0.791	-0.7	0.228	0.478	FALSE	FALSE	FALSE	FALSE
Teff	YLPM1	-0.053	0.279	0.969	0.804	FALSE	FALSE	FALSE	FALSE
Teff	DLST	0.098	-1.386	0.932	0.443	FALSE	FALSE	FALSE	FALSE
Teff	EIF2B2	0.113	0.103	0.942	0.938	FALSE	FALSE	FALSE	FALSE
Teff	MLH3	-0.191	-0.836	0.848	0.62	FALSE	FALSE	FALSE	FALSE
Teff	ACYP1	0.059	-0.138	0.977	0.893	FALSE	FALSE	FALSE	FALSE
Teff	NEK9	-0.069	0.512	0.969	0.701	FALSE	FALSE	FALSE	FALSE
Teff	TMED10	-0.013	0.641	0.994	0.538	FALSE	FALSE	FALSE	FALSE
Teff	FOS	0.144	-0.061	0.986	0.976	FALSE	FALSE	FALSE	FALSE
Teff	JDP2	0.739	-3.556	0.487	0.12	FALSE	FALSE	FALSE	FALSE
Teff	BATF	-0.644	0.693	0.118	0.584	FALSE	FALSE	TRUE	FALSE
Teff	FLVCR2	-0.55	0.121	0.652	0.917	FALSE	FALSE	FALSE	FALSE
Teff	TTLL5	-0.455	-0.706	0.605	0.465	FALSE	FALSE	FALSE	FALSE
Teff	IFT43	-0.092	0.194	0.964	0.832	FALSE	FALSE	FALSE	FALSE
Teff	GPATCH2L	-0.168	-0.283	0.871	0.814	FALSE	FALSE	FALSE	FALSE
Teff	VASH1	0.196	-1.394	0.936	0.407	FALSE	FALSE	FALSE	FALSE
Teff	ANGEL1	-0.054	-0.144	0.99	0.934	FALSE	FALSE	FALSE	FALSE
Teff	IRF2BPL	0.283	0.235	0.784	0.898	FALSE	FALSE	FALSE	FALSE
Teff	CIPC	0.194	0.3	0.926	0.831	FALSE	FALSE	FALSE	FALSE
Teff	POMT2	0.119	-1.534	0.97	0.322	FALSE	FALSE	FALSE	FALSE
Teff	GSTZ1	-0.836	-0.672	0.44	0.728	FALSE	FALSE	FALSE	FALSE
Teff	TMED8	-0.615	-1.998	0.365	0.102	FALSE	FALSE	FALSE	FALSE
Teff	VIPAS39	-0.26	-0.005	0.856	0.997	FALSE	FALSE	FALSE	FALSE
Teff	AHSA1	0.348	0.377	0.285	0.741	FALSE	FALSE	FALSE	FALSE
Teff	SPTLC2	0.496	0.155	0.354	0.919	FALSE	FALSE	FALSE	FALSE
Teff	ALKBH1	-0.11	-0.007	0.957	0.997	FALSE	FALSE	FALSE	FALSE
Teff	SLIRP	0.584	0.375	0.181	0.748	FALSE	FALSE	FALSE	FALSE
Teff	SNW1	0.322	0.222	0.182	0.865	FALSE	FALSE	FALSE	FALSE
Teff	CEP128	-0.476	-1.073	0.682	0.416	FALSE	FALSE	FALSE	FALSE
Teff	GTF2A1	-0.357	-0.578	0.403	0.604	FALSE	FALSE	FALSE	FALSE
Teff	SEL1L	0.119	0.559	0.871	0.577	FALSE	FALSE	FALSE	FALSE
Teff	GALC	0.07	0.31	0.977	0.826	FALSE	FALSE	FALSE	FALSE
Teff	GPR65	0.126	-0.062	0.918	0.965	FALSE	FALSE	FALSE	FALSE
Teff	SPATA7	-0.415	-1.959	0.848	0.258	FALSE	FALSE	FALSE	FALSE
Teff	ZC3H14	0.006	-0.326	0.998	0.738	FALSE	FALSE	FALSE	FALSE
Teff	EML5	0.3	-2.571	0.948	0.247	FALSE	FALSE	FALSE	FALSE
Teff	FOXN3	-0.109	-0.766	0.9	0.548	FALSE	FALSE	FALSE	FALSE
Teff	FOXN3-AS1	1.431	-0.491	0.136	0.835	FALSE	FALSE	FALSE	FALSE
Teff	EFCAB11	-0.462	-1.829	0.791	0.23	FALSE	FALSE	FALSE	FALSE
Teff	TDP1	-0.001	0.675	0.999	0.494	FALSE	FALSE	FALSE	FALSE
Teff	PSMC1	0.408	-1.495	0.198	0.177	FALSE	FALSE	FALSE	FALSE
Teff	NRDE2	0.019	-1.359	0.993	0.196	FALSE	FALSE	FALSE	FALSE
Teff	CALM1	0.107	0.481	0.845	0.664	FALSE	FALSE	FALSE	FALSE
Teff	RPS6KA5	0.338	-0.363	0.274	0.705	FALSE	FALSE	FALSE	FALSE
Teff	GPR68	0.322	0.642	0.775	0.628	FALSE	FALSE	FALSE	FALSE
Teff	CCDC88C	-0.318	0.082	0.628	0.945	FALSE	FALSE	FALSE	FALSE
Teff	PPP4R3A	0.095	-0.071	0.88	0.947	FALSE	FALSE	FALSE	FALSE
Teff	TC2N	0.504	0.12	0.508	0.931	FALSE	FALSE	FALSE	FALSE
Teff	FBLN5	0.19	0.873	0.956	0.544	FALSE	FALSE	FALSE	FALSE
Teff	TRIP11	-0.097	-0.716	0.933	0.513	FALSE	FALSE	FALSE	FALSE
Teff	ATXN3	-0.06	-1.235	0.964	0.173	FALSE	FALSE	FALSE	FALSE
Teff	NDUFB1	0.597	0.293	0.487	0.801	FALSE	FALSE	FALSE	FALSE
Teff	CPSF2	0.085	0	0.962	1	FALSE	FALSE	FALSE	FALSE
Teff	RIN3	-0.264	-1.775	0.842	0.28	FALSE	FALSE	FALSE	FALSE
Teff	LGMN	-0.674	-0.276	0.819	0.853	FALSE	FALSE	FALSE	FALSE
Teff	GOLGA5	-0.129	-0.303	0.912	0.832	FALSE	FALSE	FALSE	FALSE
Teff	ITPK1	0.161	0.305	0.899	0.871	FALSE	FALSE	FALSE	FALSE
Teff	MOAP1	-0.043	0.766	0.982	0.573	FALSE	FALSE	FALSE	FALSE
Teff	TMEM251	0.067	0.714	0.983	0.419	FALSE	FALSE	FALSE	FALSE
Teff	UBR7	-0.047	0.032	0.977	0.98	FALSE	FALSE	FALSE	FALSE
Teff	BTBD7	0.002	-0.897	0.999	0.531	FALSE	FALSE	FALSE	FALSE
Teff	ASB2	-1.405	-2.526	0.542	0.188	FALSE	FALSE	FALSE	FALSE
Teff	OTUB2	0.2	-1.821	0.964	0.373	FALSE	FALSE	FALSE	FALSE
Teff	DDX24	0.157	0.914	0.643	0.286	FALSE	FALSE	FALSE	FALSE
Teff	IFI27L1	0.286	1.077	0.8	0.281	FALSE	FALSE	FALSE	FALSE
Teff	IFI27	0.828	-0.568	0.751	0.751	FALSE	FALSE	FALSE	FALSE
Teff	IFI27L2	0.28	1.308	0.662	0.263	FALSE	FALSE	FALSE	FALSE
Teff	DICER1	-0.094	-1.511	0.912	0.235	FALSE	FALSE	FALSE	FALSE
Teff	SYNE3	-0.731	-2.392	0.19	0.123	FALSE	FALSE	FALSE	FALSE
Teff	SNHG10	0.497	-0.577	0.74	0.702	FALSE	FALSE	FALSE	FALSE
Teff	GLRX5	0.064	1.239	0.945	0.347	FALSE	FALSE	FALSE	FALSE
Teff	C14orf132	-1.181	-2.553	0.612	0.158	FALSE	FALSE	FALSE	FALSE
Teff	ATG2B	-0.064	-1.302	0.969	0.281	FALSE	FALSE	FALSE	FALSE
Teff	GSKIP	0.199	0.13	0.766	0.933	FALSE	FALSE	FALSE	FALSE
Teff	PAPOLA	0.161	-0.277	0.644	0.8	FALSE	FALSE	FALSE	FALSE
Teff	VRK1	0.191	-0.409	0.808	0.775	FALSE	FALSE	FALSE	FALSE
Teff	LINC01550	-0.042	-0.157	0.987	0.899	FALSE	FALSE	FALSE	FALSE
Teff	BCL11B	0.037	-0.408	0.963	0.697	FALSE	FALSE	FALSE	FALSE
Teff	SETD3	0.189	0.365	0.711	0.801	FALSE	FALSE	FALSE	FALSE
Teff	CCNK	0.108	-0.016	0.864	0.99	FALSE	FALSE	FALSE	FALSE
Teff	CCDC85C	0.526	-2.24	0.542	0.318	FALSE	FALSE	FALSE	FALSE
Teff	EVL	-0.522	0.333	0.162	0.722	FALSE	FALSE	FALSE	FALSE
Teff	DEGS2	0.249	-3.46	0.933	0.108	FALSE	FALSE	FALSE	FALSE
Teff	YY1	-0.017	0.234	0.987	0.803	FALSE	FALSE	FALSE	FALSE
Teff	SLC25A29	0.26	0.194	0.805	0.941	FALSE	FALSE	FALSE	FALSE
Teff	WARS	0.11	0.522	0.964	0.68	FALSE	FALSE	FALSE	FALSE
Teff	WDR25	-0.092	0.085	0.981	0.966	FALSE	FALSE	FALSE	FALSE
Teff	LINC00239	-0.143	0.464	0.951	0.688	FALSE	FALSE	FALSE	FALSE
Teff	PPP2R5C	-0.039	-0.062	0.96	0.956	FALSE	FALSE	FALSE	FALSE
Teff	DYNC1H1	0.018	0.258	0.994	0.857	FALSE	FALSE	FALSE	FALSE
Teff	HSP90AA1	0.21	0.61	0.41	0.56	FALSE	FALSE	FALSE	FALSE
Teff	WDR20	0.018	0.18	0.99	0.865	FALSE	FALSE	FALSE	FALSE
Teff	ZNF839	0.316	-0.06	0.85	0.98	FALSE	FALSE	FALSE	FALSE
Teff	CINP	0.211	0.479	0.802	0.719	FALSE	FALSE	FALSE	FALSE
Teff	TECPR2	-0.535	-3.13	0.631	0.088	FALSE	FALSE	FALSE	FALSE
Teff	ANKRD9	-0.568	0.842	0.623	0.652	FALSE	FALSE	FALSE	FALSE
Teff	RCOR1	-0.068	0.072	0.955	0.962	FALSE	FALSE	FALSE	FALSE
Teff	TRAF3	-0.162	-0.648	0.863	0.648	FALSE	FALSE	FALSE	FALSE
Teff	AMN	-0.085	-1.726	0.987	0.403	FALSE	FALSE	FALSE	FALSE
Teff	CDC42BPB	-0.022	-1.802	0.995	0.355	FALSE	FALSE	FALSE	FALSE
Teff	EIF5	0.075	0.316	0.936	0.736	FALSE	FALSE	FALSE	FALSE
Teff	MARK3	-0.194	-0.79	0.691	0.502	FALSE	FALSE	FALSE	FALSE
Teff	CKB	0.192	1.535	0.935	0.373	FALSE	FALSE	FALSE	FALSE
Teff	TRMT61A	0.419	-0.232	0.651	0.913	FALSE	FALSE	FALSE	FALSE
Teff	BAG5	0.044	0.078	0.969	0.954	FALSE	FALSE	FALSE	FALSE
Teff	KLC1	0.01	-0.113	0.996	0.934	FALSE	FALSE	FALSE	FALSE
Teff	APOPT1	-0.169	0.105	0.709	0.935	FALSE	FALSE	FALSE	FALSE
Teff	XRCC3	1.256	-3.284	0.274	0.068	FALSE	FALSE	FALSE	FALSE
Teff	ZFYVE21	0.054	-0.065	0.978	0.97	FALSE	FALSE	FALSE	FALSE
Teff	PPP1R13B	0.295	-0.241	0.842	0.89	FALSE	FALSE	FALSE	FALSE
Teff	INF2	0.173	-0.531	0.904	0.784	FALSE	FALSE	FALSE	FALSE
Teff	SIVA1	0.034	0.833	0.981	0.557	FALSE	FALSE	FALSE	FALSE
Teff	AKT1	-0.083	1.405	0.963	0.439	FALSE	FALSE	FALSE	FALSE
Teff	ZBTB42	-0.387	-3.432	0.913	0.105	FALSE	FALSE	FALSE	FALSE
Teff	CEP170B	0.009	-2.2	0.998	0.211	FALSE	FALSE	FALSE	FALSE
Teff	CDCA4	0.072	0.34	0.959	0.85	FALSE	FALSE	FALSE	FALSE
Teff	GPR132	-0.644	0.914	0.475	0.388	FALSE	FALSE	FALSE	FALSE
Teff	JAG2	0.394	-2.662	0.899	0.225	FALSE	FALSE	FALSE	FALSE
Teff	NUDT14	0.23	1.249	0.827	0.433	FALSE	FALSE	FALSE	FALSE
Teff	BRF1	-0.411	-1.082	0.67	0.558	FALSE	FALSE	FALSE	FALSE
Teff	BTBD6	0.152	1.635	0.789	0.207	FALSE	FALSE	FALSE	FALSE
Teff	PACS2	0.06	-0.615	0.982	0.739	FALSE	FALSE	FALSE	FALSE
Teff	MTA1	-0.461	-1.221	0.447	0.501	FALSE	FALSE	FALSE	FALSE
Teff	CRIP2	-0.119	0.769	0.977	0.649	FALSE	FALSE	FALSE	FALSE
Teff	CRIP1	0.968	0.891	0.438	0.535	FALSE	FALSE	FALSE	FALSE
Teff	TMEM121	-0.063	-2.283	0.987	0.235	FALSE	FALSE	FALSE	FALSE
Teff	NIPA1	0.173	-0.374	0.888	0.678	FALSE	FALSE	FALSE	FALSE
Teff	NIPA2	0.042	0.694	0.969	0.515	FALSE	FALSE	FALSE	FALSE
Teff	CYFIP1	-0.119	-1.523	0.944	0.33	FALSE	FALSE	FALSE	FALSE
Teff	TUBGCP5	-0.285	-1.499	0.813	0.318	FALSE	FALSE	FALSE	FALSE
Teff	SNRPN	0.11	0.364	0.848	0.708	FALSE	FALSE	FALSE	FALSE
Teff	SNURF	0.486	-1.972	0.691	0.226	FALSE	FALSE	FALSE	FALSE
Teff	AC124312.1	0.817	-4.326	0.462	0.11	FALSE	FALSE	FALSE	FALSE
Teff	PWAR6	-0.229	-2.888	0.93	0.103	FALSE	FALSE	FALSE	FALSE
Teff	UBE3A	-0.077	-0.255	0.933	0.811	FALSE	FALSE	FALSE	FALSE
Teff	ATP10A	0.384	-3.636	0.872	0.041	FALSE	TRUE	FALSE	FALSE
Teff	HERC2	-0.259	-1.144	0.762	0.372	FALSE	FALSE	FALSE	FALSE
Teff	APBA2	-1.324	-1.922	0.361	0.322	FALSE	FALSE	FALSE	FALSE
Teff	NSMCE3	-0.024	1.128	0.987	0.486	FALSE	FALSE	FALSE	FALSE
Teff	ARHGAP11B	-0.902	-1.349	0.484	0.355	FALSE	FALSE	FALSE	FALSE
Teff	FAN1	0.075	-0.352	0.978	0.85	FALSE	FALSE	FALSE	FALSE
Teff	MTMR10	0.442	-3.041	0.656	0.053	FALSE	FALSE	FALSE	FALSE
Teff	KLF13	-0.317	0.943	0.719	0.373	FALSE	FALSE	FALSE	FALSE
Teff	OTUD7A	-0.261	-1.323	0.913	0.466	FALSE	FALSE	FALSE	FALSE
Teff	ARHGAP11A	-0.557	1.035	0.624	0.574	FALSE	FALSE	FALSE	FALSE
Teff	AVEN	-0.041	0.47	0.987	0.796	FALSE	FALSE	FALSE	FALSE
Teff	EMC7	0.142	1.36	0.852	0.24	FALSE	FALSE	FALSE	FALSE
Teff	PGBD4	-0.29	0.04	0.912	0.984	FALSE	FALSE	FALSE	FALSE
Teff	KATNBL1	-0.028	-0.975	0.983	0.357	FALSE	FALSE	FALSE	FALSE
Teff	EMC4	0.344	1.025	0.338	0.329	FALSE	FALSE	FALSE	FALSE
Teff	SLC12A6	0.08	-0.942	0.967	0.532	FALSE	FALSE	FALSE	FALSE
Teff	NOP10	0.15	0.548	0.88	0.616	FALSE	FALSE	FALSE	FALSE
Teff	LPCAT4	-0.396	1.197	0.711	0.26	FALSE	FALSE	FALSE	FALSE
Teff	GOLGA8A	-0.26	-0.058	0.912	0.962	FALSE	FALSE	FALSE	FALSE
Teff	GOLGA8B	-0.185	-0.658	0.93	0.64	FALSE	FALSE	FALSE	FALSE
Teff	AQR	0.025	-0.822	0.987	0.531	FALSE	FALSE	FALSE	FALSE
Teff	ZNF770	0.238	0.234	0.714	0.852	FALSE	FALSE	FALSE	FALSE
Teff	DPH6	0.118	-2.522	0.974	0.07	FALSE	FALSE	FALSE	FALSE
Teff	C15orf41	0.205	-1.022	0.94	0.481	FALSE	FALSE	FALSE	FALSE
Teff	FAM98B	0.267	-1.278	0.639	0.307	FALSE	FALSE	FALSE	FALSE
Teff	RASGRP1	0.279	-0.03	0.491	0.98	FALSE	FALSE	FALSE	FALSE
Teff	C15orf53	0.014	0.027	0.998	0.983	FALSE	FALSE	FALSE	FALSE
Teff	THBS1	-0.278	-1.055	0.939	0.468	FALSE	FALSE	FALSE	FALSE
Teff	EIF2AK4	-0.511	-0.911	0.552	0.344	FALSE	FALSE	FALSE	FALSE
Teff	SRP14	0.225	0.718	0.724	0.451	FALSE	FALSE	FALSE	FALSE
Teff	SRP14-AS1	0.043	-0.29	0.992	0.836	FALSE	FALSE	FALSE	FALSE
Teff	BMF	0.112	-1.459	0.964	0.39	FALSE	FALSE	FALSE	FALSE
Teff	BUB1B	-1.387	-1.27	0.423	0.485	FALSE	FALSE	FALSE	FALSE
Teff	PLCB2	-0.157	-2.23	0.941	0.188	FALSE	FALSE	FALSE	FALSE
Teff	KNSTRN	0.024	0.756	0.995	0.699	FALSE	FALSE	FALSE	FALSE
Teff	IVD	-0.312	0.444	0.805	0.779	FALSE	FALSE	FALSE	FALSE
Teff	BAHD1	0.404	-2.842	0.724	0.06	FALSE	FALSE	FALSE	FALSE
Teff	CHST14	-0.076	-0.281	0.987	0.894	FALSE	FALSE	FALSE	FALSE
Teff	RPUSD2	-0.035	0.515	0.987	0.764	FALSE	FALSE	FALSE	FALSE
Teff	RMDN3	-0.162	-0.059	0.925	0.971	FALSE	FALSE	FALSE	FALSE
