CellType	gene_name	log2FoldChange_il23	log2FoldChange_il17	padj_il23	padj_il17	significant_il23	significant_il17	radar_gene	pv50_gene
Teff	CNBP	-0.003	0.79	0.998	0.465	FALSE	FALSE	FALSE	FALSE
Teff	COPG1	-0.1	1.645	0.933	0.284	FALSE	FALSE	FALSE	FALSE
Teff	HMCES	-0.074	0.897	0.969	0.39	FALSE	FALSE	FALSE	FALSE
Teff	H1FX	-0.482	0.678	0.436	0.724	FALSE	FALSE	FALSE	TRUE
Teff	MBD4	-0.086	0.31	0.897	0.785	FALSE	FALSE	FALSE	FALSE
Teff	IFT122	0.492	-1.345	0.824	0.37	FALSE	FALSE	FALSE	FALSE
Teff	PLXND1	0.176	-0.916	0.887	0.554	FALSE	FALSE	FALSE	FALSE
Teff	TMCC1	0.227	-0.229	0.821	0.897	FALSE	FALSE	FALSE	FALSE
Teff	PIK3R4	-0.322	-0.243	0.756	0.873	FALSE	FALSE	FALSE	FALSE
Teff	ATP2C1	0.148	-0.696	0.897	0.436	FALSE	FALSE	FALSE	FALSE
Teff	ASTE1	-0.047	-0.462	0.98	0.654	FALSE	FALSE	FALSE	FALSE
Teff	NEK11	0.058	-2.916	0.99	0.073	FALSE	FALSE	FALSE	FALSE
Teff	NUDT16	-0.096	-1.254	0.958	0.328	FALSE	FALSE	FALSE	FALSE
Teff	MRPL3	0.111	-0.374	0.887	0.744	FALSE	FALSE	FALSE	FALSE
Teff	DNAJC13	0.093	-1.239	0.946	0.273	FALSE	FALSE	FALSE	FALSE
Teff	UBA5	0.011	-0.311	0.997	0.81	FALSE	FALSE	FALSE	FALSE
Teff	NPHP3	-0.21	-0.934	0.766	0.432	FALSE	FALSE	FALSE	FALSE
Teff	BFSP2	-0.196	-2.581	0.964	0.142	FALSE	FALSE	FALSE	FALSE
Teff	CDV3	-0.179	0.203	0.585	0.857	FALSE	FALSE	FALSE	FALSE
Teff	TOPBP1	-0.09	-0.362	0.94	0.798	FALSE	FALSE	FALSE	FALSE
Teff	SRPRB	0.159	0.432	0.724	0.667	FALSE	FALSE	FALSE	FALSE
Teff	RYK	-0.097	-0.635	0.956	0.684	FALSE	FALSE	FALSE	FALSE
Teff	ANAPC13	0.201	-0.455	0.81	0.69	FALSE	FALSE	FALSE	FALSE
Teff	CEP63	-0.352	-0.098	0.558	0.948	FALSE	FALSE	FALSE	FALSE
Teff	PPP2R3A	0.199	-4.147	0.951	0.027	FALSE	TRUE	FALSE	FALSE
Teff	MSL2	0.039	-0.329	0.98	0.798	FALSE	FALSE	FALSE	FALSE
Teff	PCCB	0.061	-0.501	0.986	0.724	FALSE	FALSE	FALSE	FALSE
Teff	STAG1	0.043	0.164	0.969	0.905	FALSE	FALSE	FALSE	FALSE
Teff	SLC35G2	-0.084	-0.964	0.986	0.662	FALSE	FALSE	FALSE	FALSE
Teff	NCK1	0.343	0.213	0.258	0.834	FALSE	FALSE	FALSE	FALSE
Teff	DBR1	-0.178	0.256	0.863	0.877	FALSE	FALSE	FALSE	FALSE
Teff	ARMC8	0.165	0.315	0.816	0.775	FALSE	FALSE	FALSE	FALSE
Teff	CEP70	0.886	-1.852	0.313	0.201	FALSE	FALSE	FALSE	FALSE
Teff	FAIM	0.245	-3.075	0.893	0.057	FALSE	FALSE	FALSE	FALSE
Teff	PIK3CB	-0.141	-1.327	0.912	0.316	FALSE	FALSE	FALSE	FALSE
Teff	MRPS22	-0.088	0.879	0.936	0.359	FALSE	FALSE	FALSE	FALSE
Teff	COPB2	-0.116	0.81	0.887	0.609	FALSE	FALSE	FALSE	FALSE
Teff	SLC25A36	-0.155	-1.526	0.886	0.118	FALSE	FALSE	FALSE	FALSE
Teff	PXYLP1	0.356	-1.717	0.873	0.245	FALSE	FALSE	FALSE	FALSE
Teff	ZBTB38	-0.585	-0.621	0.562	0.542	FALSE	FALSE	FALSE	FALSE
Teff	RASA2	0.103	-0.82	0.936	0.484	FALSE	FALSE	FALSE	FALSE
Teff	RNF7	-0.103	0.591	0.876	0.575	FALSE	FALSE	FALSE	FALSE
Teff	ATP1B3	-0.05	0.749	0.969	0.468	FALSE	FALSE	FALSE	FALSE
Teff	TFDP2	-0.425	-1.172	0.408	0.409	FALSE	FALSE	FALSE	FALSE
Teff	GK5	-0.129	-3.114	0.933	0.06	FALSE	FALSE	FALSE	FALSE
Teff	XRN1	0.07	-0.72	0.942	0.518	FALSE	FALSE	FALSE	FALSE
Teff	ATR	0.19	0.083	0.883	0.948	FALSE	FALSE	FALSE	FALSE
Teff	PLS1	-0.131	-1.006	0.972	0.588	FALSE	FALSE	FALSE	FALSE
Teff	U2SURP	0.303	-0.102	0.361	0.933	FALSE	FALSE	FALSE	FALSE
Teff	CHST2	-0.603	-0.644	0.731	0.786	FALSE	FALSE	FALSE	FALSE
Teff	SLC9A9	-0.043	0.11	0.987	0.923	FALSE	FALSE	FALSE	FALSE
Teff	C3orf58	-0.268	-0.94	0.696	0.501	FALSE	FALSE	FALSE	FALSE
Teff	PLSCR1	0.258	-1.886	0.875	0.204	FALSE	FALSE	FALSE	FALSE
Teff	GYG1	-0.071	0.35	0.973	0.716	FALSE	FALSE	FALSE	FALSE
Teff	HLTF	-0.389	-0.705	0.459	0.554	FALSE	FALSE	FALSE	FALSE
Teff	HPS3	-0.376	-0.185	0.484	0.895	FALSE	FALSE	FALSE	FALSE
Teff	CP	0.821	-2.127	0.652	0.186	FALSE	FALSE	FALSE	FALSE
Teff	WWTR1	-0.733	-2.043	0.615	0.208	FALSE	FALSE	FALSE	FALSE
Teff	COMMD2	0.004	-0.352	0.998	0.783	FALSE	FALSE	FALSE	FALSE
Teff	RNF13	-0.153	0.639	0.79	0.599	FALSE	FALSE	FALSE	FALSE
Teff	PFN2	0.27	-1.654	0.928	0.258	FALSE	FALSE	FALSE	FALSE
Teff	TSC22D2	0.148	-1.617	0.886	0.178	FALSE	FALSE	FALSE	FALSE
Teff	SERP1	-0.221	1.173	0.752	0.247	FALSE	FALSE	FALSE	FALSE
Teff	EIF2A	-0.087	1.06	0.947	0.371	FALSE	FALSE	FALSE	FALSE
Teff	ERICH6-AS1	0.892	0.894	0.443	0.525	FALSE	FALSE	FALSE	FALSE
Teff	SIAH2	-0.394	0.74	0.643	0.529	FALSE	FALSE	FALSE	FALSE
Teff	GPR171	-0.616	-0.196	0.207	0.891	FALSE	FALSE	FALSE	FALSE
Teff	P2RY14	-3.672	-2.118	0.091	0.241	FALSE	FALSE	FALSE	FALSE
Teff	MBNL1	0.289	-0.505	0.644	0.63	FALSE	FALSE	FALSE	FALSE
Teff	MBNL1-AS1	-0.007	-2.664	0.998	0.111	FALSE	FALSE	FALSE	FALSE
Teff	RAP2B	-0.316	-0.438	0.595	0.732	FALSE	FALSE	FALSE	FALSE
Teff	ARHGEF26	-0.817	-4.507	0.503	0.032	FALSE	TRUE	FALSE	FALSE
Teff	DHX36	-0.091	-1.091	0.893	0.356	FALSE	FALSE	FALSE	FALSE
Teff	SLC33A1	-0.017	-0.164	0.995	0.885	FALSE	FALSE	FALSE	FALSE
Teff	GMPS	-0.25	-0.13	0.744	0.909	FALSE	FALSE	FALSE	FALSE
Teff	KCNAB1	0.976	-1.18	0.395	0.538	FALSE	FALSE	FALSE	FALSE
Teff	SSR3	-0.092	0.539	0.922	0.598	FALSE	FALSE	FALSE	FALSE
Teff	TIPARP-AS1	-0.36	-2.364	0.827	0.237	FALSE	FALSE	FALSE	FALSE
Teff	TIPARP	-0.227	0.635	0.739	0.48	FALSE	FALSE	FALSE	FALSE
Teff	LINC00886	0.223	-1.254	0.959	0.518	FALSE	FALSE	FALSE	FALSE
Teff	LEKR1	-0.169	-1.636	0.974	0.376	FALSE	FALSE	FALSE	FALSE
Teff	LINC00881	-0.855	-1.668	0.618	0.318	FALSE	FALSE	FALSE	FALSE
Teff	CCNL1	-0.069	0.095	0.964	0.929	FALSE	FALSE	FALSE	FALSE
Teff	RSRC1	0.063	-0.007	0.969	0.996	FALSE	FALSE	FALSE	FALSE
Teff	MLF1	0.558	0.882	0.658	0.546	FALSE	FALSE	FALSE	FALSE
Teff	GFM1	0.156	-0.674	0.888	0.589	FALSE	FALSE	FALSE	FALSE
Teff	LXN	0.074	-0.13	0.971	0.943	FALSE	FALSE	FALSE	FALSE
Teff	MFSD1	-0.067	0.405	0.973	0.743	FALSE	FALSE	FALSE	FALSE
Teff	IFT80	-0.082	-0.06	0.963	0.967	FALSE	FALSE	FALSE	FALSE
Teff	SMC4	-0.102	0.753	0.964	0.477	FALSE	FALSE	FALSE	FALSE
Teff	TRIM59	-0.277	-0.598	0.728	0.673	FALSE	FALSE	FALSE	FALSE
Teff	KPNA4	0.043	-0.049	0.96	0.972	FALSE	FALSE	FALSE	FALSE
Teff	PPM1L	0.27	-3.045	0.933	0.111	FALSE	FALSE	FALSE	FALSE
Teff	NMD3	0.117	-0.219	0.912	0.864	FALSE	FALSE	FALSE	FALSE
Teff	PDCD10	0.339	-0.074	0.169	0.959	FALSE	FALSE	FALSE	FALSE
Teff	SERPINI1	0.062	2.05	0.983	0.193	FALSE	FALSE	FALSE	FALSE
Teff	GOLIM4	-0.525	-2.342	0.668	0.142	FALSE	FALSE	FALSE	FALSE
Teff	MYNN	0.297	0.428	0.74	0.73	FALSE	FALSE	FALSE	FALSE
Teff	SEC62	0.401	0.527	0.176	0.637	FALSE	FALSE	FALSE	FALSE
Teff	GPR160	0.288	-2.077	0.9	0.265	FALSE	FALSE	FALSE	FALSE
Teff	PHC3	0.031	0.597	0.983	0.623	FALSE	FALSE	FALSE	FALSE
Teff	PRKCI	-0.16	-0.61	0.878	0.634	FALSE	FALSE	FALSE	FALSE
Teff	SKIL	0.146	-0.947	0.756	0.394	FALSE	FALSE	FALSE	FALSE
Teff	RPL22L1	-0.099	-0.29	0.955	0.812	FALSE	FALSE	FALSE	FALSE
Teff	EIF5A2	0.408	-1.458	0.509	0.243	FALSE	FALSE	FALSE	FALSE
Teff	TNIK	-0.408	-0.124	0.646	0.912	FALSE	FALSE	FALSE	FALSE
Teff	PLD1	-0.045	-0.021	0.987	0.99	FALSE	FALSE	FALSE	FALSE
Teff	FNDC3B	-0.276	-2.221	0.842	0.09	FALSE	FALSE	FALSE	FALSE
Teff	TNFSF10	0.045	0.322	0.978	0.803	FALSE	FALSE	FALSE	FALSE
Teff	NCEH1	-1.123	0.179	0.322	0.93	FALSE	FALSE	FALSE	FALSE
Teff	ECT2	-0.469	-0.889	0.677	0.533	FALSE	FALSE	FALSE	FALSE
Teff	TBL1XR1	-0.012	-0.77	0.995	0.563	FALSE	FALSE	FALSE	FALSE
Teff	ZMAT3	-0.058	-1.285	0.963	0.268	FALSE	FALSE	FALSE	FALSE
Teff	PIK3CA	-0.161	-0.983	0.843	0.318	FALSE	FALSE	FALSE	FALSE
Teff	KCNMB3	0.74	-3.298	0.658	0.088	FALSE	FALSE	FALSE	FALSE
Teff	ZNF639	0.042	-0.762	0.978	0.594	FALSE	FALSE	FALSE	FALSE
Teff	MFN1	0.044	1.011	0.983	0.435	FALSE	FALSE	FALSE	FALSE
Teff	GNB4	0.875	-0.829	0.555	0.631	FALSE	FALSE	FALSE	FALSE
Teff	ACTL6A	0.26	1.374	0.652	0.19	FALSE	FALSE	FALSE	FALSE
Teff	MRPL47	0.35	0.54	0.486	0.695	FALSE	FALSE	FALSE	FALSE
Teff	NDUFB5	-0.139	0.588	0.883	0.64	FALSE	FALSE	FALSE	FALSE
Teff	USP13	0.055	-1.789	0.991	0.313	FALSE	FALSE	FALSE	FALSE
Teff	TTC14	-0.095	0.026	0.925	0.986	FALSE	FALSE	FALSE	FALSE
Teff	FXR1	0.26	0.037	0.525	0.976	FALSE	FALSE	FALSE	FALSE
Teff	DNAJC19	0.34	0.937	0.595	0.339	FALSE	FALSE	FALSE	FALSE
Teff	ATP11B	-0.093	-0.115	0.932	0.914	FALSE	FALSE	FALSE	FALSE
Teff	DCUN1D1	0.178	-1.097	0.788	0.401	FALSE	FALSE	FALSE	FALSE
Teff	MCCC1	-0.02	0.281	0.994	0.83	FALSE	FALSE	FALSE	FALSE
Teff	LAMP3	0.37	-4.922	0.888	0.024	FALSE	TRUE	FALSE	FALSE
Teff	MCF2L2	-0.264	-2.779	0.887	0.032	FALSE	TRUE	FALSE	FALSE
Teff	B3GNT5	0.392	-2.08	0.856	0.145	FALSE	FALSE	FALSE	FALSE
Teff	KLHL6	0.054	-0.415	0.986	0.764	FALSE	FALSE	FALSE	FALSE
Teff	KLHL24	-0.066	-0.885	0.94	0.41	FALSE	FALSE	FALSE	FALSE
Teff	YEATS2	-0.125	-0.591	0.927	0.656	FALSE	FALSE	FALSE	FALSE
Teff	PARL	-0.102	0.641	0.935	0.621	FALSE	FALSE	FALSE	FALSE
Teff	ABCC5	-0.415	-0.949	0.652	0.466	FALSE	FALSE	FALSE	FALSE
Teff	EIF2B5	0.051	0.336	0.969	0.806	FALSE	FALSE	FALSE	FALSE
Teff	DVL3	0.236	-0.299	0.719	0.862	FALSE	FALSE	FALSE	FALSE
Teff	AP2M1	-0.08	1.35	0.89	0.219	FALSE	FALSE	FALSE	FALSE
Teff	ABCF3	-0.167	1.043	0.887	0.42	FALSE	FALSE	FALSE	FALSE
Teff	ALG3	-0.034	0.626	0.986	0.7	FALSE	FALSE	FALSE	FALSE
Teff	CAMK2N2	-0.008	-1.939	0.999	0.398	FALSE	FALSE	FALSE	FALSE
Teff	PSMD2	0.083	1.083	0.909	0.325	FALSE	FALSE	FALSE	FALSE
Teff	EIF4G1	0.059	0.828	0.953	0.547	FALSE	FALSE	FALSE	FALSE
Teff	FAM131A	-0.081	-1.797	0.983	0.29	FALSE	FALSE	FALSE	FALSE
Teff	POLR2H	0.012	1.569	0.995	0.095	FALSE	FALSE	FALSE	FALSE
Teff	MAGEF1	-0.214	0.646	0.898	0.717	FALSE	FALSE	FALSE	FALSE
Teff	VPS8	-0.172	-0.843	0.842	0.45	FALSE	FALSE	FALSE	FALSE
Teff	MAP3K13	0.215	0.052	0.775	0.97	FALSE	FALSE	FALSE	FALSE
Teff	TMEM41A	0.016	0.024	0.995	0.985	FALSE	FALSE	FALSE	FALSE
Teff	SENP2	0.21	-0.459	0.768	0.768	FALSE	FALSE	FALSE	FALSE
Teff	TRA2B	0.279	-0.254	0.518	0.835	FALSE	FALSE	FALSE	FALSE
Teff	TBCCD1	-0.26	-0.604	0.855	0.697	FALSE	FALSE	FALSE	FALSE
Teff	DNAJB11	0.293	0.906	0.574	0.366	FALSE	FALSE	FALSE	FALSE
Teff	EIF4A2	0.031	-0.345	0.987	0.802	FALSE	FALSE	FALSE	FALSE
Teff	RFC4	0.008	0.716	0.997	0.507	FALSE	FALSE	FALSE	FALSE
Teff	ST6GAL1	0.187	0.832	0.828	0.576	FALSE	FALSE	FALSE	FALSE
Teff	RPL39L	0.771	-0.879	0.305	0.547	FALSE	FALSE	FALSE	FALSE
Teff	RTP4	-0.264	0.779	0.933	0.559	FALSE	FALSE	FALSE	FALSE
Teff	BCL6	-0.236	0.03	0.802	0.983	FALSE	FALSE	FALSE	FALSE
Teff	LPP	-0.55	-1.681	0.729	0.207	FALSE	FALSE	FALSE	FALSE
Teff	TPRG1	-0.193	0.099	0.933	0.937	FALSE	FALSE	FALSE	FALSE
Teff	IL1RAP	-0.187	-1.715	0.945	0.225	FALSE	FALSE	FALSE	FALSE
Teff	CCDC50	-0.618	-0.255	0.646	0.893	FALSE	FALSE	FALSE	FALSE
Teff	MB21D2	0.128	1.005	0.963	0.561	FALSE	FALSE	FALSE	FALSE
Teff	OPA1	-0.338	-0.735	0.435	0.48	FALSE	FALSE	FALSE	FALSE
Teff	ATP13A3	-0.223	-2.778	0.686	0.055	FALSE	FALSE	FALSE	FALSE
Teff	TMEM44-AS1	-0.019	-1.107	0.998	0.555	FALSE	FALSE	FALSE	FALSE
Teff	TMEM44	-0.865	-1.039	0.542	0.536	FALSE	FALSE	FALSE	FALSE
Teff	LSG1	0.274	0.326	0.542	0.812	FALSE	FALSE	FALSE	FALSE
Teff	FAM43A	-0.55	-0.679	0.795	0.685	FALSE	FALSE	FALSE	FALSE
Teff	XXYLT1	-0.797	-2.165	0.651	0.221	FALSE	FALSE	FALSE	FALSE
Teff	ACAP2	-0.268	-0.53	0.553	0.553	FALSE	FALSE	FALSE	FALSE
Teff	PPP1R2	-0.164	0.061	0.724	0.957	FALSE	FALSE	FALSE	FALSE
Teff	TNK2	-0.364	-1.062	0.544	0.552	FALSE	FALSE	FALSE	FALSE
Teff	TFRC	-0.215	0.331	0.859	0.802	FALSE	FALSE	FALSE	FALSE
Teff	PCYT1A	0.24	-0.905	0.714	0.392	FALSE	FALSE	FALSE	FALSE
Teff	TCTEX1D2	0.273	-0.44	0.802	0.771	FALSE	FALSE	FALSE	FALSE
Teff	UBXN7	0.019	-1.428	0.992	0.216	FALSE	FALSE	FALSE	FALSE
Teff	RNF168	0.209	-0.356	0.863	0.773	FALSE	FALSE	FALSE	FALSE
Teff	WDR53	0.228	0.539	0.81	0.718	FALSE	FALSE	FALSE	FALSE
Teff	FBXO45	-0.138	-0.213	0.895	0.902	FALSE	FALSE	FALSE	FALSE
Teff	PIGX	-0.344	-1.146	0.669	0.384	FALSE	FALSE	FALSE	FALSE
Teff	CEP19	-0.111	-0.054	0.955	0.973	FALSE	FALSE	FALSE	FALSE
Teff	PAK2	-0.142	0.208	0.824	0.824	FALSE	FALSE	FALSE	FALSE
Teff	SENP5	0.139	-0.923	0.893	0.457	FALSE	FALSE	FALSE	FALSE
Teff	NCBP2	0.163	-0.033	0.677	0.976	FALSE	FALSE	FALSE	FALSE
Teff	NCBP2-AS2	-0.219	1.406	0.654	0.357	FALSE	FALSE	FALSE	FALSE
Teff	DLG1	-0.224	-0.947	0.703	0.432	FALSE	FALSE	FALSE	FALSE
Teff	BDH1	0.01	-0.073	0.997	0.969	FALSE	FALSE	FALSE	FALSE
Teff	RUBCN	0.385	0.914	0.542	0.317	FALSE	FALSE	FALSE	FALSE
Teff	FYTTD1	-0.021	-0.498	0.987	0.724	FALSE	FALSE	FALSE	FALSE
Teff	LRCH3	-0.262	-0.162	0.597	0.862	FALSE	FALSE	FALSE	FALSE
Teff	IQCG	0.265	-1.426	0.849	0.256	FALSE	FALSE	FALSE	FALSE
Teff	RPL35A	0.155	0.631	0.883	0.561	FALSE	FALSE	FALSE	FALSE
Teff	LMLN	0.351	-1.652	0.897	0.258	FALSE	FALSE	FALSE	FALSE
Teff	ZNF595	0.766	-0.577	0.783	0.713	FALSE	FALSE	FALSE	FALSE
Teff	ZNF718	0.186	-0.525	0.901	0.731	FALSE	FALSE	FALSE	FALSE
Teff	ZNF141	-0.251	0.514	0.8	0.736	FALSE	FALSE	FALSE	FALSE
Teff	ZNF721	0.055	0.15	0.974	0.913	FALSE	FALSE	FALSE	FALSE
Teff	PIGG	-0.07	0.035	0.969	0.982	FALSE	FALSE	FALSE	FALSE
Teff	PDE6B	-0.225	-1.557	0.955	0.315	FALSE	FALSE	FALSE	FALSE
Teff	MYL5	-0.12	-2.208	0.968	0.192	FALSE	FALSE	FALSE	FALSE
Teff	PCGF3	-0.318	0.208	0.66	0.868	FALSE	FALSE	FALSE	FALSE
Teff	GAK	-0.336	0.544	0.612	0.765	FALSE	FALSE	FALSE	FALSE
Teff	TMEM175	-0.189	0.339	0.957	0.87	FALSE	FALSE	FALSE	FALSE
Teff	DGKQ	-0.475	-1.18	0.669	0.407	FALSE	FALSE	FALSE	FALSE
Teff	SLC26A1	0.355	-1.815	0.899	0.345	FALSE	FALSE	FALSE	FALSE
Teff	IDUA	0.339	-0.01	0.895	0.996	FALSE	FALSE	FALSE	FALSE
Teff	FGFRL1	0.049	-0.414	0.987	0.841	FALSE	FALSE	FALSE	FALSE
Teff	SPON2	-1.229	-1.218	0.202	0.444	FALSE	FALSE	FALSE	FALSE
Teff	CTBP1-AS	0.519	-4.16	0.849	0.118	FALSE	FALSE	FALSE	FALSE
Teff	CTBP1	-0.154	0.785	0.918	0.607	FALSE	FALSE	FALSE	FALSE
Teff	MAEA	-0.31	0.973	0.615	0.446	FALSE	FALSE	FALSE	FALSE
Teff	UVSSA	-0.615	-0.851	0.207	0.606	FALSE	FALSE	FALSE	FALSE
Teff	SLBP	-0.024	0.525	0.99	0.601	FALSE	FALSE	FALSE	FALSE
Teff	TMEM129	-0.532	0.269	0.51	0.889	FALSE	FALSE	FALSE	FALSE
Teff	TACC3	-0.167	1.277	0.848	0.352	FALSE	FALSE	FALSE	FALSE
Teff	LETM1	-0.365	-1.385	0.652	0.335	FALSE	FALSE	FALSE	FALSE
Teff	NELFA	-0.103	0.951	0.936	0.514	FALSE	FALSE	FALSE	FALSE
Teff	C4orf48	0.422	-0.591	0.301	0.78	FALSE	FALSE	FALSE	FALSE
Teff	POLN	-0.336	-2.269	0.888	0.141	FALSE	FALSE	FALSE	FALSE
Teff	HAUS3	0.179	0.358	0.886	0.793	FALSE	FALSE	FALSE	FALSE
Teff	MXD4	-0.552	0.519	0.173	0.775	FALSE	FALSE	FALSE	FALSE
Teff	ZFYVE28	-0.427	0.266	0.558	0.864	FALSE	FALSE	FALSE	FALSE
Teff	RNF4	0.073	1.334	0.932	0.186	FALSE	FALSE	FALSE	FALSE
Teff	FAM193A	-0.258	-0.402	0.654	0.822	FALSE	FALSE	FALSE	FALSE
Teff	TNIP2	0.003	1.828	0.999	0.312	FALSE	FALSE	FALSE	FALSE
Teff	SH3BP2	-0.571	-1.605	0.597	0.132	FALSE	FALSE	FALSE	FALSE
Teff	ADD1	-0.019	0.461	0.987	0.735	FALSE	FALSE	FALSE	FALSE
Teff	MFSD10	-0.089	1.398	0.939	0.356	FALSE	FALSE	FALSE	FALSE
Teff	NOP14-AS1	-0.478	0.267	0.633	0.893	FALSE	FALSE	FALSE	FALSE
Teff	NOP14	-0.192	-0.132	0.563	0.939	FALSE	FALSE	FALSE	FALSE
Teff	GRK4	-0.11	-1.896	0.972	0.187	FALSE	FALSE	FALSE	FALSE
Teff	HTT	-0.088	-1.031	0.955	0.519	FALSE	FALSE	FALSE	FALSE
Teff	RGS12	-0.44	-2.224	0.831	0.153	FALSE	FALSE	FALSE	FALSE
Teff	LRPAP1	-0.043	1.177	0.964	0.418	FALSE	FALSE	FALSE	FALSE
Teff	TMEM128	-0.124	0.615	0.933	0.592	FALSE	FALSE	FALSE	FALSE
Teff	LYAR	0.011	-0.476	0.997	0.67	FALSE	FALSE	FALSE	FALSE
Teff	ZBTB49	0.035	-0.018	0.992	0.992	FALSE	FALSE	FALSE	FALSE
Teff	NSG1	-0.247	-0.352	0.893	0.809	FALSE	FALSE	FALSE	FALSE
Teff	STX18	-0.069	1.577	0.959	0.195	FALSE	FALSE	FALSE	FALSE
Teff	EVC2	-0.207	0.288	0.936	0.873	FALSE	FALSE	FALSE	FALSE
Teff	EVC	-0.893	-3.189	0.658	0.062	FALSE	FALSE	FALSE	FALSE
Teff	JAKMIP1	-1.513	-0.008	0.18	0.997	FALSE	FALSE	FALSE	FALSE
Teff	MAN2B2	0.213	-0.899	0.829	0.588	FALSE	FALSE	FALSE	FALSE
Teff	MRFAP1	-0.105	0.819	0.863	0.412	FALSE	FALSE	FALSE	FALSE
Teff	S100P	-1.228	0.039	0.464	0.986	FALSE	FALSE	FALSE	FALSE
Teff	MRFAP1L1	0.081	0.777	0.94	0.481	FALSE	FALSE	FALSE	FALSE
Teff	BLOC1S4	-0.178	1.631	0.784	0.308	FALSE	FALSE	FALSE	FALSE
Teff	KIAA0232	0.062	0.474	0.964	0.723	FALSE	FALSE	FALSE	FALSE
Teff	TBC1D14	-0.302	0.801	0.776	0.679	FALSE	FALSE	FALSE	FALSE
Teff	TADA2B	-0.076	-0.189	0.955	0.906	FALSE	FALSE	FALSE	FALSE
Teff	GRPEL1	0.324	0.366	0.302	0.708	FALSE	FALSE	FALSE	FALSE
Teff	AFAP1	-0.339	-1.727	0.69	0.255	FALSE	FALSE	FALSE	FALSE
Teff	SH3TC1	-1.045	0.176	0.086	0.932	FALSE	FALSE	FALSE	FALSE
Teff	ACOX3	-0.756	1.133	0.348	0.393	FALSE	FALSE	FALSE	FALSE
Teff	TRMT44	-0.452	-0.235	0.685	0.897	FALSE	FALSE	FALSE	FALSE
Teff	WDR1	-0.006	0.979	0.997	0.43	FALSE	FALSE	FALSE	FALSE
Teff	ZNF518B	-0.035	-0.958	0.99	0.35	FALSE	FALSE	FALSE	FALSE
Teff	RAB28	0.004	-0.186	0.999	0.873	FALSE	FALSE	FALSE	FALSE
Teff	BOD1L1	-0.049	-0.151	0.978	0.879	FALSE	FALSE	FALSE	FALSE
Teff	LINC00504	1.058	-5.329	0.375	0.051	FALSE	FALSE	FALSE	FALSE
Teff	CPEB2	-0.112	-1.404	0.957	0.291	FALSE	FALSE	FALSE	FALSE
Teff	FBXL5	0.086	-1.378	0.928	0.285	FALSE	FALSE	FALSE	FALSE
Teff	FAM200B	0.166	0.2	0.893	0.856	FALSE	FALSE	FALSE	FALSE
Teff	TAPT1	0.294	-0.401	0.617	0.763	FALSE	FALSE	FALSE	FALSE
Teff	QDPR	-0.078	0.158	0.969	0.92	FALSE	FALSE	FALSE	FALSE
Teff	LAP3	0.193	0.402	0.842	0.734	FALSE	FALSE	FALSE	FALSE
Teff	MED28	-0.05	0.265	0.964	0.804	FALSE	FALSE	FALSE	FALSE
Teff	FAM184B	-0.355	-4.917	0.94	0.033	FALSE	TRUE	FALSE	FALSE
Teff	DCAF16	0.226	0.27	0.782	0.883	FALSE	FALSE	FALSE	FALSE
Teff	LCORL	-0.183	-0.837	0.887	0.473	FALSE	FALSE	FALSE	FALSE
Teff	PACRGL	0.338	-2.726	0.852	0.179	FALSE	FALSE	FALSE	FALSE
Teff	DHX15	0.418	-0.021	0.466	0.986	FALSE	FALSE	FALSE	FALSE
Teff	SEPSECS	-0.331	-1.924	0.848	0.158	FALSE	FALSE	FALSE	FALSE
Teff	SEPSECS-AS1	-0.066	-0.971	0.98	0.477	FALSE	FALSE	FALSE	FALSE
Teff	PI4K2B	-0.057	0.102	0.983	0.951	FALSE	FALSE	FALSE	FALSE
Teff	ZCCHC4	0.12	0.01	0.963	0.995	FALSE	FALSE	FALSE	FALSE
Teff	ANAPC4	0.092	0.249	0.943	0.774	FALSE	FALSE	FALSE	FALSE
Teff	SEL1L3	-0.031	0.51	0.987	0.741	FALSE	FALSE	FALSE	FALSE
Teff	SMIM20	-0.305	-0.305	0.782	0.826	FALSE	FALSE	FALSE	FALSE
Teff	RBPJ	-0.004	0.089	0.998	0.943	FALSE	FALSE	FALSE	TRUE
Teff	TBC1D19	0.55	-0.613	0.577	0.67	FALSE	FALSE	FALSE	FALSE
Teff	STIM2	-0.095	0.049	0.92	0.972	FALSE	FALSE	FALSE	FALSE
Teff	ARAP2	0.121	-0.999	0.956	0.397	FALSE	FALSE	FALSE	FALSE
Teff	DTHD1	0.13	-0.662	0.994	0.608	FALSE	FALSE	FALSE	FALSE
Teff	RELL1	-0.051	-0.237	0.974	0.906	FALSE	FALSE	FALSE	FALSE
Teff	PGM2	0.185	0.96	0.824	0.385	FALSE	FALSE	FALSE	FALSE
Teff	TBC1D1	-0.012	-1.083	0.997	0.426	FALSE	FALSE	FALSE	FALSE
Teff	KLF3	-0.351	-0.282	0.797	0.79	FALSE	FALSE	FALSE	FALSE
Teff	TLR1	0.205	0.689	0.954	0.726	FALSE	FALSE	FALSE	FALSE
Teff	TLR6	0.997	-2.184	0.527	0.216	FALSE	FALSE	FALSE	FALSE
Teff	TMEM156	0.251	-2.144	0.964	0.083	FALSE	FALSE	FALSE	FALSE
Teff	KLHL5	-0.197	-1.22	0.929	0.326	FALSE	FALSE	FALSE	FALSE
