gene	CellType	log2FoldChange_il17	padj_il17	log2FoldChange_il23	padj_il23	significant_il23	significant_il17	radar_gene	pv50_gene
CST7	Teff	-0.776	0.986	-0.102	0.975	FALSE	FALSE	FALSE	FALSE
CST8	Teff	1.089	NA	NA	NA	NA	NA	FALSE	FALSE
CST9	Teff	-0.576	NA	NA	NA	NA	NA	FALSE	FALSE
CST9L	Teff	0.367	NA	NA	NA	NA	NA	FALSE	FALSE
CSTA	Teff	-0.826	NA	-1.14	NA	NA	NA	FALSE	FALSE
CSTB	Teff	-0.674	0.99	-0.262	0.696	FALSE	FALSE	FALSE	FALSE
CSTF1	Teff	0.151	0.996	0.06	NA	NA	FALSE	FALSE	FALSE
CSTF2	Teff	1.529	0.895	-0.172	NA	NA	FALSE	FALSE	FALSE
CSTF2T	Teff	-2.529	0.486	-0.118	NA	NA	FALSE	FALSE	FALSE
CSTF3	Teff	1.017	0.895	0.351	NA	NA	FALSE	FALSE	FALSE
CSTL1	Teff	-0.29	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A1	Teff	0.549	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A10	Teff	-1.122	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A2	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A3	Teff	-0.512	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A5	Teff	0.326	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A6	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A7	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A8	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT45A9	Teff	0.339	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A10	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A11	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A12	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A2	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A3	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A4	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A5	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A6	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A7	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A8	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47A9	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CT47B1	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
CT55	Teff	-0.32	NA	NA	NA	NA	NA	FALSE	FALSE
CT62	Teff	-0.276	NA	NA	NA	NA	NA	FALSE	FALSE
CT83	Teff	-0.362	NA	NA	NA	NA	NA	FALSE	FALSE
CTAG1A	Teff	0.328	NA	NA	NA	NA	NA	FALSE	FALSE
CTAG1B	Teff	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
CTAG2	Teff	0.341	NA	NA	NA	NA	NA	FALSE	FALSE
CTAGE1	Teff	0.337	0.996	-2.626	NA	NA	FALSE	FALSE	FALSE
CTAGE15	Teff	0.226	NA	NA	NA	NA	NA	FALSE	FALSE
CTAGE4	Teff	-1.269	NA	-2.976	NA	NA	NA	FALSE	FALSE
CTAGE6	Teff	-0.492	NA	0.658	NA	NA	NA	FALSE	FALSE
CTAGE8	Teff	4.708	NA	-2.641	NA	NA	NA	FALSE	FALSE
CTAGE9	Teff	1.144	NA	NA	NA	NA	NA	FALSE	FALSE
CTBP1	Teff	-0.047	0.997	0.214	NA	NA	FALSE	FALSE	FALSE
CTBP1-AS	Teff	0.364	0.996	0.187	NA	NA	FALSE	FALSE	FALSE
CTBP2	Teff	5.016	0.067	0.297	NA	NA	FALSE	FALSE	FALSE
CTBS	Teff	-0.813	0.968	0.622	NA	NA	FALSE	FALSE	FALSE
CTC1	Teff	-0.046	0.997	-0.705	NA	NA	FALSE	FALSE	FALSE
CTCF	Teff	0.007	0.999	0.249	0.837	FALSE	FALSE	FALSE	FALSE
CTCFL	Teff	0.025	0.998	NA	NA	NA	FALSE	FALSE	FALSE
CTDNEP1	Teff	-0.917	0.957	-0.081	0.963	FALSE	FALSE	FALSE	FALSE
CTDP1	Teff	1.949	0.81	0.361	NA	NA	FALSE	FALSE	FALSE
CTDSP1	Teff	0.676	0.992	-0.404	NA	NA	FALSE	FALSE	FALSE
CTDSP2	Teff	-1.003	0.908	0.398	NA	NA	FALSE	FALSE	FALSE
CTDSPL	Teff	-0.562	0.996	0.24	NA	NA	FALSE	FALSE	FALSE
CTDSPL2	Teff	1.753	0.661	-0.057	0.979	FALSE	FALSE	FALSE	FALSE
CTF1	Teff	-0.046	0.997	-0.64	NA	NA	FALSE	FALSE	FALSE
CTGF	Teff	-1.761	NA	-3.458	NA	NA	NA	FALSE	FALSE
CTH	Teff	2.539	0.702	-0.701	NA	NA	FALSE	FALSE	FALSE
CTHRC1	Teff	0.764	NA	-1.843	NA	NA	NA	FALSE	FALSE
CTIF	Teff	1.441	0.929	0.855	NA	NA	FALSE	FALSE	FALSE
CTLA4	Teff	1.123	0.857	0.937	NA	NA	FALSE	FALSE	TRUE
CTNNA1	Teff	-1.27	0.851	0.395	NA	NA	FALSE	FALSE	FALSE
CTNNA2	Teff	2.509	0.66	NA	NA	NA	FALSE	FALSE	FALSE
CTNNA3	Teff	-2.31	0.745	NA	NA	NA	FALSE	FALSE	FALSE
CTNNAL1	Teff	0.206	0.996	0.495	NA	NA	FALSE	FALSE	FALSE
CTNNB1	Teff	0.202	0.996	0.074	0.979	FALSE	FALSE	FALSE	FALSE
CTNNBIP1	Teff	-2.017	0.754	0.177	NA	NA	FALSE	FALSE	FALSE
CTNNBL1	Teff	-0.654	0.986	-0.35	0.789	FALSE	FALSE	FALSE	FALSE
CTNND1	Teff	-1.112	0.923	-0.153	NA	NA	FALSE	FALSE	FALSE
CTNND2	Teff	0.19	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CTNS	Teff	0.601	0.996	-0.203	NA	NA	FALSE	FALSE	FALSE
CTPS1	Teff	0.573	0.993	1.146	NA	NA	FALSE	FALSE	FALSE
CTPS2	Teff	1.285	0.928	0.291	NA	NA	FALSE	FALSE	FALSE
CTR9	Teff	0.927	0.939	-0.213	0.882	FALSE	FALSE	FALSE	FALSE
CTRB1	Teff	-0.336	NA	NA	NA	NA	NA	FALSE	FALSE
CTRB2	Teff	1.072	NA	NA	NA	NA	NA	FALSE	FALSE
CTRC	Teff	1.556	0.952	-2.141	NA	NA	FALSE	FALSE	FALSE
CTRL	Teff	NA	NA	-0.664	NA	NA	NA	FALSE	FALSE
CTSA	Teff	-0.481	0.996	0.017	NA	NA	FALSE	FALSE	FALSE
CTSB	Teff	-0.417	0.996	-0.072	0.974	FALSE	FALSE	FALSE	FALSE
CTSC	Teff	-0.327	0.996	-0.03	0.991	FALSE	FALSE	FALSE	FALSE
CTSD	Teff	-1.396	0.851	0.234	0.88	FALSE	FALSE	FALSE	FALSE
CTSE	Teff	-1.302	0.994	NA	NA	NA	FALSE	FALSE	FALSE
CTSF	Teff	-1.467	0.937	0.475	NA	NA	FALSE	FALSE	FALSE
CTSG	Teff	2.482	NA	0.503	NA	NA	NA	FALSE	FALSE
CTSH	Teff	-0.515	0.996	0.411	0.838	FALSE	FALSE	FALSE	TRUE
CTSK	Teff	-0.378	0.996	0.63	NA	NA	FALSE	FALSE	FALSE
CTSL	Teff	3.867	0.174	-0.215	NA	NA	FALSE	FALSE	FALSE
CTSO	Teff	1.928	0.864	0.807	NA	NA	FALSE	FALSE	FALSE
CTSS	Teff	-0.492	0.996	-0.674	0.138	FALSE	FALSE	FALSE	FALSE
CTSV	Teff	6.402	0.023	-1.793	NA	NA	TRUE	FALSE	FALSE
CTSW	Teff	-0.806	0.984	-1.387	NA	NA	FALSE	FALSE	FALSE
CTSZ	Teff	1.552	0.941	0.307	NA	NA	FALSE	FALSE	FALSE
CTTN	Teff	2.392	0.712	-1.276	NA	NA	FALSE	FALSE	FALSE
CTTNBP2	Teff	1.197	0.993	-2.018	NA	NA	FALSE	FALSE	FALSE
CTTNBP2NL	Teff	-0.033	0.997	-0.761	NA	NA	FALSE	FALSE	FALSE
CTU1	Teff	-1.343	0.933	0.216	NA	NA	FALSE	FALSE	FALSE
CTU2	Teff	3.013	0.583	0.28	NA	NA	FALSE	FALSE	FALSE
CTXN1	Teff	2.212	NA	-0.569	NA	NA	NA	FALSE	FALSE
CTXN2	Teff	-1.172	NA	-2.399	NA	NA	NA	FALSE	FALSE
CTXN3	Teff	-1.106	NA	NA	NA	NA	NA	FALSE	FALSE
CU104787.1	Teff	0.285	NA	NA	NA	NA	NA	FALSE	FALSE
CUBN	Teff	3.973	0.077	1.319	NA	NA	FALSE	FALSE	FALSE
CUEDC1	Teff	1.6	0.971	NA	NA	NA	FALSE	FALSE	FALSE
CUEDC2	Teff	-1.416	0.848	0.203	NA	NA	FALSE	FALSE	FALSE
CUL1	Teff	-0.353	0.996	0.122	NA	NA	FALSE	FALSE	FALSE
CUL2	Teff	1.167	0.953	0.083	NA	NA	FALSE	FALSE	FALSE
CUL3	Teff	0.318	0.996	0.117	0.962	FALSE	FALSE	FALSE	FALSE
CUL4A	Teff	0.096	0.996	-0.194	NA	NA	FALSE	FALSE	FALSE
CUL4B	Teff	1.384	0.827	-0.721	NA	NA	FALSE	FALSE	FALSE
CUL5	Teff	2.148	0.569	0.411	NA	NA	FALSE	FALSE	FALSE
CUL7	Teff	2.544	0.618	0.154	NA	NA	FALSE	FALSE	FALSE
CUL9	Teff	3.939	0.056	1.042	NA	NA	FALSE	FALSE	FALSE
CUTA	Teff	-0.771	0.986	0.036	0.983	FALSE	FALSE	FALSE	FALSE
CUTC	Teff	-0.861	0.96	0.073	NA	NA	FALSE	FALSE	FALSE
CUX1	Teff	0.112	0.996	0.377	NA	NA	FALSE	FALSE	FALSE
CUX2	Teff	0.44	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CUZD1	Teff	2.896	0.621	-1.234	NA	NA	FALSE	FALSE	FALSE
CWC15	Teff	-0.209	0.996	-0.084	0.962	FALSE	FALSE	FALSE	FALSE
CWC22	Teff	0.601	0.993	-0.32	NA	NA	FALSE	FALSE	FALSE
CWC25	Teff	0.188	0.996	-0.004	0.999	FALSE	FALSE	FALSE	FALSE
CWC27	Teff	2.372	0.557	-0.157	NA	NA	FALSE	FALSE	FALSE
CWF19L1	Teff	-0.02	0.998	-0.032	NA	NA	FALSE	FALSE	FALSE
CWF19L2	Teff	-0.108	0.996	-0.177	0.92	FALSE	FALSE	FALSE	FALSE
CWH43	Teff	-3.105	0.754	NA	NA	NA	FALSE	FALSE	FALSE
CX3CL1	Teff	0.679	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CX3CR1	Teff	6.822	0.02	-2.169	NA	NA	TRUE	FALSE	FALSE
CXADR	Teff	-1.301	0.976	-0.64	NA	NA	FALSE	FALSE	FALSE
CXCL1	Teff	3.909	NA	0.582	NA	NA	NA	FALSE	FALSE
CXCL10	Teff	0.651	NA	-2.335	NA	NA	NA	FALSE	FALSE
CXCL11	Teff	0.989	NA	NA	NA	NA	NA	FALSE	FALSE
CXCL12	Teff	1.144	0.995	-2.626	NA	NA	FALSE	FALSE	FALSE
CXCL13	Teff	2.522	0.483	3.891	0.062	FALSE	FALSE	FALSE	TRUE
CXCL14	Teff	-2.723	0.826	-1.515	NA	NA	FALSE	FALSE	FALSE
CXCL16	Teff	-0.872	0.98	0.805	NA	NA	FALSE	FALSE	FALSE
CXCL17	Teff	2.391	0.91	-2.83	NA	NA	FALSE	FALSE	FALSE
CXCL2	Teff	-0.805	NA	2.04	NA	NA	NA	FALSE	FALSE
CXCL3	Teff	0.118	NA	1.723	NA	NA	NA	FALSE	FALSE
CXCL5	Teff	-0.721	NA	2.916	NA	NA	NA	FALSE	FALSE
CXCL6	Teff	-0.362	NA	-1.718	NA	NA	NA	FALSE	FALSE
CXCL8	Teff	0.036	0.998	1.038	NA	NA	FALSE	FALSE	FALSE
CXCL9	Teff	0.876	NA	-2.335	NA	NA	NA	FALSE	FALSE
CXCR1	Teff	-0.421	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CXCR2	Teff	0.359	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CXCR3	Teff	0.977	0.965	-0.662	NA	NA	FALSE	FALSE	FALSE
CXCR4	Teff	-0.198	0.996	0.087	0.961	FALSE	FALSE	FALSE	FALSE
CXCR5	Teff	0.518	NA	-0.566	NA	NA	NA	FALSE	FALSE
CXCR6	Teff	-1.139	0.885	0.095	0.975	FALSE	FALSE	FALSE	FALSE
CXorf21	Teff	4.425	0.123	-0.276	NA	NA	FALSE	FALSE	FALSE
CXorf36	Teff	0.994	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CXorf38	Teff	0.793	0.986	0.452	NA	NA	FALSE	FALSE	FALSE
CXorf40A	Teff	-2.433	0.621	0.904	NA	NA	FALSE	FALSE	FALSE
CXorf40B	Teff	-1.907	0.739	0.248	NA	NA	FALSE	FALSE	FALSE
CXorf49	Teff	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
CXorf49B	Teff	0.313	NA	NA	NA	NA	NA	FALSE	FALSE
CXorf51A	Teff	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
CXorf51B	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
CXorf56	Teff	-0.041	0.997	-0.499	NA	NA	FALSE	FALSE	FALSE
CXorf57	Teff	4.033	0.283	0.464	NA	NA	FALSE	FALSE	FALSE
CXorf58	Teff	0.232	NA	-1.671	NA	NA	NA	FALSE	FALSE
CXorf65	Teff	0.822	0.983	-1.817	NA	NA	FALSE	FALSE	FALSE
CXorf66	Teff	0.643	NA	NA	NA	NA	NA	FALSE	FALSE
CXorf67	Teff	0.436	NA	-2.641	NA	NA	NA	FALSE	FALSE
CXXC1	Teff	-0.534	0.994	-0.033	NA	NA	FALSE	FALSE	FALSE
CXXC4	Teff	-0.396	0.996	-2.615	NA	NA	FALSE	FALSE	FALSE
CXXC5	Teff	0.936	0.988	0.368	NA	NA	FALSE	FALSE	FALSE
CYB561	Teff	-0.61	0.994	-0.102	NA	NA	FALSE	FALSE	FALSE
CYB561A3	Teff	3.359	0.279	0.454	NA	NA	FALSE	FALSE	FALSE
CYB561D1	Teff	0.627	0.996	-0.621	NA	NA	FALSE	FALSE	FALSE
CYB561D2	Teff	-0.881	0.98	0.05	NA	NA	FALSE	FALSE	FALSE
CYB5A	Teff	-0.158	0.996	-0.231	NA	NA	FALSE	FALSE	FALSE
CYB5B	Teff	0.171	0.996	-0.072	NA	NA	FALSE	FALSE	FALSE
CYB5D1	Teff	-0.431	NA	0.93	NA	NA	NA	FALSE	FALSE
CYB5D2	Teff	1.381	0.866	0.366	NA	NA	FALSE	FALSE	FALSE
CYB5R1	Teff	-1.542	0.739	-0.72	NA	NA	FALSE	FALSE	FALSE
CYB5R2	Teff	0.747	0.994	-1.89	NA	NA	FALSE	FALSE	FALSE
CYB5R3	Teff	-2.365	0.247	0.352	NA	NA	FALSE	FALSE	FALSE
CYB5R4	Teff	-0.04	0.997	-0.018	NA	NA	FALSE	FALSE	FALSE
CYB5RL	Teff	3.582	0.232	0.295	NA	NA	FALSE	FALSE	FALSE
CYBA	Teff	-1.43	0.72	-0.085	0.961	FALSE	FALSE	FALSE	FALSE
CYBB	Teff	-1.213	0.993	-2.641	NA	NA	FALSE	FALSE	FALSE
CYBRD1	Teff	-1.661	0.963	-1.072	NA	NA	FALSE	FALSE	FALSE
CYC1	Teff	-0.531	0.993	-0.291	NA	NA	FALSE	FALSE	FALSE
CYCS	Teff	0.081	0.996	-0.214	0.846	FALSE	FALSE	FALSE	FALSE
CYFIP1	Teff	2.134	0.451	-0.011	NA	NA	FALSE	FALSE	FALSE
CYFIP2	Teff	0.221	0.996	-0.148	NA	NA	FALSE	FALSE	FALSE
CYGB	Teff	1.406	NA	0.204	NA	NA	NA	FALSE	FALSE
CYHR1	Teff	-0.264	0.996	0.136	NA	NA	FALSE	FALSE	FALSE
CYLC1	Teff	0.682	NA	NA	NA	NA	NA	FALSE	FALSE
CYLC2	Teff	-1.847	0.97	NA	NA	NA	FALSE	FALSE	FALSE
CYLD	Teff	0.577	0.987	0.044	0.979	FALSE	FALSE	FALSE	FALSE
CYP11A1	Teff	-0.239	0.996	-2.641	NA	NA	FALSE	FALSE	FALSE
CYP11B1	Teff	0.994	0.995	NA	NA	NA	FALSE	FALSE	FALSE
CYP11B2	Teff	1.405	0.993	NA	NA	NA	FALSE	FALSE	FALSE
CYP17A1	Teff	1.447	0.962	NA	NA	NA	FALSE	FALSE	FALSE
CYP17A1-AS1	Teff	0.299	NA	-1.656	NA	NA	NA	FALSE	FALSE
CYP19A1	Teff	1.832	0.939	NA	NA	NA	FALSE	FALSE	FALSE
CYP1A1	Teff	0.893	0.996	-0.334	NA	NA	FALSE	FALSE	FALSE
CYP1A2	Teff	2.661	0.845	NA	NA	NA	FALSE	FALSE	FALSE
CYP1B1	Teff	1.7	0.98	0.462	NA	NA	FALSE	FALSE	FALSE
CYP1B1-AS1	Teff	-0.473	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP20A1	Teff	-0.332	0.996	-0.318	0.789	FALSE	FALSE	FALSE	FALSE
CYP21A2	Teff	0.363	NA	-2.208	NA	NA	NA	FALSE	FALSE
CYP24A1	Teff	-0.715	0.994	-2.453	NA	NA	FALSE	FALSE	FALSE
CYP26A1	Teff	1.066	NA	NA	NA	NA	NA	FALSE	FALSE
CYP26B1	Teff	1.387	0.986	NA	NA	NA	FALSE	FALSE	FALSE
CYP26C1	Teff	-0.131	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP27A1	Teff	1.477	0.946	-2.732	NA	NA	FALSE	FALSE	FALSE
CYP27B1	Teff	2.873	0.613	-0.523	NA	NA	FALSE	FALSE	FALSE
CYP27C1	Teff	0.994	0.996	-2.83	NA	NA	FALSE	FALSE	FALSE
CYP2A13	Teff	1.163	0.993	NA	NA	NA	FALSE	FALSE	FALSE
CYP2A6	Teff	1.727	NA	NA	NA	NA	NA	FALSE	FALSE
CYP2A7	Teff	2.309	0.918	NA	NA	NA	FALSE	FALSE	FALSE
CYP2B6	Teff	-2.815	0.689	NA	NA	NA	FALSE	FALSE	FALSE
CYP2C18	Teff	-0.324	NA	NA	NA	NA	NA	FALSE	FALSE
CYP2C19	Teff	0.989	NA	NA	NA	NA	NA	FALSE	FALSE
CYP2C8	Teff	1.393	0.99	NA	NA	NA	FALSE	FALSE	FALSE
CYP2C9	Teff	-0.143	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP2D6	Teff	-1.167	0.993	-0.777	NA	NA	FALSE	FALSE	FALSE
CYP2E1	Teff	-1.741	0.94	-1.045	NA	NA	FALSE	FALSE	FALSE
CYP2F1	Teff	0.399	0.996	-3.076	NA	NA	FALSE	FALSE	FALSE
CYP2J2	Teff	-0.834	NA	-3.097	NA	NA	NA	FALSE	FALSE
CYP2R1	Teff	-0.182	0.996	-0.706	NA	NA	FALSE	FALSE	FALSE
CYP2S1	Teff	-0.218	0.996	-0.928	NA	NA	FALSE	FALSE	FALSE
CYP2U1	Teff	2.274	0.779	1.546	NA	NA	FALSE	FALSE	FALSE
CYP2W1	Teff	-0.21	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP39A1	Teff	0.142	NA	-3.334	NA	NA	NA	FALSE	FALSE
CYP3A4	Teff	1.088	0.996	-2.61	NA	NA	FALSE	FALSE	FALSE
CYP3A43	Teff	1.597	0.971	NA	NA	NA	FALSE	FALSE	FALSE
CYP3A5	Teff	-1.401	0.963	-0.373	NA	NA	FALSE	FALSE	FALSE
CYP3A7	Teff	1.328	NA	NA	NA	NA	NA	FALSE	FALSE
CYP3A7-CYP3A51P	Teff	0.332	NA	NA	NA	NA	NA	FALSE	FALSE
CYP46A1	Teff	-0.091	0.997	-1.455	NA	NA	FALSE	FALSE	FALSE
CYP4A11	Teff	0.669	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4A22	Teff	-0.27	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4A22-AS1	Teff	0.34	NA	NA	NA	NA	NA	FALSE	FALSE
CYP4B1	Teff	0.541	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4F11	Teff	0.385	0.996	-2.641	NA	NA	FALSE	FALSE	FALSE
CYP4F12	Teff	3.213	0.611	NA	NA	NA	FALSE	FALSE	FALSE
CYP4F2	Teff	1.707	0.935	NA	NA	NA	FALSE	FALSE	FALSE
CYP4F22	Teff	-0.891	0.99	-1.36	NA	NA	FALSE	FALSE	FALSE
CYP4F26P	Teff	1.385	NA	NA	NA	NA	NA	FALSE	FALSE
CYP4F3	Teff	0.685	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4F8	Teff	0.703	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4V2	Teff	0.57	0.994	-0.221	NA	NA	FALSE	FALSE	FALSE
CYP4X1	Teff	-0.424	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYP4Z1	Teff	0.484	NA	NA	NA	NA	NA	FALSE	FALSE
CYP51A1	Teff	-1.544	0.876	-1.596	NA	NA	FALSE	FALSE	FALSE
CYP51A1-AS1	Teff	-1.03	NA	-1.445	NA	NA	NA	FALSE	FALSE
CYP7A1	Teff	-0.269	NA	NA	NA	NA	NA	FALSE	FALSE
CYP7B1	Teff	0.853	NA	-1.553	NA	NA	NA	FALSE	FALSE
CYP8B1	Teff	-0.151	0.996	NA	NA	NA	FALSE	FALSE	FALSE
CYR61	Teff	-1.58	0.986	-1.169	NA	NA	FALSE	FALSE	FALSE
CYS1	Teff	1.783	0.965	-2.578	NA	NA	FALSE	FALSE	FALSE
CYSLTR1	Teff	-0.13	0.996	0.306	0.895	FALSE	FALSE	FALSE	FALSE
CYSLTR2	Teff	2.79	0.675	-0.325	NA	NA	FALSE	FALSE	FALSE
CYSRT1	Teff	0.891	NA	-2.641	NA	NA	NA	FALSE	FALSE
CYSTM1	Teff	-0.519	0.993	-0.189	0.922	FALSE	FALSE	FALSE	FALSE
CYTH1	Teff	0.419	0.996	-0.23	0.844	FALSE	FALSE	FALSE	FALSE
CYTH2	Teff	0.375	0.996	-0.192	NA	NA	FALSE	FALSE	FALSE
CYTH3	Teff	0.697	0.99	-0.212	NA	NA	FALSE	FALSE	FALSE
CYTH4	Teff	-0.443	0.996	0.42	NA	NA	FALSE	FALSE	FALSE
CYTIP	Teff	0.112	0.996	0.306	0.78	FALSE	FALSE	FALSE	FALSE
CYTL1	Teff	0.864	NA	NA	NA	NA	NA	FALSE	FALSE
CYYR1	Teff	0.782	NA	NA	NA	NA	NA	FALSE	FALSE
CYYR1-AS1	Teff	1.01	0.996	NA	NA	NA	FALSE	FALSE	FALSE
D2HGDH	Teff	0.865	0.98	1.018	NA	NA	FALSE	FALSE	FALSE
DAAM1	Teff	1.693	0.754	-0.211	NA	NA	FALSE	FALSE	FALSE
DAAM2	Teff	0.401	0.996	NA	NA	NA	FALSE	FALSE	FALSE
DAB1	Teff	4.637	0.026	-1.941	NA	NA	TRUE	FALSE	FALSE
DAB1-AS1	Teff	-0.01	NA	NA	NA	NA	NA	FALSE	FALSE
DAB2	Teff	-0.335	0.996	-1.266	NA	NA	FALSE	FALSE	FALSE
DAB2IP	Teff	1.951	0.91	-2.399	NA	NA	FALSE	FALSE	FALSE
DACH1	Teff	-2.186	NA	NA	NA	NA	NA	FALSE	FALSE
DACH2	Teff	0.443	0.996	NA	NA	NA	FALSE	FALSE	FALSE
DACT1	Teff	-1.013	0.996	NA	NA	NA	FALSE	FALSE	FALSE
DACT2	Teff	1.369	0.986	NA	NA	NA	FALSE	FALSE	FALSE
DACT3	Teff	-0.794	0.996	-1.418	NA	NA	FALSE	FALSE	FALSE
DACT3-AS1	Teff	-1.188	0.994	NA	NA	NA	FALSE	FALSE	FALSE
DAD1	Teff	-0.46	0.994	-0.228	0.823	FALSE	FALSE	FALSE	FALSE
DAG1	Teff	-1.66	0.909	-0.62	NA	NA	FALSE	FALSE	FALSE
DAGLA	Teff	1.191	0.99	-2.83	NA	NA	FALSE	FALSE	FALSE
DAGLB	Teff	-2.711	0.413	-0.399	NA	NA	FALSE	FALSE	FALSE
DALRD3	Teff	-1.502	0.791	0.459	NA	NA	FALSE	FALSE	FALSE
DAND5	Teff	0.489	NA	NA	NA	NA	NA	FALSE	FALSE
DANT1	Teff	0.313	NA	NA	NA	NA	NA	FALSE	FALSE
DANT2	Teff	-0.455	NA	NA	NA	NA	NA	FALSE	FALSE
DAO	Teff	-2.129	0.91	NA	NA	NA	FALSE	FALSE	FALSE
DAOA	Teff	-0.193	NA	NA	NA	NA	NA	FALSE	FALSE
DAOA-AS1	Teff	-0.363	NA	NA	NA	NA	NA	FALSE	FALSE
DAP	Teff	0.497	0.996	0.144	NA	NA	FALSE	FALSE	FALSE
DAP3	Teff	-0.619	0.986	0.254	NA	NA	FALSE	FALSE	FALSE
DAPK1	Teff	0.257	0.996	-1.678	NA	NA	FALSE	FALSE	FALSE
DAPK2	Teff	0.957	0.949	0.854	NA	NA	FALSE	FALSE	TRUE
DAPK3	Teff	0.894	0.986	-0.285	NA	NA	FALSE	FALSE	FALSE
DAPL1	Teff	-0.618	NA	-0.787	NA	NA	NA	FALSE	FALSE
DAPP1	Teff	0.32	0.996	0.928	NA	NA	FALSE	FALSE	FALSE
DARS	Teff	-0.439	0.994	0.006	0.999	FALSE	FALSE	FALSE	FALSE
DARS-AS1	Teff	0.832	0.986	-0.166	NA	NA	FALSE	FALSE	FALSE
DARS2	Teff	0.647	0.992	-0.47	NA	NA	FALSE	FALSE	FALSE
DAW1	Teff	0.964	0.99	-3.498	NA	NA	FALSE	FALSE	FALSE
DAXX	Teff	-1.764	0.635	-0.177	NA	NA	FALSE	FALSE	FALSE
DAZ1	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
DAZ2	Teff	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
DAZ3	Teff	NA	NA	NA	NA	NA	NA	FALSE	FALSE
DAZ4	Teff	0.106	NA	NA	NA	NA	NA	FALSE	FALSE
DAZAP1	Teff	1.259	0.925	0.108	NA	NA	FALSE	FALSE	FALSE
DAZAP2	Teff	-0.962	0.92	0.069	0.963	FALSE	FALSE	FALSE	FALSE
DAZL	Teff	-0.183	0.996	NA	NA	NA	FALSE	FALSE	FALSE
DBET	Teff	-0.207	NA	NA	NA	NA	NA	FALSE	FALSE
DBF4	Teff	1.23	0.84	-0.193	0.956	FALSE	FALSE	FALSE	FALSE
DBF4B	Teff	3.107	0.299	-0.07	NA	NA	FALSE	FALSE	FALSE
DBH	Teff	5.294	0.198	-2.455	NA	NA	FALSE	FALSE	FALSE
DBH-AS1	Teff	0.594	0.996	0.878	NA	NA	FALSE	FALSE	FALSE
DBI	Teff	-0.98	0.91	-0.262	0.78	FALSE	FALSE	FALSE	FALSE
DBN1	Teff	-1.968	0.895	0.018	NA	NA	FALSE	FALSE	FALSE
DBNDD1	Teff	3.308	0.485	-2.122	NA	NA	FALSE	FALSE	FALSE
DBNDD2	Teff	1.366	NA	-2.634	NA	NA	NA	FALSE	FALSE
DBNL	Teff	0.711	0.984	0.056	NA	NA	FALSE	FALSE	FALSE
DBP	Teff	-2.119	0.505	0.551	NA	NA	FALSE	FALSE	FALSE
DBR1	Teff	-0.017	0.998	0.318	NA	NA	FALSE	FALSE	FALSE
